,funds,link,location,title
421,"
$4,125 raised of $10,000                    ",https://www.gofundme.com/ncgop,"Raleigh, NC",Orange County NCGOP Arson Repair
422,"
$2,400 raised of $5,000                    ",https://www.gofundme.com/loveonGelgots,"Lititz, PA",Love offering for the Gelgot family
423,"
$2,043 raised of $2,000                    ",https://www.gofundme.com/EdHall2016DNC,"Denver, CO",Support Ed Hall to the 2016 DNC
424,"
$5,603 raised of $20,000                    ",https://www.gofundme.com/4rsrs-help-patriot-vera-anderson,"Phoenix, AZ",HELP PATRIOT VERA  ANDERSON
425,"
$1,493 raised of $2,000                    ",https://www.gofundme.com/recipe-for-a-sellout-fundraising-campaign,"Brooklyn, NY",Recipe for a Sellout Fundraising Campaign
426,"
€3,158 raised of €5,000                    ",https://www.gofundme.com/meetrefugees,"APO, US",Refugees of Steinenbronn
427,"
$985 raised of $4,000                    ",https://www.gofundme.com/women039s-campaign-school,"Lake Bluff, IL",Women's Campaign School
428,"
$1,730 raised of $48,000                    ",https://www.gofundme.com/save-america-from-fake-news,"Eugene, OR",Save  America  from  FAKE  NEWS !
429,"
$520 raised of $100,000                    ",https://www.gofundme.com/samuel-williams-for-congress,"El Paso, TX",We Are All Americans First
430,"
€255 raised of €500                    ",https://www.gofundme.com/CMac4Sligo, ,MacManus for Sligo
431,"
$2,266 raised of $4,000                    ",https://www.gofundme.com/letsstand,"San Antonio, TX",Help Us Stand With Standing Rock!
432,"
$1,190 raised of $4,000                    ",https://www.gofundme.com/stop-tax-increase,"Ringgold, GA",Stop Catoosa Tax Increase
433,"
$3,790 raised of $5,000                    ",https://www.gofundme.com/JackBelltoRNC,"Olympia, WA",Jack Bell RNC Delegate to Cleveland
434,"
$2,120 raised of $12,000                    ",https://www.gofundme.com/fergusongriffin-legal-defense-fund,"Lynchburg, VA",Ferguson-Griffin Legal Defense Fund
435,"
$2,105 raised of $15,000                    ",https://www.gofundme.com/doctors-at-the-border,"Frisco, TX",Doctors at the Border
436,"
$3,820 raised of $5,000                    ",https://www.gofundme.com/fkyw2-jesus,"Toledo, OH",Kristi's Campaign
437,"
$1,665 raised of $35,000                    ",https://www.gofundme.com/2pb9mxms,"Los Angeles, CA",Together Until The End
438,"
$1,410 raised of $5,000                    ",https://www.gofundme.com/tracy-taylor-for-mayor,"Albany, GA",Tracy Taylor For Mayor
439,"
$7,870 raised of $100,000                    ",https://www.gofundme.com/zp6g8w,"Papaaloa, HI",Fighting for Cooper!
440,"
$1,640 raised of $2,000                    ",https://www.gofundme.com/dennistocleveland,"Raleigh, NC",Help Send Dennis to Cleveland!
441,"
$430 raised of $1,000                    ",https://www.gofundme.com/phoenix-yang-gang-volunteer-fundraiser,"Phoenix, AZ",Phoenix Yang Gang  Fundraiser
442,"
$2,267 raised of $3,400                    ",https://www.gofundme.com/FloridaBlackPower,"Saint Petersburg, FL",Help Florida Vote 4 Black Power!
443,"
$5,050 raised of $37,755                    ",https://www.gofundme.com/2016Conventions,"Brush Valley, PA",IUP Experiences Democracy in Action
444,"
$1,790 raised of $2,750                    ",https://www.gofundme.com/2a77x3p2,"Redmond, OR",Bernie Delegate Matthew Rock ! ! !
445,"
$2,590 raised of $2,900                    ",https://www.gofundme.com/vwukc,"Lakewood, WA",Get This Veteran  To The RNC
446,"
$2,195 raised of $2,500                    ",https://www.gofundme.com/mullen-lisle-township-supervisor,"Lisle, IL",Committee to Elect Mary Jo Mullen
447,"
$1,775 raised of $3,800                    ",https://www.gofundme.com/rnc2016,"Mesquite, TX",Get this RNC Delegate to Cleveland
448,"
$1,221 raised of $3,000                    ",https://www.gofundme.com/239wnn8,"Spanaway, WA",Help Send Kerry to Cleveland!!
449,"
$160 raised of $10,000                    ",https://www.gofundme.com/losing-site-amp-use-of-my-arms-amp-legs,"Commerce, TX",ENDLESS PAIN TO MY ARMS LEGS & EYES
450,"
$13,738 raised of $25,000                    ",https://www.gofundme.com/occupythesenate,"Los Angeles, CA",Occupy the Senate: Save Healthcare
451,"
$1,863 raised of $3,000                    ",https://www.gofundme.com/adamforbernie,"Orlando, FL",Send Delegate Adam to Philly!
452,"
$2,260 raised of $4,000                    ",https://www.gofundme.com/CoronadoRNC,"Aubrey, TX",Coronado to RNC National Convention
453,"
$1,800 raised of $1,800                    ",https://www.gofundme.com/Micheal4Bernie2016,"Denver, CO",Taking the Revolution to Philly.
454,"
$1,749 raised of $20,000                    ",https://www.gofundme.com/harvard-kennedy-school-expenses,"Cornelius, NC",Harvard Kennedy School Expenses
455,"
$200 raised of $200                    ",https://www.gofundme.com/the-results-international-conference,"Topeka, KS",The RESULTS International Conference
456,"
$135 raised of $1,200                    ",https://www.gofundme.com/smith-college-trip-to-belfast-and-dublin,"Northampton, MA",Smith College Trip to Belfast and Dublin
457,"
$1,085 raised of $2,000                    ",https://www.gofundme.com/erictodnc,"Dickinson, TX",Support Eric Cardenas' Trip to DNC!
458,"
$2,405 raised of $3,000                    ",https://www.gofundme.com/defeat-cm-roy-moore,"Pacific Palisades, CA",DEFEAT CM ROY MOORE
459,"
$100 raised of $10.0M                    ",https://www.gofundme.com/bkzy6m-american-party,"Charleston, SC","Let's start a new political party,  American Party"
460,"
$1,721 raised of $2,286                    ",https://www.gofundme.com/verchinski,"Albuquerque, NM",Verchinski NM BernieDelegateFunding
461,"
$4,720 raised of $5,000                    ",https://www.gofundme.com/wende,"Florence, OR",Wende's Recovery Fund
462,"
$1,985 raised of $1,700                    ",https://www.gofundme.com/FTDHarrington,"Portland, OR",Michael Harrington Convention Whip
463,"
$550 raised of $500                    ",https://www.gofundme.com/6n8p114,"Sioux Falls, SD",CPAC
464,"
$1,634 raised of $1,000                    ",https://www.gofundme.com/cwuz9b2g,"Lincoln, NE",Nebraskans Against Gun Violence
465,"
$2,815 raised of $2,500                    ",https://www.gofundme.com/86onv0,"Philadelphia, PA",Support fair elections in Ukraine
466,"
$201 raised of $2,000                    ",https://www.gofundme.com/newspaper-publishing-chuck-eddy-essay,"Lexington, KY",Newspaper publishing Chuck Eddy Essay
467,"
$735 raised of $1,000                    ",https://www.gofundme.com/laugh-in-your-face-radio,"Spring Valley, CA",Laugh In Your Face Radio
468,"
$320 raised of $25,000                    ",https://www.gofundme.com/democracy-in-detroit,"Las Vegas, NV",Democracy in Detroit
469,"
$270 raised of $500                    ",https://www.gofundme.com/send-jason-to-sas,"Dayville, CT",Send Jason to SAS
470,"
$1,622 raised of $1,500                    ",https://www.gofundme.com/support-third-party-ballot-access,"San Francisco, CA",Support Third Party Ballot Access!
471,"
$2,570 raised of $3,000                    ",https://www.gofundme.com/PEBLclimatetrip,"Lee, MA",PEBLing for a Carbon Free Future
472,"
$4,850 raised of $30,000                    ",https://www.gofundme.com/FairfieldSafeMeters,"Fairfield, IA",Stop Smart Meter Rollouts
473,"
$1,390 raised of $2,000                    ",https://www.gofundme.com/troy039s-birthday-fundraiser-for-socal-blue,"Venice, CA",Troy's Birthday Fundraiser for SoCal Blue
474,"
$871 raised of $3,000                    ",https://www.gofundme.com/bella-scampaign,"New York, NY",To Infinity and Beyond!
475,"
$3,150 raised of $7,000                    ",https://www.gofundme.com/flip-ca-25-in-2018,"Lancaster, CA",Flip CA 25 in 2018
476,"
$4,610 raised of $3,500                    ",https://www.gofundme.com/AtlantaWelcomesYou,"Atlanta, GA",Atlanta Speaks: Refugees Welcome!
477,"
$4,575 raised of $25,000                    ",https://www.gofundme.com/Stop-Election-Fraud-w-Audits,"San Diego, CA",Citizen Audits Stop Election Fraud
478,"
$2,185 raised of $20,000                    ",https://www.gofundme.com/simiyus-family-medical-fund,"Tampa, FL",Simiyu’s Family Medical Fund
479,"
$265 raised of $1,000                    ",https://www.gofundme.com/handmaids-resistance-phoenix,"Chandler, AZ",Support Handmaids Resistance PHX
480,"
$4,425 raised of $5,000                    ",https://www.gofundme.com/VJA4Superintendent,"Delmar, NY",Anastasi for Highway Superintendent
481,"
$1,550 raised of $10,000                    ",https://www.gofundme.com/mary-anne-greer-memorial-fund,"Franktown, CO",Mary Anne Greer Memorial Fund
482,"
$1,730 raised of $2,000                    ",https://www.gofundme.com/flowerpens,"Charlotte, NC",Spread Peace @ RNC w cute pens
483,"
$825 raised of $2,000                    ",https://www.gofundme.com/friends-of-susan-r-hogg,"Lynchburg, VA",Friends of Susan R Hogg
484,"
$1,390 raised of $5,000                    ",https://www.gofundme.com/united-latino-foundation,"Torrance, CA",United Latino Foundation
485,"
$972 raised of $48,000                    ",https://www.gofundme.com/go-green-cities,"Pukalani, HI",Go Green Cities
486,"
$1,540 raised of $50,000                    ",https://www.gofundme.com/vttt58s4, ,Venezuelan researchers / LASA 50
487,"
$1,875 raised of $3,000                    ",https://www.gofundme.com/jamesformayor,"Westbrook, ME",James for Mayor
488,"
$3,740 raised of $4,500                    ",https://www.gofundme.com/1m24yn2eeo,"Port Saint Lucie, FL",In need of a helping hand
489,"
$3,486 raised of $5,000                    ",https://www.gofundme.com/AOBJpromo,"San Diego, CA",Against Our Better Judgment Promo
490,"
$1,031 raised of $1,500                    ",https://www.gofundme.com/selina-for-a-transparent-dnc,"Edmond, WV",Selina for Livestreaming the DNC
491,"
$90 raised of $8.0M                    ",https://www.gofundme.com/reclaiming-the-republic,"Nine Mile Falls, WA",Reclaiming The Republic
492,"
$1,535 raised of $10,000                    ",https://www.gofundme.com/JonesForCongress,"Philadelphia, PA",PA-2nd (R) Candidate For Congress
493,"
$410 raised of $550                    ",https://www.gofundme.com/nataliavon-citizen-climate-lobby-conference,"San Diego, CA",Citizens Climate Lobby Conference
494,"
$5,857 raised of $6,500                    ",https://www.gofundme.com/bogaty,"Greensboro, NC",Bogaty for a Trump-Free America
495,"
$1,890 raised of $1,750                    ",https://www.gofundme.com/2aa7ds2k,"State College, PA",Peter goes to the DNC
496,"
$175 raised of $10,000                    ",https://www.gofundme.com/educating-children-in-dominican-rep,"Bronx, NY",Educating children in Dominican Rep
497,"
$145 raised of $1,899                    ",https://www.gofundme.com/the-kick-off-to-2020,"Discovery Bay, CA",The Kick Off to 2020
498,"
$165 raised of $500                    ",https://www.gofundme.com/teen-student-action-summit,"New Market, VA",Teen Student Action Summit - TurningPointUSA
499,"
$1,006 raised of $2,000                    ",https://www.gofundme.com/progressives-everywhere,"New York, NY",Progressives Everywhere
500,"
$2,342 raised of $2,500                    ",https://www.gofundme.com/RunningToBeatIssa,"Palos Verdes Peninsula, CA",OC Marathoning to Beat Issa!
501,"
$2,365 raised of $5,000                    ",https://www.gofundme.com/electbergman,"Waukee, IA",Friends of Anna Bergman - HD 44
502,"
$1,497 raised of $12,000                    ",https://www.gofundme.com/countrybeforeparty,"Beacon, NY",Make GOP Put Country Before Party
503,"
$2,227 raised of $4,500                    ",https://www.gofundme.com/treyv,"Snohomish, WA",Send Delegate Trey to Philly
504,"
$465 raised of $250,000                    ",https://www.gofundme.com/mr-eric-garner039s-family-help-fund,"Staten Island, NY",Scholarship and Unity Fund in Honor of Eric Garner
505,"
$7,376 raised of $10,000                    ",https://www.gofundme.com/a9nwgk,"Santa Clara, CA",Kiem Nguyen Memorial Fund
506,"
$2,008 raised of $4,000                    ",https://www.gofundme.com/2au6tfxc,"Los Angeles, CA",Tony Puryear Colors The Conventions
507,"
$3,949 raised of $5,000                    ",https://www.gofundme.com/heart_in_heartland,"Satellite Beach, FL",Future Teacher to Study Abroad
508,"
$3,000 raised of $3,000                    ",https://www.gofundme.com/gopkat,"Dale, TX",National Convention Delegate
509,"
$1,901 raised of $4,000                    ",https://www.gofundme.com/david-dunn039s-memorial-costs,"Chicopee, MA",David Dunn's Memorial Costs
510,"
$2,200 raised of $10,000                    ",https://www.gofundme.com/syrianschool,"Saint Charles, MO",Syrian Refugee School Children
511,"
$3,205 raised of $5,000                    ",https://www.gofundme.com/kenallendemoconv,"Omaha, NE",Democratic Nat'l Conv Delegate
512,"
$2,600 raised of $5,000                    ",https://www.gofundme.com/WestonInaugurationtrip,"Wheat Ridge, CO",#MAGA 2017 Inauguration  Trip
513,"
$1,604 raised of $2,000                    ",https://www.gofundme.com/LarrySipes,"Mercer, TN","Larry Sipes, County Commissioner"
514,"
$5,212 raised of $150,000                    ",https://www.gofundme.com/maga-sponsorship,"Fort Myers, FL",Trump/MAGA ProSkater Olympics fund
515,"
$3,000 raised of $3,000                    ",https://www.gofundme.com/ryderhaag,"Reno, NV",Help send Ryder Haag to GOP Conv.
516,"
$2,580 raised of $2,500                    ",https://www.gofundme.com/25rge98,"Friday Harbor, WA",Send Judah to GOP Nat'l Convention
517,"
$3,445 raised of $3,395                    ",https://www.gofundme.com/7ct4f5yg,"Springfield, VA",Andrea's 2017 Inauguration Summit
518,"
$1,440 raised of $30,000                    ",https://www.gofundme.com/helpfornilufar,"Philadelphia, PA",Помогите!  Help!
519,"
$1,605 raised of $10,000                    ",https://www.gofundme.com/rpb3k7-legal-fees,"Lexington, VA",Legal Fees for Ginger Burg
520,"
$2,050 raised of $50,000                    ",https://www.gofundme.com/retirement-fund-for-polly, ,Retirement Fund for Polly
521,"
$4,370 raised of $3,000                    ",https://www.gofundme.com/WillRiemer,"Farmington, CT",Reception to Honor Will Riemer
522,"
$8,365 raised of $20,000                    ",https://www.gofundme.com/WarriorsUNA,"Florence, AL",A Home for a Wounded Hero
523,"
$1,610 raised of $2,000                    ",https://www.gofundme.com/25nvnh8,"Saint Paul, MN",Chris Rush to the RNC convention
524,"
$2,437 raised of $200,000                    ",https://www.gofundme.com/CounterAntiTrump-Protesters,"Miami, FL",Help Counter AntiTrump Protest
525,"
$13,210 raised of $10,000                    ",https://www.gofundme.com/terrell-lewis-memorial-fund,"Washington, DC",Terrell Lewis Memorial Fund
526,"
$1,570 raised of $16,800                    ",https://www.gofundme.com/on-target-radio-2vf5yxw,"Shorewood, IL",On Target Radio
527,"
$200 raised of $200                    ",https://www.gofundme.com/the-feed-nw-arkansas-website-fund,"Bella Vista, AR",The Feed NW Arkansas website fund
528,"
$3,430 raised of $10,000                    ",https://www.gofundme.com/2ddyamyj,"La Farge, WI",Writing in Stone
529,"
$2,510 raised of $4,000                    ",https://www.gofundme.com/2byc9ms,"Greenwood, SC",SC radio host Anne Eller to RNC
530,"
$4,325 raised of $4,800                    ",https://www.gofundme.com/helping-hands-at-powdermill-village,"Braintree, MA",Helping Hands at Powdermill Village
531,"
$840 raised of $1,000                    ",https://www.gofundme.com/bricks-and-mortars,"Belfast, ME",Bricks and Mortars
532,"
$3,430 raised of $5,000                    ",https://www.gofundme.com/emiliemitcham,"Denver, CO",Emilie Mitcham Bernie Delegate DNC
533,"
$2,441 raised of $10,000                    ",https://www.gofundme.com/2m3sx3ys,"Hillsboro, MO",Governor Fletcher House Maint Fund
534,"
$1,185 raised of $300                    ",https://www.gofundme.com/billboards-for-vangie-williams,"Vienna, VA",Billboards for Vangie Williams
535,"
$21,693 raised of $25,277                    ",https://www.gofundme.com/tonyasfreedomfund,"Trenton, MO",Tonya's Freedom Fund (Tonya Arndt)
536,"
$1,570 raised of $25,000                    ",https://www.gofundme.com/syrian-refugees-return-to-philly,"Philadelphia, PA",Support Syrian Families Return
537,"
$1,375 raised of $1,300                    ",https://www.gofundme.com/JimTerr,"Las Vegas, NM",Help finish amazing CHICKEN... film
538,"
$3,040 raised of $3,500                    ",https://www.gofundme.com/help-chelsea-not-face-detransition,"New York, NY",Help Chelsea Not Face Detransition!
539,"
$3,525 raised of $250,000                    ",https://www.gofundme.com/helptheblind,"Discovery Bay, CA",Medical Fund to Help the Blind See
540,"
$465 raised of $500                    ",https://www.gofundme.com/6u0pq40,"Centereach, NY",BAN's 2019 Brookhaven Blue Training Rally
541,"
$2,985 raised of $4,000                    ",https://www.gofundme.com/waynetornc,"Portland, OR",Wayne Trosino to the RNC Convention
542,"
$1,725 raised of $2,500                    ",https://www.gofundme.com/274srg44,"Ruckersville, VA",MAKE A CHANGE TOGETHER IN CLEVELAND
543,"
$2,765 raised of $4,000                    ",https://www.gofundme.com/jvgjkn64,"Ashland, VA",Ireland Study Abroad Trip
544,"
$2,135 raised of $5,000                    ",https://www.gofundme.com/2016Mk5k,"Council Grove, KS",2016 Katie Gant Scholarship Fund
545,"
$345 raised of $900                    ",https://www.gofundme.com/2stgae-medical-misson-trip,"Landing, NJ",Medical Misson Trip
546,"
$140 raised of $850                    ",https://www.gofundme.com/sendMeToDSANationalConventionInAtlanta,"Fresno, CA",Help Me Go To DSA's National Convention in Atlanta
547,"
$3,415 raised of $15,000                    ",https://www.gofundme.com/cernekee-google,"Mountain View, CA",Google whistleblower FIRED and SUED
548,"
$3,645 raised of $4,000                    ",https://www.gofundme.com/RasmussenFlorida,"Asbury Park, NJ",2018 Florida Midterm Elections
549,"
$534 raised of $1,300                    ",https://www.gofundme.com/invest-in-lena039s-madeleine039s-leadership,"Philadelphia, PA",Invest in Lena's (Madeleine) Leadership
550,"
$860 raised of $1,600                    ",https://www.gofundme.com/y2b5e5-dominican-republic-medical-mission,"Philadelphia, PA",Dominican Republic Medical Mission
551,"
$600 raised of $5,000                    ",https://www.gofundme.com/help-get-cfcr-to-cpac,"Denver, CO",Help Get CFCR to CPAC!
552,"
$7,116 raised of $10,000                    ",https://www.gofundme.com/ccl-conservative-ca-travelship,"Berkeley, CA",CCL Inland CA Student Travelship
553,"
$1,775 raised of $1,500                    ",https://www.gofundme.com/rcbrazosgop,"College Station, TX",Rachel's National Convention Fund
554,"
$462 raised of $1,000                    ",https://www.gofundme.com/dnc-watch-puerto-rico,"Edmond, WV",DNC Watch - Puerto Rico Livestream
555,"
$1,290 raised of $3,000                    ",https://www.gofundme.com/24d26-boycott-la-weekly,"Los Angeles, CA",Boycott L.A. Weekly
556,"
$1,500 raised of $3,000                    ",https://www.gofundme.com/2s4454fg,"Ahoskie, NC",Flood Recovery for Brenda Frick
557,"
$835 raised of $2,500                    ",https://www.gofundme.com/west-nile-virus-it-bites,"Tallahassee, FL",West Nile Virus - It Bites
558,"
$7,225 raised of $250,000                    ",https://www.gofundme.com/urbanvoters,"Dallas, TX",SHOP TALK WITH  URBAN VOTERS
559,"
$1,690 raised of $1,500                    ",https://www.gofundme.com/hsgc-saftey,"Red Wing, MN",HSGC Safety
560,"
$900 raised of $7,000                    ",https://www.gofundme.com/brad039s-campaign-for-cancer-research-institute,"Stevensville, MD",Brad's campaign for Cancer Research Institute
561,"
$1,930 raised of $2,000                    ",https://www.gofundme.com/joy-lonnes-goes-to-ccl-congress-day,"Santa Rosa, CA",Joy Lonnes Goes to CCL Congress Day
562,"
$2,645 raised of $2,600                    ",https://www.gofundme.com/4d6ywmrs,"Kane, PA",Terry's Medical & Funeral Cost Help
563,"
$321 raised of $10,000                    ",https://www.gofundme.com/delaney-for-assistant-judge,"Burlington, VT",Delaney for Assistant Judge
564,"
$150 raised of $550                    ",https://www.gofundme.com/send-me-to-crnc-convention,"Oviedo, FL",Send me to CRNC Convention!
565,"
$40 raised of $500.0M                    ",https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",Veterans
566,"
$2,260 raised of $1,575                    ",https://www.gofundme.com/mission-trip-ministering-to-homeless-in-san-diego,"Vienna, VA",Peter's Mission: Minister 2 San Diego Homeless
567,"
$275 raised of $4,600                    ",https://www.gofundme.com/immigration-reform-committee,"Allentown, PA",Immigration Reform Committee
568,"
$125 raised of $5,000                    ",https://www.gofundme.com/2x2u6-speaker-fund,"Charleston, IL",Speaker Fund
569,"
$2,000 raised of $2,000                    ",https://www.gofundme.com/22qrnfmx,"Saint Louis, MO",Send Engage Liberty To Cleveland
570,"
$70 raised of $900                    ",https://www.gofundme.com/fh9wvz-mission-trip,"Madison, GA",Mission Trip
571,"
$221 raised of $350                    ",https://www.gofundme.com/american-flags-for-911-remembrance-display,"Traverse City, MI",American Flags for 9/11 Remembrance Display
572,"
$1,800 raised of $1,500                    ",https://www.gofundme.com/2mfc54s,"Satellite Beach, FL",Truck Stop Tarmac
573,"
$640 raised of $1,000                    ",https://www.gofundme.com/beyond-race-and-color,"Phoenix, AZ",Beyond Race and Color
574,"
$4,770 raised of $25,000                    ",https://www.gofundme.com/johnhorstforcongress,"San Diego, CA",Let's Win Again in California
575,"
$1,525 raised of $2,500                    ",https://www.gofundme.com/28y884ws,"Boise, ID",Megan Kiska Goes to Cleveland!
576,"
$1,853 raised of $1,800                    ",https://www.gofundme.com/SacCCLCaptoCap,"Sacramento, CA",My Climate Lobbying Trip to D.C.
577,"
$2,365 raised of $5,000                    ",https://www.gofundme.com/hall4house9,"Monticello, AR",Hall4House9
578,"
$2,135 raised of $75,000                    ",https://www.gofundme.com/tjtr4w-the-craig-lee-city-council-campaign,"Shreveport, LA",The Craig Lee City Council Campaign
579,"
$400 raised of $7,000                    ",https://www.gofundme.com/Help-DE-Students-Learn-the-Constitution,"Wilmington, DE","A Republic, If You Can Keep It!"
580,"
$5,991 raised of $30,000                    ",https://www.gofundme.com/gop-state-committee,"Hoboken, NJ",GOP State Committee
581,"
$6,060 raised of $250,000                    ",https://www.gofundme.com/dashboard-equal-justice-under-the-law-share-editlink-menu-1,"Roseville, MI",Young Mom in Serious Car Accident
582,"
$165 raised of $10,000                    ",https://www.gofundme.com/oh-give-me-a-home,"Wilton, ND",Oh Give Me A Home
583,"
$80 raised of $24,000                    ",https://www.gofundme.com/garage-repair-work-needed,"Carteret, NJ",Garage Repair Work Needed
584,"
$100 raised of $100.0M                    ",https://www.gofundme.com/samrobb-for-president-2020,"Tarentum, PA",Samrobb For President 2020
585,"
$30 raised of $100,000                    ",https://www.gofundme.com/vote-them-out,"Kansas City, MO",Vote them out
586,"
$1,920 raised of $75,000                    ",https://www.gofundme.com/DianeHollandStatue,"Tomball, TX",Diane N. Holland Community Memorial
587,"
$2,175 raised of $2,000                    ",https://www.gofundme.com/vn34c-college-tuition,"Bellvue, CO",College Fees for Kiana Palmer class of 2020
588,"
$260 raised of $500                    ",https://www.gofundme.com/cosby2019,"Adamsville, AL",Cosby For Exec. VP of AL Young Democrats
589,"
$25 raised of $10.0M                    ",https://www.gofundme.com/havearichassfriend,"Mastic, NY",Have a Rich Ass Friend
590,"
$45 raised of $5.0M                    ",https://www.gofundme.com/f-the-wall-help-CA-fire-victims,"Annapolis, MD","F*** the Wall, help CA wildfire victims"
591,"
$2,186 raised of $5,000                    ",https://www.gofundme.com/standwithjoe2016,"Callahan, FL",Stand With Joe For Nassau County
592,"
$3,350 raised of $3,500                    ",https://www.gofundme.com/hqo4tk,"Media, PA",Sam's Climate Truth Ride
593,"
$750 raised of $5,000                    ",https://www.gofundme.com/KERRYS-HOPE,"Evansville, IN",KERRY'S HOPE
594,"
$2,900 raised of $8,000                    ",https://www.gofundme.com/bob-de-kinder-navy-vet-amp-civil-servant-funeral,"Albuquerque, NM","Bob De Kinder, Navy Vet & Civil Servant Funeral"
595,"
$220 raised of $15,000                    ",https://www.gofundme.com/exodus-media-network,"Cincinnati, OH",Exodus Media Network
596,"
$710 raised of $10,000                    ",https://www.gofundme.com/funeral-services-for-mom-janet-seiferheld,"Mooers, NY","Funeral services for Mom, Janet Seiferheld"
597,"
$2,178 raised of $3,000                    ",https://www.gofundme.com/CPAC2014,"Sarasota, FL",Send Us To CPAC
598,"
$1,000 raised of $1.0M                    ",https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",A New (enhanced) Standard of Care for Maternal and
599,"
$2,350 raised of $538,200                    ",https://www.gofundme.com/aad47o,"New Castle, DE",Draft Kevin Wade US Senate - $100 Donors
600,"
$45 raised of $1,000                    ",https://www.gofundme.com/a-florida-for-all-americans,"Ponte Vedra, FL",A Florida for All Americans
601,"
$95 raised of $500                    ",https://www.gofundme.com/help-for-keyla,"Albemarle, NC",Help for Keyla
602,"
$500 raised of $5,000                    ",https://www.gofundme.com/citizensmediatv,"Maple Shade, NJ",Support Citizens’ Media TV coverage
603,"
$1,770 raised of $1,000                    ",https://www.gofundme.com/MeyersForUtah,"Saint George, UT",Meyers for Congress Money Bomb
604,"
$125 raised of $10,000                    ",https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH",HELP MY BABY SISTER
605,"
$2,101 raised of $25,000                    ",https://www.gofundme.com/vote4skelley,"Johnstown, PA",John Skelley for Commissioner
606,"
$205 raised of $10,000                    ",https://www.gofundme.com/help-progressive-democrats-win,"Lake George, MI",Help Progressive Democrats Win
607,"
$165 raised of $100,000                    ",https://www.gofundme.com/bridgethegapusa,"Las Vegas, NV",Bridge The Gap USA
608,"
$105 raised of $600                    ",https://www.gofundme.com/blip-blilboards-for-tulsi2020,"Chicago, IL",Blip Blilboards for #Tulsi2020
609,"
$580 raised of $2,000                    ",https://www.gofundme.com/RasmussenArizona,"Asbury Park, NJ",2018 Arizona Midterm Elections
610,"
$690 raised of $4,500                    ",https://www.gofundme.com/usawrestle,"Cumming, GA",Wrestling for Life and Country - Go USA!
611,"
$425 raised of $880                    ",https://www.gofundme.com/help-floridian-felon-erica-racz-regain-her-vote,"Mc Farland, WI",Help Floridian ExFelon Erica Racz Regain Her Vote!
612,"
$125 raised of $200                    ",https://www.gofundme.com/student-political-advocacy,"Durham, NC",Student political advocacy
613,"
$570 raised of $500                    ",https://www.gofundme.com/wucr-911-memorial,"Topeka, KS",WUCR 9/11 Project
614,"
$35 raised of $100,000                    ",https://www.gofundme.com/stand-up-for-the-unborn,"Irmo, SC",Stand up for the unborn
615,"
$1,925 raised of $3,000                    ",https://www.gofundme.com/HelpChrisCarAteHisWallet,"West Hartford, CT","Help! Car Ate Wallet, Need New One"
616,"
$665 raised of $12,500                    ",https://www.gofundme.com/save-protilius-by-sponsoring-an-anti-politics-lp,"Myrtle Bank, SA",Help finance an anti politics LP to build a studio
617,"
$650 raised of $2,500                    ",https://www.gofundme.com/Trump-Unity-Bridge-Red-Wave,"Clinton Township, MI",Trump Unity Bridge Excursion.
618,"
$100 raised of $5.0M                    ",https://www.gofundme.com/artkidney,"Orange Park, FL",Artificial Kidney Research Funding
619,"
$1,826 raised of $15,000                    ",https://www.gofundme.com/miss-america-docu-series-pilot,"Los Angeles, CA",Miss America - Proof of Content
620,"
$605 raised of $997                    ",https://www.gofundme.com/publiustotlc,"Richmond, VA",Publius to Leadership Conference
621,"
$155 raised of $25,000                    ",https://www.gofundme.com/david-tulis-show,"Soddy Daisy, TN",David Tulis show
622,"
$830 raised of $5,000                    ",https://www.gofundme.com/thepeoplesconventionorg-workshop,"Sedona, AZ",ThePeoplesConvention.org  Workshops
623,"
$1,985 raised of $3,480                    ",https://www.gofundme.com/97xszwfw, ,Connor Price for National Delegate
624,"
$110 raised of $250,000                    ",https://www.gofundme.com/welcome-movement,"Maywood, NJ",Welcome Movement
625,"
$540 raised of $8,000                    ",https://www.gofundme.com/56j8w-dental-work,"Napa, CA",dental expenses
626,"
$2,240 raised of $4,000                    ",https://www.gofundme.com/RasmussenPennsylvania,"Asbury Park, NJ",2018 Pennsylvania Midterm Election
627,"
$350 raised of $1,000                    ",https://www.gofundme.com/barnhurst-news,"Gilsum, NH",Barnhurst News
628,"
$160 raised of $150,000                    ",https://www.gofundme.com/freedom-of-speech-is-under-attack,"New York, NY",Freedom of Speech is Under Attack
629,"
$20 raised of $2,000                    ",https://www.gofundme.com/help-mark039s-fight-for-justice,"Bronx, NY",Help Mark's Fight for Justice
630,"
$1,725 raised of $1,600                    ",https://www.gofundme.com/MarisaservesHaitiDR,"Alameda, CA",Chiro Mission Trip-Haiti & DR!
631,"
$860 raised of $100,000                    ",https://www.gofundme.com/cecil-b-quotburtquot-jones-for-the-us-congress,"San Antonio, TX","Cecil B. ""Burt"" Jones for the US Congress"
632,"
$100 raised of $2,500                    ",https://www.gofundme.com/letsdothis-send-liz-2-congress-now,"Baltimore, MD",#LetsDoThis Create a Congresswoman
