,funds,link,location,summary,title
555,"
$765 raised of $2,000                    ",https://www.gofundme.com/emergency-emigration-costs,"Hamilton, NJ","I'm Misty, a transgender woman living in the US who has the good fortune of having become an Irish citizen by descent recently - therefore I'm now a dual national.  I started the process of becoming an Irish citizen in 2016 when Donald Trump won the Republican primary, and just in the past few we...",Emergency emigration costs
556,"
$510 raised of $4,000                    ",https://www.gofundme.com/2eeqhky8,"North Troy, VT","2018 is the year we take a Senate Seat and turn it into a Productive Seat.   After seeing what went on during 2016, it became obvious that both the Republican and Democratic parties are a mess.  That being said I am now an American Independent running in the Democratic primary and an Independent...",Ron Horton for State Senate
557,"
$1,690 raised of $1,500                    ",https://www.gofundme.com/hsgc-saftey,"Red Wing, MN","On Sunday, February 19th, the Humane Society of Goodhue County was broken into, with the thief making off with a dog and safety equipment from the shelter. More information on the break-in is available at the Republican-Eagle .  HSGC is a non-profit organization based in Red Wing, Minnesota which...",HSGC Safety
558,"
$900 raised of $7,000                    ",https://www.gofundme.com/brad039s-campaign-for-cancer-research-institute,"Stevensville, MD",summary was NoneType,Brad's campaign for Cancer Research Institute
559,"
$445 raised of $2,300                    ",https://www.gofundme.com/help-manny-win-his-trial,"Watsonville, CA","In May 2016 Manny was arrested by the San Mateo Police at a Donald Trump campaign rally.  Manny is a longtime activist and community member from Watsonville California. He has been organizing with the community since high school. In 2008, Manny marched over 350 miles with the public service union...",Help Manny Win His Trial!
560,"
$1,930 raised of $2,000                    ",https://www.gofundme.com/joy-lonnes-goes-to-ccl-congress-day,"Santa Rosa, CA","Background:  As we all have heard, California has had devastating wildfires this season.  Many residents lost everything in the fires, including Joy Lonnes.  Joy is the founder and former leader of the CCL Santa Rosa Citizens' Climate Lobby chapter.  After her home burned down, she got in her car...",Joy Lonnes Goes to CCL Congress Day
561,"
$2,645 raised of $2,600                    ",https://www.gofundme.com/4d6ywmrs,"Kane, PA","Terry Woodford is our Mother, but for years around Kane she has been called ""Mom"" by many other people. Mom is now in hospice care, asking to go to heaven, so we know she is peace with everything. Her wish is to be cremated,nothing else. She has always given anything she could to anyone she met....",Terry's Medical & Funeral Cost Help
562,"
$321 raised of $10,000                    ",https://www.gofundme.com/delaney-for-assistant-judge,"Burlington, VT","INCUMBENT CHARLES L. DELANEY  ASSISTANT JUDGE - CHITTENDEN COUNTY VOTE NOVEMBER 6TH  Charles L. Delaney is an incumbent Assistant Judge here in Chittenden County. He has served two terms, 8 years. Delaney is a lifelong Democrat. He earned the Progressive nomination and is running for re-election...",Delaney for Assistant Judge
563,"
$150 raised of $550                    ",https://www.gofundme.com/send-me-to-crnc-convention,"Oviedo, FL","Hi everyone! My name is Sarah Gibson and I am the current First Vice Chairman of the Florida Federation of College Republicans. I am also in my senior year of college at UCF studying Political Science Pre-Law with minors in Intelligence + National Security and Terrorism Studies, as well as certif...",Send me to CRNC Convention!
564,"
$700 raised of $2,000                    ",https://www.gofundme.com/save-tricity-medical-center,"Oceanside, CA","Tri-City Medical Center is in desperate need of change. Wait times in the emergency department are upwards of 12-hours, services that the community needs are being cut, support for nurses and staff are being eliminated. The hospital needs new leadership, beginning with removing the incumbent boar...",Save Tri-City Medical Center
565,"
$40 raised of $500.0M                    ",https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",Good afternoon I hope this finds you well. I am writing you with regards to try and get a message out for Veterans and their families. Let me first start by telling you a little about myself.  I am a 100% permanently disabled veteran through the Department of Veterans Affairs. I have over 17 year...,Veterans
566,"
$2,260 raised of $1,575                    ",https://www.gofundme.com/mission-trip-ministering-to-homeless-in-san-diego,"Vienna, VA","Have you ever been homeless?  Without a safety net?  Legitimately wondering where you’re going to sleep that night?  Me neither.  But from December 30 to January 5, I will.  No, this isn’t a bad reality show, like “Christian Fear Factor” or “Homeless Poseur Island.”   Many of you know that I’ve g...",Peter's Mission: Minister 2 San Diego Homeless
567,"
$275 raised of $4,600                    ",https://www.gofundme.com/immigration-reform-committee,"Allentown, PA","Fund Fearless Fighters! We need your assistance funding direct political action. The Immigration Reform Committee of the Lehigh Valley Tea Party  (LVTP) performs Banner drops, flyer campaigns, educational seminars, street theater protests and in your face political activism. We understand you may...",Immigration Reform Committee
568,"
$125 raised of $1,000                    ",https://www.gofundme.com/forsythe-for-nh-state-rep,"Webster, New Hampshire","Principled constitutional conservative/libertarian running for State Representative, to continue the great work that Republicans have been doing thus far. U.S. Army Veteran, Combat Medic, father, and nursing student.    The issues: *Fight the opioid epidemic *Smaller government *Pro-Second Amendm...",Forsythe for NH State Rep.
569,"
$2,000 raised of $2,000                    ",https://www.gofundme.com/22qrnfmx,"Saint Louis, MO","For years I have been broadcasting a pro-American, pro-liberty, pro-independence, message of truth, in an attempt to organically and independently enter the media through a grass roots effort to return realism and truth to covering news and politics.  My YouTube channel, Owen Shroyer, has recentl...",Send Engage Liberty To Cleveland
570,"
$70 raised of $900                    ",https://www.gofundme.com/fh9wvz-mission-trip,"Madison, GA",I am raising money to go on my first mission trip to the Domican Republican in June with my church Grace Fellowship ...Anything will help... I am excited to take to take this leap in my faith and make my walk with God stronger... I have always wanted to go on a mission trip. Thank you for any don...,Mission Trip
571,"
$1,800 raised of $1,500                    ",https://www.gofundme.com/2mfc54s,"Satellite Beach, FL","Does anybody remember the old TV show called ""Queen for a Day?"" Even though I could only watch it when I was home sick from grade school, I vividly remember women in desperate need getting up on stage and sobbingly sharing why they needed a new washer and dryer, or a car, or food for their famili...",Truck Stop Tarmac
572,"
$40 raised of $250,000                    ",https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ","December 22, Thirteen days ago our Government was shut down when the Republicans and Democrats couldn’t agree on a solution to handle the request of our President for the funds to secure the borders. President Donald Trump told his cabinet to work with the Democrats on border security and emphasi...",People Affected By The Government Shut Down
573,"
$640 raised of $1,000                    ",https://www.gofundme.com/beyond-race-and-color,"Phoenix, AZ","Cliff Dent of Phoenix, AZ and Don Zolman of Warsaw, Indiana teamed up on October 30, 2018 to present a candid discussion of racial and political issues in the current political climate entitled ""Race and Color in Our Troubled Times"".  Cliff (a black Democrat) and Don (a white Republican) believe...",Beyond Race and Color
574,"
$4,770 raised of $25,000                    ",https://www.gofundme.com/johnhorstforcongress,"San Diego, CA","Dear Friends...  I grew up in a day of ""believing, then belonging."" We got our political information from the dinner table We trusted it. Today, political information comes from all over the place, and people trust little, if any, of it.  Our Republican message is one of aspirations for more free...",Let's Win Again in California
575,"
$1,525 raised of $2,500                    ",https://www.gofundme.com/28y884ws,"Boise, ID","Dear Friends and Family,  I hope you all had a wonderful July Fourth, celebrating our country’s Independence Day!  And hopefully like the Kiska Family, each 4th of July is memorable with BBQs, Family, Friends and Fireworks!  But rather then talking about our weekends, I would like to reflect on i...",Megan Kiska Goes to Cleveland!
576,"
$1,853 raised of $1,800                    ",https://www.gofundme.com/SacCCLCaptoCap,"Sacramento, CA","Benefits: Protecting the health and happiness of humanity requires political will to minimize the risks of a changing climate from human-caused global warming.  What the funds will be used for: I am hoping to travel to Washington D.C. to lobby for the climate, as a Citizens' Climate Lobby (CCL) S...",My Climate Lobbying Trip to D.C.
577,"
$2,365 raised of $5,000                    ",https://www.gofundme.com/hall4house9,"Monticello, AR","Jim A. Hall is a Constitutional Conservative Republican candidate who believes in responsible, limited government. Arkansas House District 9 is in Drew and Ashley County.  PRO BILL OF RIGHTS  PRO LIFE ​PRO PARENTAL RIGHTS  PRO FAMILY PRO CONSTITUTIONAL CARRY  Learn more at http://hall4house9.weeb...",Hall4House9
578,"
$2,135 raised of $75,000                    ",https://www.gofundme.com/tjtr4w-the-craig-lee-city-council-campaign,"Shreveport, LA","LET'S GET PAID  The time has come to introduce a NEW WAY of THINKING and conducting BUSINESS in Shreveport, LA!  A VISIONARY plan, emphasizing CULTURAL DIVERSITY, MUST be implemented IMMEDIATELY if progressive minded citizens hope to erect a POSITIVE IMAGE/BRAND for our city on a GLOBAL s...",The Craig Lee City Council Campaign
579,"
$443 raised of $1,500                    ",https://www.gofundme.com/turn-up-american-freedom-rally,"Charlotte, NC","On Saturday October 13th, Carolinas For Trump & The Patriot Wagon will be hosting the ""Turn Up American Freedom"" rally in Indian Trail, NC at the Union County GOP Headquarters.  The purpose of this family-friendly, fun filled event is to get people fired up, enthusiastic, and energized to get off...",Turn Up American Freedom Rally
580,"
£85 raised of £100,000                    ",https://www.gofundme.com/internetism,"London, Greater London, United Kingdom","Help Spread Internetism  Internetism is about giving citizens of the world a better life through the use of the Internet.  You may wish to donate to help us get this project started.  We would like to raise GBP 100,000 to help us explore the best way which we can spread our ideas.  This may be th...",Internetism
581,"
$6,060 raised of $250,000                    ",https://www.gofundme.com/dashboard-equal-justice-under-the-law-share-editlink-menu-1,"Roseville, MI","Young woman in a serious car accident back in December 2017. She spent 4 months, in the hospital, then 7 weeks in a rehab learning to walk, including learning to go up and down the stairs. It has been a tough road, she was driving home from work witnessed an accident when she tried to drive aroun...",Young Mom in Serious Car Accident
582,"
$165 raised of $10,000                    ",https://www.gofundme.com/oh-give-me-a-home,"Wilton, ND","But where no buffalo roam, buffalo being notoriously hard to potty-train. I don't say ""housebreak"" because they can do that naturally. ;-)   The introductory photo is where I was camping until we got 6"" of snow Friday November 16.. On a ridgetop with no heat in this ancient stock trailer in the c...",Oh Give Me A Home
583,"
$70 raised of $30,000                    ",https://www.gofundme.com/tomilahrenatbentleyuniversity,"Waltham, MA","Please support the Bentley Republicans give conservative students at Bentley University a voice on campus and support us to our goal of $30,000 for attorney fees in regard to the assault and to host Tomi Lahren, the youngest political talk show host in history, at Bentley University  For months,...",Bring Tomi Lahren to Bentley University
584,"
$80 raised of $24,000                    ",https://www.gofundme.com/garage-repair-work-needed,"Carteret, NJ","Our family has lived in Carteret, New Jersey since 1971 as my father passed away 2012 and my mother passed away 2018 as my parents neglected the garage for many years as I received a violation in the mail a few weeks after I told mayor Dan Reiman that he no longer had my support and vote for his...",Garage Repair Work Needed
585,"
$100 raised of $100.0M                    ",https://www.gofundme.com/samrobb-for-president-2020,"Tarentum, PA","Trump is well, Trump. The Republicans are either throwing up their hands and saying ""What the hell,"" or pretending he doesn't matter.  meanwhile, the lead Democratic candidates are pretty much all socialists or outright Communists.  I figure that pretty much leaves someone like me as the sole voi...",Samrobb For President 2020
586,"
$175 raised of $3,000                    ",https://www.gofundme.com/save-the-firetruck,"Morton, IL",The Tazewell County Republican Party has had a 1950 Fire truck for use in parades and special events. It was even used in a wedding a few years ago. Recently the engine blew a rod and the  engine is broke.s. We have a person who will replace the engine for us but we need money to have it repaired...,Save the GOP FireTruck
587,"
$30 raised of $100,000                    ",https://www.gofundme.com/vote-them-out,"Kansas City, MO","Vote them out. Our message is clear. If you vote for extreme anti-abortion legislation then we will abort your political carrier. Our plan is simple; we raise lots of money, start a political action committee, and then put up a competitor in each of the anti-abortion politicians districts. Democr...",Vote them out
588,"
$1,920 raised of $75,000                    ",https://www.gofundme.com/DianeHollandStatue,"Tomball, TX","Our dear friend Diane N. Holland died on April 27, 2017. In tribute to her many years of dedication and service to the Greater Tomball community and in recognition of the tremendous impact she had on the economic development and quality of life of our hometown that she loved so dearly, a group of...",Diane N. Holland Community Memorial
589,"
$2,175 raised of $2,000                    ",https://www.gofundme.com/vn34c-college-tuition,"Bellvue, CO","Hello. My name is Kiana Palmer. I was born and raised in Fort Collins and I attend a college preparatory school on what is considered a very large scholarship. I was granted the opportunity and privilege of attending my current high school, Oldfields School, where I have found life-long friends a...",College Fees for Kiana Palmer class of 2020
590,"
$135 raised of $1,000                    ",https://www.gofundme.com/stand-by-mikael039s-oxford-dream, ,"The text is presented in English and Russian. Текст представлен на английском и русском. English/Английский  How I ended up here  “Ladies and gentlemen, welcome to Zvartnots International Airport in Yerevan, local time is…” – I wasn’t listening to the pilot, I was deep in my thoughts: I had 3 exa...",Stand by Mikael's Oxford dream
591,"
$260 raised of $500                    ",https://www.gofundme.com/cosby2019,"Adamsville, AL","I have asked for a lot over the years! With the S support of many of you, we have accomplished a lot! But i must come to you once more. I have decided to run for the position of Executive Vice President of The Alabama Young Democrats for 2019 & 2020. As a result of being born and raised in the He...",Cosby For Exec. VP of AL Young Democrats
592,"
$25 raised of $10.0M                    ",https://www.gofundme.com/havearichassfriend,"Mastic, NY","Now is your chance to finally have a rich ass friend.  BALLIN. Make me rich and you could tell people that you once knew me before I was a rich ass millionaire. Donate whatever you can and I promise when I’m rich, I will look down on you poor ass peasants and I won’t invite you to shit because I’...",Have a Rich Ass Friend
593,"
$45 raised of $5.0M                    ",https://www.gofundme.com/f-the-wall-help-CA-fire-victims,"Annapolis, MD",summary was NoneType,"F*** the Wall, help CA wildfire victims"
594,"
$240 raised of $4,000                    ",https://www.gofundme.com/no-wire-hangers-ever,"Bloomingdale, NJ",Amy will be sending boxes of wire hangers to the Republicans in the Senate as a protest against the appointment of an anti-woman justice to SCOTUS. She will buy the wire hangers and deliver them to the post office... but she would love some help with the cost of the postage. Since she is going to...,No! Wire! Hangers! Ever!!
595,"
$1,835 raised of $100,000                    ",https://www.gofundme.com/jrhappbg,"Charlotte, NC","My name is Emily Bryant and I am a proud Trump supporter in Charlotte NC.  I am a graduate of the University of Kentucky, Gatton College of Business and Economics.   More importantly I am the daughter, granddaughter, niece, and cousin of combat veterans and I love my country and our hero's who fi...",$100K to @WWP and @Morning_Joe bet
596,"
$2,186 raised of $5,000                    ",https://www.gofundme.com/standwithjoe2016,"Callahan, FL","Dear Friends,  Nassau County is a special place I call home; and over the last ten years I have discovered that it is truly the people that make Nassau County such a special community.  Like many average working citizens, I am concerned about the direction of our county government and the recent...",Stand With Joe For Nassau County
597,"
$300 raised of $150,000                    ",https://www.gofundme.com/trumpcard2020,"Coconut Creek, FL","If you have not watched the Trump Card 2020  trailer, please take the time to view it before continuing.  INTRODUCTION   I’m Peter Honoré, Director of the Trump Card 2020 Documentary. I am a devoted conservative, millennial and black Trump Supporter. We are living in unprecedented times! This is...",The Trump Card Movie #TRUMPCARD2020
598,"
$160 raised of $10,000                    ",https://www.gofundme.com/gilbert4ltgov-ar,"Little Rock, AR","Frank Gilbert is running for Lt. Gov of Arkansas, as a libertarian.    He believes in the rights and freedoms of each individual, limited Government interference, and ending the prison state created by the Clinton Crime bill, and the endless war on drugs.     Standing by his beliefs and runnin...",Frank Gilbert 4 Lt. Gov of Arkansas
599,"
$3,350 raised of $3,500                    ",https://www.gofundme.com/hqo4tk,"Media, PA","On Saturday, December 27, I plan to cycle the 145 miles from Independence Mall in Philadelphia to Capitol Hill in Washington, DC, arriving on December 30 just before Republicans officially take control of Congress.  I will be pulling a bicycle trailer behind me with copy (all 4,800+ pages) of the...",Sam's Climate Truth Ride
600,"
$2,900 raised of $8,000                    ",https://www.gofundme.com/bob-de-kinder-navy-vet-amp-civil-servant-funeral,"Albuquerque, NM","Robert E. De Kinder, Jr. slipped the surly bonds of earth in the early afternoon of January 16, 2019 in Las Cruces, NM, succumbing to Alzheimer’s Disease. He was born on January 18, 1935 to Lillian Mynon (née Duncan) and Robert E. De Kinder, Sr. in Chickasha, Oklahoma. He attended Chickasha Publi...","Bob De Kinder, Navy Vet & Civil Servant Funeral"
601,"
$710 raised of $10,000                    ",https://www.gofundme.com/funeral-services-for-mom-janet-seiferheld,"Mooers, NY","Janet, Mom, Momie, Mother, she was a strong amazing woman. She had a heart of gold, and a smile that lit the room as soon as she walked in. Janet loved unconditionally, and cared for everyone without judgement.  Mom had congestive heart failure for many years. She fought so hard to stay with us a...","Funeral services for Mom, Janet Seiferheld"
602,"
$2,178 raised of $3,000                    ",https://www.gofundme.com/CPAC2014,"Sarasota, FL",Overview    Raymmar.com was invited to travel to Washington DC and cover the Conservative Political Action Conference. This means I need to come up with some quick cash to help offset the expenses involved in pulling something like this off.     As a small voice in a world of loud mouths we need...,Send Us To CPAC
603,"
$1,000 raised of $1.0M                    ",https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",summary was NoneType,A New (enhanced) Standard of Care for Maternal and
604,"
$2,350 raised of $538,200                    ",https://www.gofundme.com/aad47o,"New Castle, DE","THESE ARE PLEDGES ONLY -- for now -- on this ""all or nothing"" page.  So if the total goal is not raised, you will not be charged.  You will not be charged until August 13, 2014 if the goal is reached.  Your donation (pledge) can encourage KEVIN WADE to run for US Senate form Delaware in 2014 agai...",Draft Kevin Wade US Senate - $100 Donors
605,"
$45 raised of $1,000                    ",https://www.gofundme.com/a-florida-for-all-americans,"Ponte Vedra, FL","The state of Florida is in jeopardy of being destroyed by socialism in the person of Andrew Gillum, a Soros and Steyer fund socialist and activist.  If he is voted into office, his policies with destroy Florida's economy.  It is my mission to not let that happen.  To that end, I called upon the f...",A Florida for All Americans
606,"
$500 raised of $5,000                    ",https://www.gofundme.com/citizensmediatv,"Maple Shade, NJ","THe below story, with many links, can be found on our Patreon page . If you happen to be able to afford a monthly  contribution , please consider going up there. - - - - - When Citizens' Media TV started a year and a half ago, our goal was to cover the stories being ignored – no, not ignored, sup...",Support Citizens’ Media TV coverage
607,"
$127 raised of $1,500                    ",https://www.gofundme.com/dnc-watch-summer-2019,"Edmond, WV","Let's talk about transparency in the Democratic Party. Three important meetings will happen this summer. The June joint Rules and Bylaws and Executive Committee meetings in Pittsburgh, the July Rules and Bylaws in DC and the August full DNC meeting in San Francisco.  The Rules and Bylaws Committe...",DNC Watch - Summer 2019
608,"
$1,770 raised of $1,000                    ",https://www.gofundme.com/MeyersForUtah,"Saint George, UT","Let's send a constitutional conservative to Washington DC!  The Meyers for Congress campaign needs funding to get us through the Republican Convention on April 26th.  Donate now to help with signs, literature, travel, and booth expenses.  Meyers For Congress Facebook page",Meyers for Congress Money Bomb
609,"
$1,300 raised of $2,000                    ",https://www.gofundme.com/need-tax-help-again,"Gillett, PA","I WAS GETTING HELP FROM MEDICAID TO PAY MY MEDICARE PAYMENT WHEN I WAS OUT OF WORK THIS PAST SUMMER. I WENT ON THE PA. WEB SITE TO SEE IF I WOULD STILL QUALIFY WHEN I STARTED DRIVING SCHOOL BUS PART TIME AND ACCORDING TO THE INFO, I WOULD CONTINUE TO GET HELP. SO I SENT IN 24 PAGES OF INFO TO REA...",NEED TAX HELP AGAIN
610,"
$125 raised of $10,000                    ",https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH","My name is Adam Levine, and my sister has nothing to do with the creation of this fundraiser. I am starting this Go Fund Me account for my baby sister Ashley. Like many fine Americans, she is currently swimming in student loan debt. She graduated college with one of those Master’s Degree things,...",HELP MY BABY SISTER
611,"
$2,101 raised of $25,000                    ",https://www.gofundme.com/vote4skelley,"Johnstown, PA","John Skelley is running for Cambria County Commissioner.  He is an independent Republican looking out for the interests of our region. He stands for collaboration, Not confrontation; support of our seniors because they support our neighborhoods and our growth; appreciating our veterans; respectin...",John Skelley for Commissioner
612,"
$205 raised of $10,000                    ",https://www.gofundme.com/help-progressive-democrats-win,"Lake George, MI","OUR STORY   THANK YOU TO ALL THOSE WHO HAVE ALREADY DONATED!  But the Mid-Term Election is getting close!  Our Local Progressive Democratic candidates need your help soon to make a difference!  A little bit can make a difference, so please consider making a modest donation today. The Share our st...",Help Progressive Democrats Win
613,"
$695 raised of $5,000                    ",https://www.gofundme.com/mike-yacubich-ballot-initiative,"Shoreham, NY","This is a fund to help cover legal fees associated with defending the right to be on the ballot in a Republican  Primary, for the position of New York State Assembly, 2nd District.  We are being forced to pay the high cost of legal fees just to be able to give taxpayers an option on September 13t...",Mike Yacubich Ballot Initiative
614,"
$165 raised of $100,000                    ",https://www.gofundme.com/bridgethegapusa,"Las Vegas, NV","What We Are  -We are the solution. -We are the voice of intelligent, well thought out     programs. -We are organizing for the purposes of solving what we    believe to be a major problem in this country. What We Are Not  -We are not a protest group.  Ever - at all.  We will not     protest.  Not...",Bridge The Gap USA
615,"
$580 raised of $2,000                    ",https://www.gofundme.com/RasmussenArizona,"Asbury Park, NJ","U.S. Senate:  August 28 primary to determine candidates  Governor:  The incumbent: Doug Ducey (Republican), businessman, first elected governor in 2014.  The challenger: To be determined by Aug. 28 primary, expected to be Steve Farley (Democrat), an artist and graphic designer who is currently a...",2018 Arizona Midterm Elections
616,"
$10 raised of $2,500                    ",https://www.gofundme.com/powell-media-the-expansion,"Lock Haven, PA","Powell Media is a conservative right-wing media organization and political operation, also supporting the cause of Christianity and Western culture, founded by award-nominated journalist and Republican Party political operative Andrew Powell. Throughout our short time, we've been through a lot to...",Powell Media: The Expansion
617,"
$125 raised of $200                    ",https://www.gofundme.com/student-political-advocacy,"Durham, NC","Interested in making a difference in this year's election AND helping to engage students in civic education? Every election year, I try to give my students the opportunity the engage in real political advocacy. This involves everything from direct voter contact to creating shareable content on so...",Student political advocacy
618,"
$570 raised of $500                    ",https://www.gofundme.com/wucr-911-memorial,"Topeka, KS","Hello!  We are the Washburn University College Republicans, a College Republican National Committee chapter based in Topeka, Kansas. Our mission is to encourage young college students to get involved in politics, to encourage students to volunteer for campaigns, political events, and events aroun...",WUCR 9/11 Project
619,"
$35 raised of $100,000                    ",https://www.gofundme.com/stand-up-for-the-unborn,"Irmo, SC",summary was NoneType,Stand up for the unborn
620,"
$1,925 raised of $3,000                    ",https://www.gofundme.com/HelpChrisCarAteHisWallet,"West Hartford, CT","Hi Everyone! I'm Chris, most recently an organizer for Hillary Clinton in deep-red Butler County, Ohio, John Boehner's old district. I was in Ohio five months, from mid-June until mid-November, organizing for the Democratic team.  Though we lost Ohio and the election, I believe we did good work i...","Help! Car Ate Wallet, Need New One"
621,"
$665 raised of $12,500                    ",https://www.gofundme.com/save-protilius-by-sponsoring-an-anti-politics-lp,"Myrtle Bank, SA","Hello, I’m Nathaniel, an award winning producer that has won both international song writing competitions and instrumentalist competitions alike. I have high function Level 1 Autism. It makes me really good at music.   Recently... My project studio Protilius Productions lost its primary computer....",Help finance an anti politics LP to build a studio
622,"
$650 raised of $2,500                    ",https://www.gofundme.com/Trump-Unity-Bridge-Red-Wave,"Clinton Township, MI",The Trump Unity Bridge is driving across the country to spread the word on the importance of voting republican in the midterm elections. We’ll be driving from Michigan to DFW Texas then onto NOLA. There will be various stops along the way. The Trump Unity Bridge requires $300 - $500 in gas a day...,Trump Unity Bridge Excursion.
623,"
$100 raised of $5.0M                    ",https://www.gofundme.com/artkidney,"Orange Park, FL","Hello. My name is Michael and I, like millions of other people, have Kidney Disease.  Before reading any further, I’d like you to know that these funds are not being raised for me but for us. While you may not have Kidney Disease or know anyone that does, I hope to appeal to your compassion and e...",Artificial Kidney Research Funding
624,"
$1,826 raised of $15,000                    ",https://www.gofundme.com/miss-america-docu-series-pilot,"Los Angeles, CA","￼ MISS AMERICA is a nonpartisan documentary series that profiles the untold personal stories of women in politics today.  From  first time candidates to Senators in the national spotlight, each episode will explore the stark contrast between the reality of entrenched power structures, and the asp...",Miss America - Proof of Content
625,"
$605 raised of $997                    ",https://www.gofundme.com/publiustotlc,"Richmond, VA","Hi! My name is Emma Capps, and I am a 16 year-old conservative activist. I started a website called Publius Post (www.publiuspost.com) to blog about my perspectives as a young conservative. I have volunteered for Dr. Ben Carson and Congressman Dave Brat to help with their campaigns, and I recentl...",Publius to Leadership Conference
626,"
$30 raised of $5,000                    ",https://www.gofundme.com/kenneth-morgan-for-congress,"Chesapeake, OH",Hello everyone!  Moderates in America don’t have a defined voice in our political system right now.  The Republican party has gradually moved out of arm’s length to our right and the Democrat party is so far to the left that they have been lost over the horizon.  I believe that the Democrats are...,Kenneth Morgan for Congress
627,"
$155 raised of $25,000                    ",https://www.gofundme.com/david-tulis-show,"Soddy Daisy, TN","I have been on the air for six years in Chattanooga, defending godly concepts such as marriage, free markets, God's law, the rights of the people, property, the certainty of law, equity as a principle, the claims of the Good News of Jesus Christ upon not just the individual, but upon society as a...",David Tulis show
628,"
$830 raised of $5,000                    ",https://www.gofundme.com/thepeoplesconventionorg-workshop,"Sedona, AZ",Eight out of 10 Americans polled --Are dissatisfied with the way the nation is being governed (83%)  --Believe our system of government is broken—but can be fixed (81%) --Are dissatisfied with the nation’s political system (78%)  Most Americans don’t know what they can do about it. But we do! My...,ThePeoplesConvention.org  Workshops
629,"
$1,985 raised of $3,480                    ",https://www.gofundme.com/97xszwfw, ,"To my family, friends and all of my fellow Republicans, I am pleased to announce that I am running to be a national delegate to the 2016 Republican National Convention! This campaign will not be easy, in fact it will be one of the hardest things I have ever done to date. However I am ready to fig...",Connor Price for National Delegate
630,"
$110 raised of $250,000                    ",https://www.gofundme.com/welcome-movement,"Maywood, NJ","The Welcome Movement is advocating major policy changes to the Republican Party to welcome immigrant and minority groups and end the political hate game of the Left and the Right. We outline a set of spiritual values common to major Faiths, including an emphasis of family, education, a work ethic...",Welcome Movement
631,"
$540 raised of $8,000                    ",https://www.gofundme.com/56j8w-dental-work,"Napa, CA","I am in need of extensive dental work. I do not have  sufficient funds which has prevented me from getting them treated. This is a result several incidents, one where I tripped and fell flat on my face. If the current Republican Administration has their way, I will have no affordable way to have...",dental expenses
632,"
$2,240 raised of $4,000                    ",https://www.gofundme.com/RasmussenPennsylvania,"Asbury Park, NJ",Thanks again for your participation! The Pennsylvania Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2OD9P4Z   Results from the Pennsylvania Governor's race are also available: https://bit.ly/2xyK2Up   The goal has now been raised fo...,2018 Pennsylvania Midterm Election
633,"
$350 raised of $1,000                    ",https://www.gofundme.com/barnhurst-news,"Gilsum, NH","NOTE TO DONATERS: please leave your EMAIL IN A NOTE with your donation so you can get an invite and unlimited votes per day!  We are now in Beta testing! Register at http://159.89.203.232/BarnhurstNewsRegister-Dev/ if you've been invited!  Now that my PhD is almost complete, I am moving on to oth...",Barnhurst News
634,"
$160 raised of $150,000                    ",https://www.gofundme.com/freedom-of-speech-is-under-attack,"New York, NY","I invested everything I owned to build a production team and the http://NightTalker.com  Radio Show in New York.  Just as we were gaining a significant worldwide audience, paid sponsors and close to broadcast syndication… we covered the wrong story.  That story was what many believe to have been...",Freedom of Speech is Under Attack
635,"
$85 raised of $9.7M                    ",https://www.gofundme.com/save-pres-lincoln-items-from-sale,"Chicago, IL","This gofundme page is to save President Abraham Lincoln's historical items from being sold in a private auction by donating to the Abraham Lincoln Presidential Library Foundation (ALPLF), a private 501(c)(3). According to the Lincoln library in Springfield, IL, money woes may force them to sell s...",Save Pres. Lincoln Items from Sale
636,"
$25 raised of $2,500                    ",https://www.gofundme.com/DirectDemocracy,"Lafayette, IN","What if I told you there is a way with ONE INITIATIVE! We can remove;  GERRYMANDERING  MONEY IN POLITICS  PARTISAN DIVIDES  CORPORATE/ELITE CONTROL  DEAFNESS OF POLITICIANS TO THE ELECTORATE  LACK OF VOTER PARTICIPATION & COMMUNITY ENGAGEMENT   PERMANENTLY PREVENT AUTHORIANTISM, PLUTOCRACY, OR OL...",Let's Build A Direct Democracy!
637,"
$1,725 raised of $1,600                    ",https://www.gofundme.com/MarisaservesHaitiDR,"Alameda, CA","Aloha Family and Friends!  I started my journey to get my Doctorate of Chiropractic last July, in 2013, and I have fallen in love with the art, science and philosophy of the profession ever since! I still hold my old passions close to my heart - to increase health care access to lower income and...",Chiro Mission Trip-Haiti & DR!
638,"
$100 raised of $2,500                    ",https://www.gofundme.com/letsdothis-send-liz-2-congress-now,"Baltimore, MD",Help Send Liz Matory to Congress!!  We are just days away from Election Day 2018 and we need to raise funds for our last phase efforts.  Please contribute what you can so we can make a little more history and #TakeBackOurPower  www.lizmatory.com  Liz’s incumbent has been in elected office since s...,#LetsDoThis Create a Congresswoman
