Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
835,"October 4, 2018",15000.0,https://www.gofundme.com/north-carolina-for-donald-trump,"Myrtle Beach, SC",0.0,SC,"Since 2005, I have been volunteering to support Republican candidates in North Carolina including US Senator Elizabeth Dole, State Senator Fred Smith, US Senator Richard Burr, Judge Rusty Duke, and President Donald Trump. President Trump hired me after I created his most successful Facebook Page...",rep,North Carolina for Donald Trump,2018,10,Thursday
836,"October 2, 2018",250000.0,https://www.gofundme.com/argue-politics-to-fund-my-business,"Lakeland, FL",0.0,FL,Conservative vs. Liberal! Republican vs. Democrat! Trump vs. Obama (or Hillary)!  Why argue amongst your Facebook friends for free when you can give your money away and argue for a great cause?!  I've got a great idea for a small business but I'm still a measly couple hundred thousand dollars sho...,rep,Argue Politics and Fund My Business,2018,10,Tuesday
837,"September 30, 2018",5000.0,https://www.gofundme.com/america-needs-a-charlie-hebdo,"Fortuna, CA",0.0,CA,"AMERICA NEEDS A CHARLIE HEBDO Greetings friends,  My name is Tim Martin. I am a Northern California author, screenwriter, newspaper columnist, and a Vietnam War veteran. I’ve also got a good sense of humor. Here is something all naïve lovers of American liberty should know: freedom of speech that...",rep,America Needs A Charlie Hebdo,2018,9,Sunday
838,"September 16, 2018",6000.0,https://www.gofundme.com/trump039s-tweets-against-ted-cruz,"Austin, TX",0.0,TX,"Republican strategists think Trump's endorsement of Ted Cruz is the best path toward getting Cruz re-elected, which in turn, insulates Trump from any check on the executive branch. Trump and Cruz have called each other ""liar"" and ""sniveling coward,"" so we'd like to poke fun at the situation and m...",rep,Cruz vs. Trump for O'Rourke,2018,9,Sunday
839,"September 11, 2018",10000000.0,https://www.gofundme.com/zmxmv-build-the-damn-wall,"Anderson, SC",0.0,SC,"If the 63,000,000 that voted for DJT gave 50.00 each...that would be OVER 3 BILLION DOLLARS we could put toward the wall!!!  I AM TIRED OF THE STALLING!!!   I AM TIRED OF THE INNOCENT FAMILY'S LOSSES!!! I AM TIRED OF THE MONIES BEING  WASTED!!! I AM TIRED OF THE SENATE THINKING AMERICA IS STUPID!...",rep,BUILD THE DAMN WALL!!!!,2018,9,Tuesday
840,"September 5, 2018",25000.0,https://www.gofundme.com/the-voters-party,"Chicago, IL",0.0,IL,We are an emerging grassroots political party founded in 2018 by a group of American citizens—from both conservative and liberal backgrounds—who are concerned that our democracy has become totally captured by special interests and lobbyists. This is made possible by the existence of professional...,rep,Help Found the Voters Party,2018,9,Wednesday
841,"August 25, 2018",8250.0,https://www.gofundme.com/e3gkpv-disabled-veteran-vehicle-fund,"Camarillo, CA",0.0,CA,"I am a service-connected disabled veteran that, even though I cannot stay on my feet very long due to knee injuries, I only receive a 10% rating from the VA. I am in the process of filing a new claim. I used to be a member of the Republican Presidential Task Force from 1984 to1989 during the Reag...",rep,Disabled veteran vehicle fund,2018,8,Saturday
842,"August 13, 2018",7000.0,https://www.gofundme.com/let039s-build-mcl,"California City, CA",0.0,CA,"Hello My Friends,  It brings me much joy, happiness and the ecstasy of full exuberance to bring you such great news today of what transpires and how it is developing in our world today for many wonders which will soon fill our world shall and will abound!  There is among (many other developments...",rep,Let's Build MCL,2018,8,Monday
843,"September 8, 2018",10000.0,https://www.gofundme.com/Alice-Koller-Still-writing,"Denver, CO",0.0,CO,"I'd like to introduce you to a dear friend of mine, Dr. Alice Koller, who earned her Ph.D. in philosophy from Harvard. You may be familiar with her first book, which Holt, Rinehart, and Winston published in 1982 under the title, An Unknown Woman.  The book had been read aloud in its entirety on N...",rep,Alice Koller: Still writing at 93,2018,9,Saturday
844,"May 1, 2018",500.0,https://www.gofundme.com/liz-goes-to-leipzig,"Athens, OH",0.0,OH,"Namaste,  At this present moment, I am welcoming in an exciting chapter of my life, as I will be moving to Leipzig, Germany this September to complete my dual master's degree program, earning an MS in Journalism and MA in Global Mass Communications next May from Ohio University and the University...",rep,Liz goes to Leipzig for MA/MS,2018,5,Tuesday
846,"December 20, 2018",100000.0,https://www.gofundme.com/2czrpuv8,"Washington, DC",0.0,DC,My name is Connor Hatch. I am not a certified blue check on Facebook as a public figure however I am an American citizen who thinks White House officials should be held to the same standards as employees in the workplace.  Please read the entire statement before emailing questions.  DO NOT MAKE D...,rep,White House Sexual Harassment Seminar,2018,12,Thursday
847,"December 21, 2018",1000000.0,https://www.gofundme.com/hwd3m278,"Tampa, FL",0.0,FL,"Trump Loves America... Lets return the favor People. I myself lobbied for President Trump in his 2016 campaign run. We were able to raise $100,000 for his initial term. We must insure he has more time to finish what he has started in this beautiful country ""WE"" call home. We should all feel the d...",rep,Trump Re-election Campaign,2018,12,Friday
849,"July 16, 2019",2500.0,https://www.gofundme.com/SendAdrienneToDC,"Hopkins, MN",0.0,MN,"My name is Adrienne May and I am a 13 year old republican entering 8th grade at Wayzata East Middle School in Minnesota. I am passionate about politics and can't wait to get involved in the republican initiative. Being a proud Minnesotan, you can see how challenging it can be to have conservative...",rep,Send Adrienne to DC,2019,7,Tuesday
850,"July 16, 2019",10000.0,https://www.gofundme.com/remove-ilhan-omar,"Las Vegas, NV",0.0,NV,"We are a patriotic grassroots campaign firm dedicated to protecting American culture and liberties. Ilhan Omar in 2020 must be removed from office!  Already in her district American flags are coming down, the pledge of Alligence is being stopped in local government and more progressive violent ra...",rep,Remove Ilhan Omar!,2019,7,Tuesday
851,"July 16, 2019",50000.0,https://www.gofundme.com/1p4zct8nlc,"Danville, AR",0.0,AR,"I am raising money to support the Trump Campaign for 2020. I would like to raise enough money to fund efforts such as postings, travel and donating to the Republican Party in my city. I am a 30 year old Public Speaking Graduate student. I would like to work for the federal government and assist l...",rep,Trump 2020 Campaign,2019,7,Tuesday
856,"July 15, 2019",999.0,https://www.gofundme.com/moms039-moral-outrage-against-internment-of-children,"Harleysville, PA",0.0,PA,"MOMS OPPOSED MORALLY TO SEPARATION AND DETENTION (#momsad) We are deeply concerned that separation of migrant families at our borders, and placement of children in detention centers both at the border, and at the former WWII Japanese-American internment center in Oklahoma, does not fit with our A...",rep,Moms Opposed Morally to Separation and Detention,2019,7,Monday
857,"July 14, 2019",2000.0,https://www.gofundme.com/please-rebekkah-relocate-unjust-situation,"Peoria, AZ",0.0,AZ,"My friend Rebekkah, pictured in the middle, and her dog Kekoa,  have rented from the same landlord and lived at an apartment complex in Yuma, AZ. since 2012. Her, along with 22 other families were given eviction notices on July 5th! Why?! Because the government is paying the landlord 3 times the...",rep,Please help Rebekkah relocate.  Unjust situation!,2019,7,Sunday
858,"July 13, 2019",5000.0,https://www.gofundme.com/operation-life-help-save-babies,"Covina, CA",0.0,CA,What is it all about? It is a project of Connor Roland (that’s me) that is dedicated to distributing pro-life material with the desire that unborn babies will not be aborted (murdered) and that people will be saved by the proclamation of the gospel. It is not a political goal. That is to say that...,rep,Operation Life: Help save babies.,2019,7,Saturday
860,"July 11, 2019",10000.0,https://www.gofundme.com/1ozqyp59mo,"Dallas, TX",0.0,TX,Using our top technology resources to start building a modern day civilization. Off the grind and self sustaining starting from distributing solar panels to low resource countries and start building affordable temporary housing for college students to natural disasters victims. Putting our modern...,rep,Aztlantic Innovative Technologies,2019,7,Thursday
861,"July 10, 2019",100000.0,https://www.gofundme.com/ados-for-amy-mcgrath,"Bloomfield, NJ",0.0,NJ,Amy McGrath Opens Campaign to Oust Mitch McConnell in Kentucky.  I am an American Descendants Of Slaves (ADOS) and I am seeking recompense for the atrocities committed by The United States of America. I need you to join me in supporting the removal of racist Mitch McConnell.   There is no place i...,rep,I Am An ADOS For Amy McGrath,2019,7,Wednesday
863,"July 7, 2019",1000.0,https://www.gofundme.com/protect-my-dead-grandma039s-voting-rights,"Toledo, OH",0.0,OH,My grandma has always been a republican. That changed when trump was elected president. His appalling behavior left her speechless.  Now my dead grandma has registered as democrat but cannot vote in general election due to her condition. We need money for lawyers so she can sue for her right to v...,rep,Protect my dead grandma's voting rights,2019,7,Sunday
864,"July 6, 2019",500000.0,https://www.gofundme.com/bindner-for-president-2020-gop,"Rockville, MD",0.0,MD,My name is Michael Bindner and I am raising money to launch a campaign to challenge Donald Trump for the Republican Nomination for President. It is time to bring back the Republican big tent. Trump has alienated thinking Republicans from the party. My campaign will bring them back. The Obama and...,rep,Dump Trump: Uncle Mike 2020 GOP,2019,7,Saturday
867,"July 5, 2019",1000.0,https://www.gofundme.com/democracy-or-dictatorship-the-people039s-choice,"Annapolis, MD",0.0,MD,We can sit back and let Donald Trump and the GOP continue to destroy our country or we can do something about it.  I'm choosing to fight for Democracy and I hope you are willing to help with a small donation.  The money raised will be used to purchase and build a website.  It will not be used for...,rep,Democracy or Dictatorship - The People's Choice,2019,7,Friday
870,"July 1, 2019",1000.0,https://www.gofundme.com/nf5xz4-united-we-stand,"Litchfield Park, AZ",0.0,AZ,"UNITED WE STAND AND PATHWAYS IS WORKING TO "" KEEP ARIZONA RED IN 2020 AND BEYOND.""     United We Stand has a district by district ground game and media campaign designed to maximize voter turnout for Republican candidates in the 2020 election by reaching out to Republicans and Independents with u...",rep,United We Stand,2019,7,Monday
871,"June 30, 2019",100000.0,https://www.gofundme.com/pay-the-fees-for-former-florida-felons-so-can-vote,"North Dartmouth, MA",0.0,MA,"In November, Floridians approved Amendment 4, which restored voting rights to former felons who have served their sentence, excluding those convicted of murder and sex felonies, by a landslide 30-point margin. Republican Gov. Ron DeSantis kneecapped Florida’s groundbreaking effort to expand voter...",rep,Pay the fees for former Florida felons so can VOTE,2019,6,Sunday
873,"June 30, 2019",2000.0,https://www.gofundme.com/4qsa3-book-publishing,"Williston, FL",0.0,FL,"Hello, UFOers, Aliens in Space, Psychics, and Witches,  Please take read my Fundraiser and an Important UFO Space Signaling Message  This fundraiser is to help me publish my 1st and a very interesting book titled: Ship-Shot Haunted and A Letter from a Very Scared Earth Witch. This book is about L...",rep,Book Publishing,2019,6,Sunday
874,"June 29, 2019",5000000.0,https://www.gofundme.com/voting-decisions,"Kemah, TX",0.0,TX,"Right now, I vote Republican. I can’t afford to vote Democrat. Raising money to switch sides. Will vote straight ticket Democrat if goal is met before presidential election. Please help me reach my goal.",rep,Voting Decisions,2019,6,Saturday
876,"June 29, 2019",50000.0,https://www.gofundme.com/want-to-win-florida-buy-a-vote,"Los Angeles, CA",0.0,CA,Florida voted to restore the voting rights of citizens who have completed their sentences and returned to society. Republican legislators have tried to frustrate that by passing laws requiring them to pay substantial fines and fees to get their right to vote back. You can help by donating to thos...,rep,Want to win Florida? Buy a vote!,2019,6,Saturday
877,"June 29, 2019",25000000.0,https://www.gofundme.com/Assist-Florida-Convicted-Pay-Fines-to-Restore-Voting-Rights,"Fort Lauderdale, FL",0.0,FL,summary was NoneType,rep,Florida Felon Fine Payment Restore Voting Rights’,2019,6,Saturday
878,"June 29, 2019",10000.0,https://www.gofundme.com/please-help-me-pay-for-conversion-therapy,"Laveen, AZ",0.0,AZ,"Hello every bright face who has came upon this, I have been conflicted with myself for years as my sexuality I’m so desperately trying to get rid of is in contrast of my political and religious views. I believe I was forced into homosexuality at a young age and now I have to bear the atrocity of...",rep,Please help me pay for conversion therapy!!,2019,6,Saturday
879,"June 28, 2019",1000000.0,https://www.gofundme.com/z35xx-hand-up-not-hand-out,"Saint James, MN",0.0,MN,The idea is a simple one. The money will be used to help bring in businesses to give immigrants a job and programs like teaching them English to help make their transition easier. I think it's important that they're not illegal you should do it right but help them get a foothold in this country g...,rep,Hand up not Hand out,2019,6,Friday
880,"June 27, 2019",10000.0,https://www.gofundme.com/feed-the-starving-migrant-children,"Evansville, IN",0.0,IN,"I’m making this gofundme for the children who are starving at our nations border. Democrat. Republican. I don’t care who you are. I don’t care about your politics. Both sides claim to be good people for the people, but both sides stand by and gawk like idiots at the suffering going on at our bord...",rep,Feed The Starving Migrant Children,2019,6,Thursday
881,"June 27, 2019",50000.0,https://www.gofundme.com/Ohio-planned-parenthood-fund,"Fremont, OH",0.0,OH,summary was NoneType,rep,Planned Parenthood of Ohio Replacement Funding,2019,6,Thursday
882,"June 27, 2019",4000.0,https://www.gofundme.com/1oi89nboio,"Chipley, FL",0.0,FL,"I'm Tabitha McKenzie and recently felons was allowed to vote based on a bill passed by the voters of this great state. Due to the new law that Governor DeSantis signed for July 1, 2019 old fines has to be paid before I can vote or get a chance for a pardon from my past and choices I made due to a...",rep,Making America Greater,2019,6,Thursday
883,"June 26, 2019",1300.0,https://www.gofundme.com/bring-quinley-to-mexico,"Youngwood, PA",0.0,PA,A once in a lifetime opportunity that most queer little Chinese girls do not have the fortune to experience; a vacation with their girlfriend and her Republican mother. As the little immigrant girl cannot pay for the trip herself even though she works 40 hours a week in a small room and rarely ge...,rep,Bring Quinley to Mexico,2019,6,Wednesday
884,"June 26, 2019",10000000.0,https://www.gofundme.com/Defend-Political-Speech-Online-from-Big-Tech,"Palm Beach Gardens, FL",0.0,FL,"This fund is to facilitate the creation of an organization to defend free speech on the internet, specifically to defend political speech. The vast majority of all funds are to fund litigation against technology firms, and establish a link between political parties and actions related to the cens...",rep,Defend Political Speech Online from Big Tech,2019,6,Wednesday
886,"June 25, 2019",50000.0,https://www.gofundme.com/exodus-media-network,"Cincinnati, OH",0.0,OH,"I’m raising money to build the Exodus Media Network which is a network dedicated to the Truth, Conservatism,  American Exceptionalism and returning America back towards Judeo Christian Values. The Exodus Media Network is the absolute voice of the true American Conservative and as the founder of t...",rep,Exodus Media Network,2019,6,Tuesday
887,"June 24, 2019",50000.0,https://www.gofundme.com/help-protect-the-border-from-invasion-con-a4-s4,"Indianapolis, IN",0.0,IN,"USA Constitution Article 4. Section 4.  ""The United States shall guarantee to every State in this Union a Republican Form of Government, and shall protect each of them against Invasion; and on Application of the Legislature, or of the Executive (when the Legislature cannot be convened) against do...",rep,Help Protect The Border From Invasion. Con A.4 S.4,2019,6,Monday
888,"June 23, 2019",68000.0,https://www.gofundme.com/bernie-why-don039t-i-deserve-a-break,"Wheatland, WY",0.0,WY,"I have a passion for assisting others in some of the lowest and highest points of their life.   Spending the majority of my life on working and furthering my education, proudly obtaining my degree in nursing. I am still driven to attain my Nurse Practitioner degree. Yet, I am mystified and down r...",rep,"Bernie, why don't I deserve a Break?",2019,6,Sunday
889,"June 22, 2019",205.0,https://www.gofundme.com/because-texas,"Corpus Christi, TX",0.0,TX,"About 3+ years ago, a good friend of mine, Jeremiah Francisco Rubio, moved to Colorado for a change of scenery with his brother.  While there Jeremiah was involved with one of the worst tragedies known to man. he allowed a Colorado tattoo artist to tat him a small state of “TEXAS” that was horrib...",rep,BECAUSE TEXAS,2019,6,Saturday
890,"June 20, 2019",50000.0,https://www.gofundme.com/wnctnq-trump-2020-maga,"Charlotte, NC",0.0,NC,"Current President Donald J. Trump will be closing out his 4 year term next year and to ensure that we keep President Trump and his laws intact, we must keep Making America Great Again! Please join me and helping donate to keep the great republican party lee by Trump in office!",rep,Trump 2020 #MAGA,2019,6,Thursday
891,"June 19, 2019",5000.0,https://www.gofundme.com/1o88f6wxlc,"Bethesda, MD",0.0,MD,"I am starting this campaign to support Donald Trump in his quest to reelection in 2020. We need him to MAKE AMERICA GREAT AGAIN AND KEEP AMERICA GREAT. I am a latina woman who has now seen the light. I was blinded by Democrats and liberals growing up. I was fed lies by the liberal media. But, now...",rep,MINORITIES FOR TRUMP 2020,2019,6,Wednesday
892,"June 19, 2019",10000000.0,https://www.gofundme.com/bring-whataburger-to-texas,"Frisco, TX",0.0,TX,We want to bring whataburger back to the place it began. Please help our support as we locate investors and individuals who can bring the rights back to the republican state it so proudly represents.,rep,Bring Whataburger to Texas,2019,6,Wednesday
893,"June 19, 2019",20000.0,https://www.gofundme.com/xmeg5-make-california-great-again,"Palm Springs, CA",0.0,CA,"Let's make California great again  Together with our neighbors we've been supporting the Republican party in several ways, nevertheless, the ignorance shown by Californians does not make it possible to turn the state red, with your help, we will cross the whole state making people conscious about...",rep,Make California Great Again,2019,6,Wednesday
895,"June 15, 2019",15000.0,https://www.gofundme.com/washington039s-millennial-democracy,"Oak Harbor, WA",0.0,WA,My name is Christopher L. Reed. I'm running for the District 10 position within the Washington State Legislature.  Why do I need your money? Simple: because I'm just a self employed local man that's been running a small business for nearly two decades. While this has provided me with the ability...,rep,Washington's Millennial Democracy,2019,6,Saturday
896,"June 14, 2019",10000.0,https://www.gofundme.com/retire-the-rino,"Celina, TX",0.0,TX,"Pay filing fees ($5000) and down payment to hire a campaign manager, an accountant and set up website, etc. to run against Republican In Name Only (RINO) U.S. Senator John Cornyn. The funds will be needed ASAP to submit application with Texas election department and get started with other prelimi...",rep,Retire the RINO,2019,6,Friday
897,"June 28, 2019",4500.0,https://www.gofundme.com/OMEGA-Media-Group-An-Unbiased-View-of-our-World,"Joplin, MO",0.0,MO,"I am raising money in order to start a News/Media group that has a strong emphasis on truth, fairness, independence, accountability, and humanity.  WHAT: My mission is very simple. I want to start a Media Company that relies on the 5 pillars of Journalism in order to disseminate information.   1:...",rep,OMEGA Media Group: An Unbiased View of our World,2019,6,Friday
898,"June 13, 2019",5000.0,https://www.gofundme.com/stephen-j-crowley-iraq-combat-vet-for-congress,"Peoria, AZ",0.0,AZ,Click Here for Official Website >> Stephen J. Crowley: Iraqi Freedom Vet for Congress   IMPORTANT! Donations over $50.00 must be accompanied by Name and Address according to Campaign Finance Law.  Candidate’s Statement               I am presently running for Congress as a Republican.  I have pro...,rep,Stephen J. Crowley: Iraq Combat Vet for Congress,2019,6,Thursday
899,"June 12, 2019",4500.0,https://www.gofundme.com/broadcast-youth-sports-live,"Newport, NC",0.0,NC,I've been involved with film making and Photography since I was a teenager.  I've been wanting to start my own business for several years and wasn't sure what business venture  until I picked up my camera again after a long absence. Your support will help my business become a success. I'm a Carte...,rep,Broadcast Youth Sports Live,2019,6,Wednesday
900,"June 12, 2019",500000.0,https://www.gofundme.com/bosco-for-congress-2020,"Hartsdale, NY",0.0,NY,"Fellow New Yorkers,  My name is George Bosco and I'm running for Congress in New York's District 17.  Our elected representatives spend so much time fighting each other or telling us about the problems of the country that they have little time left to actually DO something about those problems. ...",rep,Bosco for Congress 2020,2019,6,Wednesday
901,"June 11, 2019",200.0,https://www.gofundme.com/trump039s-truth,"Glencoe, IL",0.0,IL,Hey all - been pretty fed up w the bigotry of the Republican party and I am trying to spread some truth on the pig in whitehouse.  Pitch in a couple dollars and help me make some fun stickers that tell the true story.  Thanks!,rep,Trump's Truth,2019,6,Tuesday
902,"June 8, 2019",5000.0,https://www.gofundme.com/help-the-us-build-the-wall,"Grand Rapids, MI",0.0,MI,"The United States is my home! The protection of my home is important to me. After being more educated on the policies and functions of our country, I decided to change my political to be more republican. My family members are against my decision, but I know what is best for the country. Illegal i...",rep,Help the US build the WALL!!!,2019,6,Saturday
903,"June 8, 2019",16020.0,https://www.gofundme.com/send-congress-the-mueller-report,"Philadelphia, PA",0.0,PA,"It's clearly apparent that Congress is refusing to read The Mueller Report (aside from Republican, Justin Amash).  So, let's make things easy on them -- as their constituents, it's the least we can do -- and send each member a copy!  534 members of Congress (excluding Rep Amash) x $30 per copy of...",rep,Send Congress The Mueller Report,2019,6,Saturday
905,"June 6, 2019",10000.0,https://www.gofundme.com/raising-public-awareness,"Tampa, FL",0.0,FL,I need financial help to increase the awareness of African Americans. Recently I was accused of being less than loyal to my race because I supported offering the option of studying the Bible in our public schools as suggested by President Trump.  The question was asked whether I was a brother bec...,rep,Raising Public Awareness,2019,6,Thursday
906,"June 6, 2019",1000.0,https://www.gofundme.com/xbhak-trump-loves-immigrants,"Grand Rapids, MI",0.0,MI,"MISSION: TO EMPOWER THE REPUBLICAN IMMIGRANTS GOAL: TO BUILD A PLATFORM THAT WILL ATTRACT MORE PEOPLE, THIS WILL CREATE A COMMON GROUND FOR US.",rep,TRUMP LOVES IMMIGRANTS,2019,6,Thursday
907,"June 5, 2019",4500.0,https://www.gofundme.com/roberteleestatue,"Dallas, TX",0.0,TX,"We are a  conservative -> moderate Dallas  Republican group of community organizers and our goal is the creation of two initiatives. The first is the replacement of the Robert E Lee statute that was on Turtle Creek in Dallas which is going to cost upwards of $800,000.  So we will be reaching out...",rep,RoberTeLeeStz,2019,6,Wednesday
908,"June 5, 2019",2000000.0,https://www.gofundme.com/trumps-border-wall-association,"Aurora, CO",0.0,CO,In support of president Trump and his border wall. The association is making a plan to send a message to congress.  We will be making a wall of paper bricks and presenting it to minority leader Kevin McCarthy  Everyone who donates will have there name on a brick in the colodge.  We are hoping for...,rep,Trumps Border Wall Association,2019,6,Wednesday
909,"June 4, 2019",1000.0,https://www.gofundme.com/georgeholobetz4pagovernorin2022,"Hummelstown, PA",0.0,PA,My Political Goals as Governor and My Stance 5 28 19     I am a Conservative Republican with true convictions  ·      I am Pro-Life against abortion and the death penalty and a moderate Catholic Conservative  ·      I am against raising more taxes and for determining if we can get rid of any like...,rep,GeorgeHolobetz4PAGovernorin2022!,2019,6,Tuesday
911,"June 3, 2019",100000.0,https://www.gofundme.com/campaign-fund-of-jimmy-ausbrooks,"Franklin, KY",0.0,KY,"Kentucky U S Senate race in 2020, Jimmy Ausbrooks a proud native of Kentucky is seeking the 2020 Democratic nomination for the U S. Senate race.   I am a simple man, college graduate, employed counselor that lives and works paycheck to paycheck like most Americans. I care for an aging grandmother...",rep,Campaign Fund of Jimmy Ausbrooks,2019,6,Monday
912,"June 3, 2019",10000.0,https://www.gofundme.com/comedians-for-democracy,"Los Angeles, CA",0.0,CA,"Election Day, 2016.   Do you remember where you were when Donald Trump became President?   I was covered in sweat and surrounded by volunteers at a Hillary Clinton MegaPhone Bank in Culver City. Just like everyone else, I thought we were welcoming in the first female President of the United State...",rep,Comedians for Democracy,2019,6,Monday
915,"June 1, 2019",10000.0,https://www.gofundme.com/establish-hitchens-cultural-center,"Greensboro, NC",0.0,NC,"“We have deeply held beliefs in rational thinking and science.”  Instead of just being “us,” and leading our various lives, let’s make establish our Nondelusional “church“ which is dedicated to reason and science. Here’s some commandment examples:  Members who own businesses are forbidden to serv...",rep,Hitchens Cultural Center,2019,6,Saturday
917,"June 1, 2019",100000.0,https://www.gofundme.com/maga-conservative-news,"Tuckerton, NJ",0.0,NJ,It's time conservative republicans who support President Trump have their own MAGA Conservative News network host and entertainer covering  what's important to us.   Social media MAGA conservative activist Joseph Rudy Rullo will launch the show in Orlando at Trump 2020 reelection announcement ral...,rep,MAGA Conservative News,2019,6,Saturday
918,"May 31, 2019",10000.0,https://www.gofundme.com/floridians-for-film-and-tech-production,"Tampa, FL",0.0,FL,"Just a decade ago, Florida was the #3 destination in the United States for film and television production. Today, Florida is nowhere to be found in those rankings due to lack of support from State Legislative Leadership. The blatant attacks on the industry in recent years were personal and unfort...",rep,Floridians For Film and Tech Production,2019,5,Friday
920,"May 31, 2019",5000000.0,https://www.gofundme.com/cash-reward-for-reading-mueller-report,"Charlottesville, VA",0.0,VA,"The Mueller Report ""deserves the attention of every American.""  Republican, Democrat or Independent. We are all citizens of this beautiful country. Elections with integrity are the foundation of democracy - without them, democracy cannot sustain itself. I'm an Air Force veteran and government con...",rep,Mueller Report Moolah,2019,5,Friday
921,"May 30, 2019",25000000.0,https://www.gofundme.com/GoFundMeforPresident,"Dallas, TX",0.0,TX,"Vote Latham for President in 2020!  Issues to be resolved via the Latham administration(s): 1. Ending the American drug war 2. Implementing reparations (slavery, drug war & native people) 3. Criminal justice reform including Court Reforms 4. Prison reform 5. Immigration measures & International a...",rep,Latham2020,2019,5,Thursday
922,"June 5, 2019",388000.0,https://www.gofundme.com/ringg-leeder-conservative-comedy-show,"Irvine, CA",0.0,CA,"WHAT IS RINGG LEEDER?  Ringg Leeder is unlike anything you’ve ever seen before.  Ringg Leeder is a comedy show from a DIFFERENT point-of-view. It’s entertainment with an unabashedly conservative, populist point-of-view.  Can that be true?  Hmmm.  We all know the Entertainment Industry only produc...",rep,Ringg Leeder Conservative Comedy Show,2019,6,Wednesday
924,"May 29, 2019",1000000.0,https://www.gofundme.com/holding-public-servants-accountable,"Colorado Springs, CO",0.0,CO,All money will be donated to Colorado Non Profit:  Absolute Natural Rights.. I am the Founder. The Goal is to Conduct more Audits like the one Conducted on Tony Spurlock. To work with the Media and Expose crimes committed by  public servants. To give Remedy to victims via the Fed Civil Court proc...,rep,Holding Public Servants Accountable,2019,5,Wednesday
925,"May 27, 2019",10000.0,https://www.gofundme.com/zq4vj-dump-trump,"Philadelphia, PA",0.0,PA,"I want to start a small campaign to dump Donald Trump. I prefer impeachment but I will settle for beating him in the next election. A large portion of the money raised will go towards buying t-shirts with the logo ""Make America Great Again by Impeaching Donald Trump"".. the monies raised from the...",rep,Dump Trump,2019,5,Monday
926,"May 25, 2019",10000.0,https://www.gofundme.com/pro-life-is-the-right-life,"San Antonio, TX",0.0,TX,"Abortion is murder!   Hi, I am a young devout Republican christian with a passion for creating documentaries.  I am hoping to create a Pro Life documentary that shows the dark side of pro-choice and planned parenthood.    In the 21st century it is pure insanity that people are even considering th...",rep,Pro Life is the right Life,2019,5,Saturday
927,"May 24, 2019",10000.0,https://www.gofundme.com/school-lunch-for-children-in-need,"Santa Fe, NM",0.0,NM,"Because I'm sick of children being the victims of nickel and dime politics.  Children need to have energy to learn.  They should be fed proper lunches.  I had a lunch as a child-ALWAYS.  This is not a not for profit, there's no time for that.  This is for people who want to donate lunches for chi...",rep,School Lunch for Children in Need,2019,5,Friday
928,"May 24, 2019",1000.0,https://www.gofundme.com/truth-party,"Lake Dallas, TX",0.0,TX,The Truth Party is an Internet based political party intended to overthrow the corrupt two party system of the Democrats and Republicans in 2020 by exposing their lies and mischiefs.    We will be developing our strategy in the coming weeks and months.  Donations will be used to boost facebook po...,rep,Truth Party,2019,5,Friday
929,"May 23, 2019",375000.0,https://www.gofundme.com/1naqhw5e5c,"Shelton, WA",0.0,WA,HELP KEEPING AMERICA GREAT BY SUPPORTING REPUBLICANS OF ALL LEVELS OF GOVERNMENT. THERE ARE MANY STATES COULD USE YOUR SUPPORT!!! GIVE TODAY AND SHARE ON EVERY PLATFORM!!! KEEP AMERICA GREAT AND LET'S TEACH THOSE TO WALK AWAY!!!,rep,One State At A Time,2019,5,Thursday
930,"May 23, 2019",20000.0,https://www.gofundme.com/rid-a-quotdeplorablequot,"Redding, CA",0.0,CA,"According to mainstream media I am classified as a ""Deplorable.""  I  am a Trump loving Republican living in the Democratic hell that is California.  I do not feel safe wearing my ""Make America Great Again"" hat.  Help me escape to a red state.  Democrat's, here's your chance to get rid of me.  Sen...",rep,de·plor·a·ble. Send me packing,2019,5,Thursday
932,"May 21, 2019",10000.0,https://www.gofundme.com/help-bring-conservative-speaker-to-cal-poly-pomona,"La Puente, CA",0.0,CA,"With the help of College Republicans at Cal Poly Pomona, conservative students on campus would love to have a conservative speaker come and speak at our campus. We would like to show our University that the key to a greater and better society is not only diversity of background but also diversity...",rep,Help bring conservative speaker to Cal Poly Pomona,2019,5,Tuesday
934,"May 19, 2019",15000.0,https://www.gofundme.com/help-us-to-get-more-testosterone-in-the-bloodline,"Bozeman, MT",0.0,MT,We would love a baby boy! We have been so blessed with 3 perfectly amazing girls yet having a boy would be an amazing addition.  Plus this boy would be brought up as a gun toting republican and most likely would be a 4th generation Marine.  HIGHEST DONOR CAN PICK MIDDLE NAME!!!!,rep,Help us to get more testosterone in the bloodline.,2019,5,Sunday
936,"May 18, 2019",10000.0,https://www.gofundme.com/latetermretroactive-abortion-for-mitch-mcconnell,"Asheville, NC",0.0,NC,"For the benefit of a democratic republic we have decided this is the only fair course of action.  McConnell has gravely damaged all three branches of the U. S. government.  He thwarted the U. S. intelligence community in regards to foreign meddling in U. S. elections, he has unjustly blocked and...",rep,LateTerm/Retroactive Abortion for Mitch McConnell,2019,5,Saturday
