Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
952,https://www.gofundme.com/avfn8-time-to-leave-the-country,"Crestwood, IL","Simply, I am fed up with Trump and Republican Party. I can go on and on about their beliefs, hypocrisy and how disgusting I find them. I believe they are destroying this country and I want no part of the changes they are trying to make. So if you think as a liberal I am anti American, step up don...",Time to Leave the Country,rep,0,150000                    ," April 24, 2019",150000.0,0.0
953,https://www.gofundme.com/fywys-we-the-people,"Pittsburgh, PA","www.joepublic1776.net  We at Joe Public Lobby for bills that matter to every day Americans such as gun control, wage increase, trade, education and many other Bills this is a way to compete with corporation lobbyist and place the focus back on the American people  giving us a true voice in Washin...",We The People,rep,0,10000                    ," April 24, 2019",10000.0,0.0
954,https://www.gofundme.com/no-person-in-the-usa-is-above-the-law,"Cincinnati, OH",This President and his administration has sent us a message. That he is above the law. I want to send him a message;  this is the United States of America and in this country; no person is above the law! So I want 7 million American Citizens to donate $1 to this fund and add their name to a class...,No person in the USA is above the law,rep,0,7.0M                    ," April 23, 2019",7000000.0,0.0
956,https://www.gofundme.com/1m531qscpc,"Saint Augustine, FL","I vote Republican straight down the line every Election. I believe capitalism works, I believe that if someone works long enough they will be able to retire at 65 years old. Change my mind I am 57 now if I can raise enough money to retire before the 2020 Election, I’ll believe socialism and the l...",Change My Mind,rep,0,3.0M                    ," April 21, 2019",3000000.0,0.0
957,https://www.gofundme.com/1m10pgvhpc,"Kingsley, MI","We want to start a movement to let people know Last week in Tennessee, a Republican legislator introduced a bill that would make following sharia -- Islamic law -- a felony, punishable by up to 15 years in prison. How such a law would be enforced is not clear; furthermore, it's probably unconstit...",Anti Sharia Law Usa Usa Usa,rep,0,5000                    ," April 18, 2019",5000.0,0.0
959,https://www.gofundme.com/1m0iuqdkqo,"Portland, OR",Cancer Victim would like to be near family. I am a disabled vet who has recently almost beating prostate cancer. Radiation got 70% of it. Further examination revealed pancreatic cancer. What's next? I would like to relocate near my daughters in Eastern Washington. Will you help? Asking for help i...,Cancer Victim/ Disabled Vet Would Li,rep,0,10000                    ," April 18, 2019",10000.0,0.0
960,https://www.gofundme.com/social-experiment-dems-v-repubs,"Milwaukee, WI","Democrats v Republicans, who is most likely to donate money to cause? Please leave comment when donating of which political party you’re with, along with which state you live in. Thank you",Social experiment Dems v Repubs,rep,0,4000                    ," April 17, 2019",4000.0,0.0
961,https://www.gofundme.com/hmmr4-human-rights-campaign,"Kennewick, WA","Hi my name is Rick and I will get to the point. Our Democracy is in trouble by both parties, the Democrats and Republicans as they should be working on healthcare reform and border policies. They are up there satisfying themselves with special interest groups and lobbyist, while we the American p...",Human Rights Campaign,rep,0,1.5M                    ," April 22, 2019",1500000.0,0.0
962,https://www.gofundme.com/congress2020,"Los Angeles, CA","We must now manage and finance a concurrent regional and National campaign, forming a primary committee for the 2020 Congressional elections in the 37th District, and a concurrent bid for the Presidency in 2024.    This is the start of a ground-floor Republican movement, designed to build upon th...",SCHLOSSERPOTUS2024,rep,0,1.0M                    ," April 17, 2019",1000000.0,0.0
963,https://www.gofundme.com/help-send-illegal-immigrants-to-sanctuary-cities,"Nixa, MO",I’m helping raise money for President Trump to send illegals to sanctuary cities. Obviously we all want this republican or democrat please consider donating.,Help Send illegal Immigrants to  sanctuary cities.,rep,0,5.0M                    ," April 16, 2019",5000000.0,0.0
964,https://www.gofundme.com/voices-for-change-uspp,"Clarksville, TN","God bless America. If we the people fail to self educate, get involved in our communities, put a stop to partisan politics and work together on solutions that are based upon love for our fellow citizens and mutual achievements I fear we will continue to lose our freedoms to an over grown out of c...",Voices for change U.S.P.P.,rep,0,1.0M                    ," April 16, 2019",1000000.0,0.0
965,https://www.gofundme.com/1lw4gg65o0,"Cumming, GA","Greetings, I am writing on behalf of my mother, Gloria Bustamante. She is a Christian, a businesswoman, who for many years has supported many people and children. At one time she owned her own business as an interior decorator for 25 years. She supported her family as an empowered single mother a...",Gloria’s Hip Replacement & Healing Fund,rep,0,25000                    ," April 15, 2019",25000.0,0.0
966,https://www.gofundme.com/lets-give-them-sanctuary,"Lincoln, ME",Let’s Give Them Sanctuary    I am a proud American as many of you are. We may disagree on any number of issues and the Founding Fathers were wise enough to provide an open forum via Freedom of Speech.  We have built this country on immigration and this is who we are. So no matter what side of the...,Let’s Give Them Sanctuary,rep,0,250000                    ," April 14, 2019",250000.0,0.0
967,https://www.gofundme.com/1lu5uyni1c,"Ruskin, FL",I’m a college student currently putting together a tour for Florida colleges to further promote young voters support the Republican Party and to continue to make America great again. So far we’ve secured 45 (and counting) for this summer and beyond. We’re trying to raise money for the bus rental/...,Youth MAGA Ralley - South Florida,rep,0,10000                    ," April 14, 2019",10000.0,0.0
968,https://www.gofundme.com/Vic4President,"Las Vegas, NV","Vegas Vic for President  New Vision for a Better Future !  (And Ice Cream for Everyone)  If you’re a Republican, you will love this message.  If you’re a Democrat, you will also love this message.  Let’s put the “united” back into United States of America!  Democrat for President  Just because I’...",Vegas Vic for President,rep,0,6.0M                    ," April 13, 2019",6000000.0,0.0
969,https://www.gofundme.com/wardrobe-4-geoffrey,"Wylie, TX","Geoffrey is a sophomore in high school. Geoffrey lives in desperate need of new clothes. because the ones he currently owns lack any sense of style. He is hopeful though because he has friends who know how to fix that, and his personality could help him romantically if only he could shed his repu...",Wardrobe 4 Geoffrey,rep,0,1000                    ," April 13, 2019",1000.0,0.0
971,https://www.gofundme.com/stop-quotmedicare-for-allquot,"Commerce City, CO","Really Not For All - Public Awareness Campaign to stop ""Medicare for All"" ©2019 RNFA PAC @rnfapac (twitter)  RNFA PAC is a start-up organization and you are always welcome to contribute. This specific amount ($2,750) is for RNFA PAC to be an exhibitor at the FreedomFest conference in Las Vegas, J...","Stop ""Medicare for All""",rep,0,2750                    ," April 12, 2019",2750.0,0.0
972,https://www.gofundme.com/mjk-for-president-2020,"Antioch, CA","MJK FOR PRESIDENT 2020  At Malcolm Jay Kaplan  for President 2020 my goal is to foster an America that is for the Everyday American!   Enough of the Clinton's, enough of the Bush's, enough of Trump!.  Are you tired of career Politician's? Are you tired of celebrity Politician's with phony promise...",MJK for President 2020,rep,0,1.0M                    ," April 9, 2019",1000000.0,0.0
973,https://www.gofundme.com/FALL-AND-RISE-OF-THE-WEST,"Scarborough, ME","Publishing Book: THE FALL AND RISE OF WESTERN CIVILIZATION, before the 2020 U.S. Presidential Elections, remains VITAL.  We support the reelection of U.S. President TRUMP, to SAVE AMERICA, and WESTERN CIVILIZATION, creating publishing of this book, before 2020 U.S. President Elections, to be an u...",Publish Book: FALL & RISE OF THE WEST. (The RISE),rep,0,45000                    ," April 8, 2019",45000.0,0.0
976,https://www.gofundme.com/g-millershain-for-vice-chair-of-crs,"Denton, TX",I am raising money for my campaign to become the next University of North Texas College Republicans Vice Chair! I am currently the only one with an opponent. I am proud to announce my candidacy for North Texas College Republicans Vice Chair! It’s been a long road since I joined and began to reviv...,G. Miller-Shain for Vice Chair of CRs,rep,0,50                    ," April 4, 2019",50.0,0.0
977,https://www.gofundme.com/4s5fq-college-tuition,"Orange Park, FL","thank you all so much for your overwhelming support. After seeing what I Tweeted my parents cut me off and refuse to pay my university tuition. So if you can find it in your hearts to help this young, black republican pay for school it would be appreciated thank you in advance",College tuition,rep,0,5000                    ," April 4, 2019",5000.0,0.0
978,https://www.gofundme.com/start-a-new-political-party,"Newark, NJ",I want to start my own national political party in attempt to unite everyone in the United States of America. We as the people can vote on right vs wrong without Democrats or Republicans interfering with the final decisions. Finally we can have full control!! Why do we need a president when we ca...,Start a new political party,rep,0,336913                    ," April 4, 2019",336913.0,0.0
979,https://www.gofundme.com/let039s-get-trump-to-tour-kentucky,"Bardstown, KY",57-years-old and wanting to visit our nations capital!!! MAGA!!  I have type 2 Diabetes and a bum leg and had to retire a year ago- one of my life dreams is to get to visit Washington DC during a Republican President's tenure.,Washington DC trip!,rep,0,2500                    ," April 1, 2019",2500.0,0.0
980,https://www.gofundme.com/help-develop-reportforpoliticalaction-website,"Homer Glen, IL","We hear how bad terrible trump's and the republican policies are, and we left with the feeling we are helpless.  But we are not.  There is always something we can do. Developing a website, ReportForPotiticalAction.com which identifies the issue and actions we can take.   Raising the funds needed...",Help Develop ReportForPoliticalAction Website,rep,0,3490                    ," April 2, 2019",3490.0,0.0
981,https://www.gofundme.com/72vn94o,"Silver Spring, MD",Several years ago my brother-in-law suffered severe strokes and is now an invalid...his wife makes very little money and has to pay for medical supplies Unfortunately I have a terminal now disease I'm his brother-in-law My wife and I were helping him out but now I can't do that anymore because I...,Alberto Stroke Victim Needs Med Supp,rep,0,3000                    ," March 31, 2019",3000.0,0.0
982,https://www.gofundme.com/please-help-me-escorts,"Indianapolis, IN","I am just one black woman, but I know there are many more, with a college degree trying to stay afloat and relevant. You are our last hope to see if anyone cares about our plight.   I could tell something was amiss, but I kept applying year after year (10 yrs) and kept being denied for positions...",Please Help Me Escape Home of KKK,rep,0,30000                    ," June 16, 2019",30000.0,0.0
983,https://www.gofundme.com/a-path-to-citizenship-building-the-wall,"Cockeysville, MD","I believe the 2020 election can be won by any Democrat (and possibly republican) that runs with this as part of their platform.   As a man that has voted for every winning President that I was capable of voting for, until this President, I find that I have sensible outlook on life and politics. ...",A path to citizenship - building the wall,rep,0,100.0M                    ," March 27, 2019",100000000.0,0.0
984,https://www.gofundme.com/JosueLaroseForFloridaSenate,"Pembroke Pines, FL","Are you a Republican or a Republican Supporter, if yes please support financially the Republican Candidate Josue Larose for Florida Senate  The Republican Party of Florida is officially asking all the Republicans around the United States of America to support our favorite candidate Josue Larose f...",Fundraiser for Josue Larose for Florida Senate,rep,0,25.0M                    ," March 26, 2019",25000000.0,0.0
985,https://www.gofundme.com/71zlkb4,"Wamego, KS","Every American, no matter party or politics.. for the last 2 years have sat and watched our hard earned tax dollars spent and wasted on Frivilous, non-objective and Politically Pointed investigations to the tune of (30 Million Dollars) Solely for the purpose of delegitimizing a DULY elected Presi...",Conservative Spc. Investigation Fund,rep,0,15.0M                    ," March 25, 2019",15000000.0,0.0
986,https://www.gofundme.com/funding-for-the-american-nationalist-party, ,I am sick of both political party’s the republicans and the democrats not getting anything done.  I will try my best to help this party grow. This party is accepting of everyone and wants the best for America.  If you want to help but don’t want to donate money full us on Instagram @united_nation...,Funding for the American nationalist party,rep,0,1000                    ," March 24, 2019",1000.0,0.0
987,https://www.gofundme.com/71ifc5c,"Nashville, TN",Right wing Republicans have devised a plan that will try to single out and Disenfranchise the poor amongst us. They have passed a bill in their small committees  that is designed to  disenfranchise voters from their right to be able to Cast their ballot come 2020. They are doing so by requiring c...,Florida Voter Rights Fund,rep,0,1.0M                    ," March 22, 2019",1000000.0,0.0
988,https://www.gofundme.com/no-train-collision,"Sydney, NSW","Dear Friends, To protect our fellow Australians (half million NSW train passengers daily and RailCorp colleagues), and to defend Australian national interests (New South Wales Train Service Continuity, preventing train collision in NSW, and in time project delivery of the brand new Epping-Chatswo...",No train collision.,rep,0,1.7M                    ," March 21, 2019",1700000.0,0.0
989,https://www.gofundme.com/bucket-list-funding,"Houghton Lake, MI","First of all my name is Joshua T. Davis,  and I'm 22. Personally trying to raise money to fund my bucket list because I have a Cystic Fibrosis & I have a life expectancy of thirty-two due to it. I'm twenty-two right now but I honestly doubt I'll make it twenty-eight with as bad as my health has d...",Bucket List Funding,rep,0,5000                    ," March 21, 2019",5000.0,0.0
990,https://www.gofundme.com/70ivx14,"Sterling, VA","This is my survival story. Please read it even if you can’t help me. My name Is River, about a year ago I started dating someone I had met when I was 8 years old. We went to middle school together and met again at NOVA community college. The beginning of the relationship seemed really great, and...",Domestic Abuse survivor,rep,0,500                    ," March 16, 2019",500.0,0.0
991,https://www.gofundme.com/70hx8vc,"Buna, TX","I HAVE HAD ENOUGH HAVE YOU I am a Born and raised Texan who believes in our ways of life, beliefs. I am all for the AMERICAN PEOPLE it's time WE TAKE BACK OUR COUNTRY. We need to start at the top of the problems not the bottom. We need to take care of our own, help our own, reach out to our own p...",NICHOLAS ROBERTS FOR US SENATOR,rep,0,5000                    ," April 3, 2019",5000.0,0.0
992,https://www.gofundme.com/cej4council,"Mascoutah, IL","I am running for one of the two open seats on the Mascoutah City Council in the April 2nd election. I did not properly anticipate the cost of running for office, even in a small town.  On Wednesday,  March 6th,  the town newspaper, the Mascoutah Herald, posted pictures of all four candidates on t...",CEJ4Council,rep,0,3000                    ," March 14, 2019",3000.0,0.0
994,https://www.gofundme.com/philani039s-business-growth, ,Hello gofundme Community my Name ia Philani Helman Mpofu I am a 22yr old Entrepreneur from the Beautiful Republican of South Africa. When i was 15 i discovered my passion for Computers and Business and I started offering my services of computer repairs to people in my community and  after Highsch...,Philani's Business growth,rep,0,1000                    ," March 13, 2019",1000.0,0.0
997,https://www.gofundme.com/elect-me-as-the-president-of-the-united-states,"Rensselaer, IN","Hello to you all,  I am not a politician, and I have no political experience, but I and the general public are frustrated with polarization and the non cooperation of both the Republican and Democratic parties. In being a loyal citizen of this great nation, I can no longer sit idly by while only...","Elect me, Patrick Whitlock, for President",rep,0,1.0M                    ," March 9, 2019",1000000.0,0.0
998,https://www.gofundme.com/core-values-connections,"Woodland Park, CO",Do want want to change the political path of Colorado?   We can no longer depend on high Conservative turnout to win electionns in Colorado.  We must connect with unaffiliated voters and persuade them that small government and big freedom is something worth voting for.   Core Values Connections i...,Core Values Connections,rep,0,5000                    ," March 7, 2019",5000.0,0.0
999,https://www.gofundme.com/send-me-to-cpac-2020,"Scott Depot, WV",The three of us in the photo are all freshmen at Ohio University. We are all in college republicans and are very political in our l everyday lives.  We have attended CPAC 2019 and would love the opportunity to attend CPAC 2020!,Send us to CPAC 2020,rep,0,5000                    ," March 6, 2019",5000.0,0.0
0,https://www.gofundme.com/fight-the-greens,"Drummoyne, NSW",We're putting together a war chest to fight the Greens. And we're asking for your help. Please give what you can so we can fight the Greens and their toxic unhinged ideology.   1st use - Fight the Defamation Case  Lawyers are expensive. Any funds donated will be used in the first instance to help...,"""Fight the Greens""",dem,34766,100000                    ," July 6, 2018",100000.0,34766.0
1,https://www.gofundme.com/vaccine-advocacy-statement-for-press-democrat,"Santa Rosa, CA","To print the vaccine safety statement  with all our names beside it in the Press Democrat we have to raise $2,268 for a half page advertisement. There are over 200 of us who have responded to the SCMA website and sonomacountyvaccines@gmail.com so let's raise this money in a week! If we each contr...",Vaccine Advocacy Statement for Press Democrat,dem,2288,2268                    ," April 26, 2019",2268.0,2288.0
2,https://www.gofundme.com/1nefvc3lqo,"Murwillumbah, NSW","Mike has recently experienced a a series of setbacks that have caused him to be living in his truck with his dog, Chelsea.  Due to a disability, Mike lives on a fixed income.  He had planned to travel north for the winter, where he intended to park his truck on a friend's land.  However, his truc...",Aussie Democrat,dem,3467,8000                    ," May 27, 2019",8000.0,3467.0
3,https://www.gofundme.com/vote-democrats-for-justice-sun-jan-27,"Claremont, CA","Democrats for Justice AD 41   9 Teacher Strong  - 14 Member Slate  We stand up for teachers, children, working families, young people, immigrants, veterans, people of color, tenants, and our Planet.    100% Grassroots No Career Politicians or Staffers We Fight For The People Year-Round.  In the S...",Vote Democrats For Justice Sun Jan 27,dem,758,1800                    ," January 15, 2019",1800.0,758.0
4,https://www.gofundme.com/earlyvotingforDems,"Madison, NJ","What is a better bang for our buck then 10 CENTS A VOTER???  Until we have confidence that we won't get hacked, we want to do what we can with paper ballots.  In NJ, we have early voting by Vote By Mail where registered voters can vote early by paper ballots.  We also know that early voting makes...",Early voting for Democrats!!,dem,2320,2000                    ," March 22, 2018",2000.0,2320.0
6,https://www.gofundme.com/young-democrats-to-wellstone,"Tempe, AZ","The Arizona State University Young Democrats are proud to be launching a grassroots campaign to send six of our most promising members to a once in a lifetime training opportunity put on by Wellstone Action this September in Missouri.   Every day, conservative and dark money groups invest six dol...",Young Democrats to Wellstone!,dem,3191,6000                    ," July 10, 2017",6000.0,3191.0
7,https://www.gofundme.com/ca-democrats-for-peace-not-bds,"Vallejo, CA","Dear Democrats and Friends!  We invite you to help fund our work within the California Democratic Party (CDP) as we foster much-needed engagement and dialogue concerning Israel and Palestine, while cultivating a narrative of collaboration and engagement in response to the polarizing and divisive...",CA Democrats for Peace Not BDS,dem,2234,6500                    ," February 9, 2018",6500.0,2234.0
8,https://www.gofundme.com/washington-state-young-democrat-team-headed-to-atl,"Colville, WA","Capri, Tyler, and our third amigo are headed to Atlanta for the final meeting of the Young Democrats of America for our elected terms.  Travel costs are proving to be prohibitive and we are asking for your help to support us in getting to this national meeting.  Flights may cost up to $800 per pe...",Washington State Young Democrat Team Headed to ATL,dem,380,2800                    ," February 4, 2019",2800.0,380.0
9,https://www.gofundme.com/wc4vde64,"Salt Lake City, UT","This summer, I have an amazing opportunity. I have been accepted into the Young Democrats of America High School Leadership Academy! I was chosen as one of only a few dozen young leaders around the country to attend this special summer camp in Washington, D.C. In July. At the Academy, I will have...",Send a Young Democrat to Washington,dem,1520,1400                    ," June 10, 2015",1400.0,1520.0
10,https://www.gofundme.com/euaga-young-democrats-national-convention,"Brownsville, TX","Two years ago, I asked you all for support to attend the Young Democrats of America National Convention in Dallas, and you all helped me exceed my initial goal. THANK YOU! I am now hoping to attend the 2019 National Convention which will be held in Indianapolis, Indiana from July 17th-20th. I am...",Young Democrats National Convention,dem,180,900                    ," June 12, 2019",900.0,180.0
11,https://www.gofundme.com/got-a-heart-for-emerge-alabama,"Birmingham, AL","Great news! Emerge Alabama is graduating 18 leading Democratic women in June, and you're going to want to know each one of them.  Join the ""Blue Heart"" of Alabama in throwing a Spring 2019 Graduation Party for Emerge Alabama. Here are the details:  We Love Emerge Alabama's Spring Class of 2019 Gr...",Got a Heart for Emerge Alabama?,dem,1000,1000                    ," May 8, 2019",1000.0,1000.0
13,https://www.gofundme.com/kootenai-candidate-video-fundraiser,"Coeur D Alene, ID",We need YOUR help to fund a video project to help Democrats win in November.   A  young team of progressive and Democrat volunteers is coming together to help elect candidates in Kootenai County.   We feel that in order to really get out the vote in November we need to break through the noise. We...,Kootenai Democrats Video Fundraiser,dem,95,1000                    ," September 6, 2018",1000.0,95.0
14,https://www.gofundme.com/college-democrats-fundraiser,"Boston, MA","Hi friends!  We, here at BU Dems are fundraising for our upcoming speaker panel, busing to upcoming canvassing opportunities, and trips to collaborate with other chapters! Our upcoming event description is below:  We hope you will consider donating. (:   Our panel, Onward Together: The Future of...",College Democrats Fundraiser,dem,175,500                    ," February 22, 2019",500.0,175.0
16,https://www.gofundme.com/fsw-college-democrats-convention,"Naples, FL","The College Democrats of America are hosting their annual conference in Washington D.C. This event will provide our College Democrats Club with training opportunities for members, and we'll meet with influential leaders in the Democratic Party. Four members of the College Democrats will be ar...",Collier College Democrats,dem,1623,3000                    ," February 20, 2018",3000.0,1623.0
18,https://www.gofundme.com/oudems,"Athens, OH","In January, the Ohio University College Democrats will be taking their annual trip to Washington D.C.! This trip has been extremely educational and exciting for OUCD in the past and funds raised will help the organization to continue this tradition by offsetting the costs of housing and fuel. OUC...",Ohio U College Democrats DC Trip,dem,1000,3000                    ," July 22, 2018",3000.0,1000.0
19,https://www.gofundme.com/simsbury-youth-democrats,"Simsbury, CT","Simsbury Youth Democrats is a new organization created by 5 young political activists who aim to get more youth involved in local government and keep seats blue in Connecticut. We need funds in order to create business cards, maintain our website and hold events. Your donations would mean a lot t...",Simsbury Youth Democrats,dem,350,500                    ," August 27, 2018",500.0,350.0
20,https://www.gofundme.com/white-mountains-flip-arizona-2018,"Lakeside, AZ","The White Mountains are a crucial piece in the effort to flip Arizona.  We can do it with your help!  The White Mountain Democrats need funding to register voters, educate voters, and get out the vote.  We work throughout the White Mountains region including Show Low, the White Mountain Apache Re...",White Mountains Flip Arizona 2018,dem,500,5000                    ," July 31, 2018",5000.0,500.0
21,https://www.gofundme.com/DeepBlue42,"Palm Springs, CA",Deep Blue 42 is a group of grassroots Democrats running to be our assembly district's delegates for the California Democratic Party.  What's this election all about? Click Here for all the details and to RSVP  We need your help!  We are raising small-dollar donations so we can afford campaign mat...,Help Progressive Democrats win seats at the CDP!,dem,730,1000                    ," December 29, 2018",1000.0,730.0
22,https://www.gofundme.com/california-young-democrats-convention,"Corona, CA",Riverside County Young Democrats is raising money to send members of RCYD to the California Young Democrats Convention (CYD). The convention is May 31-June 2nd in San Francisco and we would love for Riverside County to be represented during this event! Help us in our efforts to enhance our politi...,California Young Democrats Convention,dem,560,1000                    ," March 27, 2019",1000.0,560.0
23,https://www.gofundme.com/liberal-democrats-2019-fadden,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run Jake WELCH as a House of Representatives candidate for the division of Fadden in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fees to...,Liberal Democrats 2019 - Fadden,dem,540,2000                    ," April 4, 2019",2000.0,540.0
24,https://www.gofundme.com/NoJeffcoBlueWave,"Birmingham, AL","Help Us Bring the Blue Wave to North Jeffco!  Democrats all around Birmingham – including new and revived Democratic clubs in Shelby County, Hoover, Vestavia, Mt. Brook, Homewood, Southside, and downtown – are ready for the Blue Wave in the 2018 Mid-term Elections.  Now, we, Greater Birmingham De...",'Blue Wave' Candidates to N Jeffco,dem,1623,1600                    ," July 13, 2018",1600.0,1623.0
25,https://www.gofundme.com/help-a-high-school-democrat-make-change,"Claremont, NH","Hi, I'm Prescott Herzog, a Sophomore at Stevens High School in Claremont, New Hampshire, and I also serve the New Hampshire High School Democrats Vice Chair and the High School Democrats of America's Political Director! I am also the High School Representative for the New Hampshire Young Democrat...",Help a NH High School Democrat Represent HSDA!,dem,585,1000                    ," April 6, 2019",1000.0,585.0
26,https://www.gofundme.com/rgeqy4,"Bergenfield, NJ","Thanks for visiting!   Help us travel to different states to connect with more Young Democrats and win our elections in August.  Check out the team website: http://empoweryoungdemocrats.com/   A little bit about me:   Constantina is first generation Greek-American, and has had a chance to succeed...",Empower Young Democrats,dem,2485,3000                    ," April 9, 2015",3000.0,2485.0
27,https://www.gofundme.com/young-democrats-of-america-convention-fundraiser,"Pearland, TX",The Young Democrats of Brazoria County (YDoBC) have a goal to send one or two delegates to the Young Democrats of America convention in July 2019 in order to assure that our county is represented on a national level.    Focus Items: 1. Verify the national rules and resolutions support rural and g...,Help Send Delegates to YDA Indianapolis Convention,dem,320,1900                    ," June 10, 2019",1900.0,320.0
29,https://www.gofundme.com/dogs-and-democrats,"Andalusia, AL",Fundraising for our Covington County Rally on October 12.  Money collected will help us sustain our local office and donate to statewide candidates.  We need your help to make big changes in our state. Vote Blue!,Dogs and Democrats,dem,150,3000                    ," September 20, 2018",3000.0,150.0
31,https://www.gofundme.com/high-school-democrats-dc-trip,"Esparto, CA","Students of the Esparto High School are traveling on a fun and educational trip to Washington, DC, with Close Up Foundation, the nation’s leading non-profit, non-partisan civic education organization!  On Close Up, We will have the chance to make our voice heard! We will not only experience all o...",Esparto High Students D.C. Trip,dem,1530,5000                    ," December 5, 2017",5000.0,1530.0
32,https://www.gofundme.com/injunction-to-make-democrats-follow-their-rules,"Vancouver, WA","Hello concerned citizens, We are a grassroots coalition of concerned citizens and we need your help.  We are worried that our Democratic Party Organizations have strayed too far away from following federal & state laws and organizational bylaws and rules.   For those that are not aware, we are se...",Injunction to make Democrats follow their rules,dem,5,5000                    ," April 7, 2019",5000.0,5.0
33,https://www.gofundme.com/young-democrats-of-new-mexico-tour,"Albuquerque, NM","We are raising money to visit seven counties across New Mexico to promote Democratic candidates in the area and upcoming legislative goals. We are asking for money to help with fuel, lodging and food. Thank you for your donation,  órale dems!",Young Democrats of New Mexico Tour,dem,180,1500                    ," July 27, 2018",1500.0,180.0
34,https://www.gofundme.com/defending-maine-from-rich-democrats,"Liberty, ME","Maine is under attack by rich and powerful millionaires and billionaires. These elite are flooding our State with their money to control our futures, most don't live anywhere near Maine.   We can't sit back and let mega donors threaten our State.   Stand with us in donating anything you can affor...",Defending Maine from rich Democrats,dem,100,1.0M                    ," October 6, 2018",1000000.0,100.0
35,https://www.gofundme.com/au7vj9-michigan-democrats-for-life,"Lansing, MI",Funds will be used to finance the activities of Democrats for Life of Michigan and promote the national 'Pro-Life for the Whole Life' conference in East Lansing,Michigan Democrats for Life,dem,155,10000                    ," December 21, 2018",10000.0,155.0
36,https://www.gofundme.com/1npacrmjg0,"Statesboro, GA","Hi everyone! My name is Elisabeth Malloy. I have the honor to have been chosen as a delegate for the National Young Democrats Convention in Indianapolis and I need your help getting me there! All of the money this campaign raises will go towards travel expenses, hotel costs, and meals while I am...",Young Democrats National Convention Delegate,dem,75,500                    ," June 4, 2019",500.0,75.0
37,https://www.gofundme.com/liberal-democrats-2019-fairfax,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run Bertrand CADART as a House of Representatives candidate for the division of Fairfax in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fe...,Liberal Democrats 2019 - Fairfax,dem,20,2000                    ," April 4, 2019",2000.0,20.0
39,https://www.gofundme.com/yale-democrats-2019-fundraiser,"New Haven, CT","Your donations help us fight for equal justice in New Haven,  in Connecticut, and across the country.  $15 can send a Dem to Hartford to testify on behalf of important legislation, $150 can sponsor a Dems speaker event with a prominent guest, and $500 can create a stipend for a student on financi...",Yale Democrats 2019 Fundraiser,dem,355,1500                    ," March 5, 2019",1500.0,355.0
41,https://www.gofundme.com/4ejtz-democrats-for-hurricane-relief, ,100% of the proceeds go directly to provide relief for the victims of hurricane Florence,Democrats for Hurricane Relief,dem,1300,1000                    ," October 15, 2018",1000.0,1300.0
44,https://www.gofundme.com/carrollton-rotaryhurricane-relief,"Carrollton, KY",To help the survivors of Hurricane Michael with what they will need as they recover from this devastating storm.,Carrollton Rotary-Hurricane Relief,dem,50,500                    ," October 17, 2018",500.0,50.0
45,https://www.gofundme.com/the-american-people-vs-congressional-democrats,"Ashtabula, OH",We The People Of The United States are seeking an exceptional attorney that is strong enough to stand up for our rights and sue The Congressional Democratic Party.  These Democrats are hired and paid by The American People and have failed to perform their duties in a responsible manner. Justice n...,The American People vs Congressional Democrats,dem,20,50000                    ," March 7, 2019",50000.0,20.0
46,https://www.gofundme.com/help-keep-the-democrats-honest,"Niagara Falls, ON","Yahoo...Twitter...Google...Facebook - are NOT PRO Trump  Ever since that faithful day November 2016 that undoubtedly the best President ever was elected, the democratically controlled main-stream media platforms have had it in for President Trump. Even going as far as to indicted his former lawye...",Together We Can STOP The Democrat Lies.,dem,5,250000                    ," January 28, 2019",250000.0,5.0
47,https://www.gofundme.com/66y1qp4,"Longmont, CO","Due to idiots currently in and moving to our state, my family and I have had our feelings hurt. I know this doesn’t sound like much but, it’s seems to be a good excuse  for most Liberal and Democrats. I have created a fund to cover expenses that would help ease the  pain and suffering of having t...",I’ve been insulted by Democrats,dem,5,50000                    ," September 30, 2018",50000.0,5.0
48,https://www.gofundme.com/help-me-become-a-democratic,"Alexandria, AL","I am raising money to help me become a Democrate. If I can raise 500,000 dollars I will switch parties and vote a straight Democratic ticket. Help me please.",Help me become a Democrat,dem,0,500000                    ," August 22, 2018",500000.0,0.0
49,https://www.gofundme.com/democrats-destroyed-black-america,"Glendale, CA","THE DEMOCRAT PARTY HAS DESTROYED BLACK AMERICA TOUR  -  Funding this tour will put the panel below and others on the road engaging audiences across America!  All Black Male panel at LA LIVE theater on July 30, 2018 after prescreening of Dinesh D'Souza's film Death of a Nation:",Democrats Destroyed Black America,dem,0,95000                    ," October 9, 2018",95000.0,0.0
50,https://www.gofundme.com/DemocratsRUS,"Myrtle Beach, SC","An agency consisting of DEMOCRATS ®US, DEMOCRATS®US HQ, UPstage Media Strategies, UPstage Artist Management, & ENCORE Talent Acquisitions which promotes Democratic Candidates through free promotional advertisments; acquires new promising talent, while also encouraging the power of the vote throug...",DEMOCRATS ®US,dem,0,20000                    ," July 31, 2018",20000.0,0.0
