,funds,link,location,summary,title
524,"
$3,430 raised of $5,000                    ",https://www.gofundme.com/emiliemitcham,"Denver, CO","EMILIE MITCHAM, CREDENTIALS COMMITTEE  Emilie Mitcham has been a Bernie activist since the first day she found out he was running for the nomination. She didn't know every detail of his position on every issue, but she knew him to be a man of integrity, and a man who was not afraid to speak truth...",Emilie Mitcham Bernie Delegate DNC
525,"
$1,185 raised of $300                    ",https://www.gofundme.com/billboards-for-vangie-williams,"Vienna, VA",As promised - A photo of the first billboard.                                                                                                              WE DID IT!                                                    WE HAVE RENTED 4 BILLBOARDS IN VIRGINIA'S DISTRICT 1!  A huge thank you to every...,Billboards for Vangie Williams
526,"
$1,645 raised of $3,500                    ",https://www.gofundme.com/quigley-film,"Saint Louis, MO","Funding Needed to Complete St. Louis Film ‘The Whole Damn Crew: The Martin Quigley Story’ Martin Peter Quigley’s work touched first Kansas City, then New York, and finally his beloved St. Louis, and to some extent, America and the world, but whether he was diving out of a flaming B-24 bomber, hel...",Martin Quigley Documentary
527,"
€325 raised of €550                    ",https://www.gofundme.com/tracey-smith-for-ballina, ,I am contesting the Ballina Local Elections as the Mayo Candidate for the Social Democrats. After being involved in the successful campaign to repeal the eighth amendment last year I feel the time has come for a progressive youthful voice and council representative. I am a mum of five who faces t...,Tracey Smith for Ballina Local Elections
528,"
$4,760 raised of $3,000                    ",https://www.gofundme.com/healingforrobertmyersfamily,"Clearwater, FL","You wake up from most nightmares, and they're quickly over. For Cathy Craig-Myers and her family, they are living a nightmare from which they can never awaken. While an investigation is underway, and some details reported through the news media and other sources appear inconsistent, this much is...",Healing Trip for Bob Myers' Family
529,"
$2,320 raised of $4,000                    ",https://www.gofundme.com/siSteve,"Saipan, MP","My name is Stephen Woodruff, and I am a Bernie Sanders delegate to the Democratic National Convention in Philadelphia in July from the Northern Mariana Islands (NMI ).  I am the authorized representative for Bernie in the NMI and lead the Bernie component of the NMI delegation.  NMI Democrats cau...",CNMI 4 Bernie at Philadelphia
530,"
$1,750 raised of $8,000                    ",https://www.gofundme.com/victoria-goes-to-london,"Onancock, VA",Hello everyone!!  Victoria has been accepted to the Hollins University Abroad Program and will be traveling to and interning in LONDON this summer for seven weeks.   Here is a little back ground Victoria is a second-year Horizon student majoring in English with an emphasis in Creative Writing and...,Victoria Goes To London
531,"
$535 raised of $500                    ",https://www.gofundme.com/help-joanna-attend-hsda-dc-summit,"Quincy, MA","Hi, I'm Joanna Setow, a high school student from Quincy, MA and Founder and President of North Quincy High School Democrats, which is part of the nationwide organization High School Democrats of America. I discovered my passion for politics during the 2016 Presidential Election. From there, my lo...",Help Joanna attend HSDA Summit in D.C.
532,"
$180 raised of $500                    ",https://www.gofundme.com/csudemsbuttonmaker,"Chico, CA","Our club, the Chico State Democrats is known on campus for our fun political buttons (such as the ones you see below). Currently we are using only one button maker which isn't enough to make the amount of buttons we need. We're hoping to raise money to buy one more button maker so we can keep spr...",Buy a New Button Maker
533,"
$1,600 raised of $11,417                    ",https://www.gofundme.com/cam-brown-studentathlete-of-year,"Tallahassee, FL","The Cam Brown Student-Athlete of the Year award is a new initiative started by the Tallahassee Democrat and Big Bend Preps to award scholarship money for college to the recipient of a year-end award.  The goal amount $11,417 is the date SuperCam died from osteosarcoma, a form of bone cancer. The...",Cam Brown Student-Athlete of Year
534,"
$3,525 raised of $250,000                    ",https://www.gofundme.com/helptheblind,"Discovery Bay, CA",This campaign is no longer active as Arman Soltani is running for Governor of California as a write in candidate.  The goal is to raise money for a medical surgery that will implant  artificial eyes and restore partial vision by  connecting a camera to the brain so individuals with no eyesight wi...,Medical Fund to Help the Blind See
535,"
€365 raised of €700                    ",https://www.gofundme.com/help-sinead-halpin-get-elected,"Cork City, Cork, Ireland","Are you someone who believes in the power of community?  Are you someone who believes that our economy should deliver for all our people? I believe these things.  I'm standing with the Social Democrats in the upcoming 2019 Local Elections and the General Election, when called.  I believe that the...",Help Sinéad Halpin get elected
536,"
$1,840 raised of $3,000                    ",https://www.gofundme.com/2f6ppfw,"Dublin, CA","Help me send Meriam Reynosa to Democratic National Convention!  Having had the privilege of serving with Meriam both as Co-Secretaries of the Alameda County Democratic Party and as Co-Presidents of the East and South Bay Young Democrats, I know first hand how deserving Meriam is of being an elect...",Help send Meriam to DNC Convention!
537,"
$2,100 raised of $5,000                    ",https://www.gofundme.com/rav5pany,"Cleveland, TN","My name is Blake Kitterman and I am honored to have been elected as the youngest delegate to the Democratic National Convention in the state of Tennessee!  This entire experience has been focused on empowering youth. Together, we were able to show that no matter who you are or where you come from...",Send Blake to Philadelphia!
538,"
$2,415 raised of $4,000                    ",https://www.gofundme.com/julia039s-education-fund,"Spanish Fort, AL",*From friends of Julia: this is an amazing young woman with a bright future ahead of her. Funds raised through this effort will go towards her college books and other expenses associated with attending Barnard College.  My name is Julia Coccaro and I am a senior at Spanish Fort High School locate...,Julia's Education Fund
539,"
$3,875 raised of $5,000                    ",https://www.gofundme.com/almami-i-cyllah-memorial-fund,"Edgewater, MD","In loving memory of Almami Cyllah, we his friends would like to recognize the impact this great man had on many of our lives by raising funds for a memorial in his name. We are currently researching options, such as a scholarship or internship fund and/or a charity donation to a cause that Almami...",Almami I. Cyllah Memorial Fund
540,"
$1,605 raised of $100                    ",https://www.gofundme.com/2aa593w,"Sterling, VA","Hello my name is Koran T. Saines,   I am excited to have been elected as a delegate to the 2016 Democratic National Convention in Philadelphia.  After spending years helping to elect Democrats including President Obama, Governor McAuliffe, our state delegation and my election last year, I will be...",DNC Convention Trip
541,"
$1,550 raised of $1,500                    ",https://www.gofundme.com/HernandezDNC,"Tucson, AZ",As you may know my sister and I have the great honor of representing Congressional District 3 as a delegates for Hillary Clinton at the Democratic National Convention in Philly along with my brother Daniel. This has always been a dream of ours however multiplying the high cost of one person to at...,Hernandez Sisters off to Philly!
542,"
$200 raised of $1.0M                    ",https://www.gofundme.com/5zvfb-build-our-wall,"Montauk, NY","I am starting this in an attempt to purchase road side billboards across America simply stating ""BUILD OUR WALL"" .....signed the American People. Democrats & The liberal media state that American border security and our family's right to safety & security are not a major concern of theirs! I want...",BUILD OUR WALL BILLBOARDS ACROSS AMERICA !!!
543,"
€42 raised of €8,900                    ",https://www.gofundme.com/cambridge-university-master-of-laws-llm-fees, ,"Dear All, 5 years… It took me 5 years to finally get the desired invitation from the University of Cambridge to pursue my Master’s degree there.  I graduated from Jean Moulin Lyon 3 University and French University in Armenia with academic excellence.   Currently, I am a graduate student at Paris...",From Sorbonne to Cambridge LLM with your help
544,"
$3,645 raised of $4,000                    ",https://www.gofundme.com/RasmussenFlorida,"Asbury Park, NJ",Thanks again for your participation! The Florida Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2NCzBt7   Results from the Florida Governor's race are also available: https://bit.ly/2NawI32   The goal has now been raised for a 2nd po...,2018 Florida Midterm Elections
545,"
$1,600 raised of $1,500                    ",https://www.gofundme.com/chucoashes,"El Paso, TX","Hi everyone! My name is Ashley Rodriguez, I am an official Bernie National Delegate for Texas Senate District 29 in El Paso. I am fundraising for my trip to the Democratic National Convention in Philadelphia in July 25th to July 28th. The costs however are absolutely astronomical, it's clear the...",Ashleys' DNC travel fund
546,"
$4,050 raised of $4,000                    ",https://www.gofundme.com/TarinItUpForHRC,"Los Alamos, NM","I am honored to be representing New Mexico's 3rd Congressional District on behalf of Hillary Rodham Clinton and thank you for visiting my GoFundMe page to help me get to the National Convention in Philly!  A little bit about why I ran for HRC National Delegate  In 2004, I attended the largest mar...",DNC or BUST!
547,"
$2,000 raised of $10,000                    ",https://www.gofundme.com/funds-4-democratic-swing-districts,"Studio City, CA","No gifts, no pampering - all Maureen wants for her milestone birthday is for Democrats to take back the House of Representatives in the upcoming mid-term elections. In order to do this, there are 78 Swing Districts across the country in real need of financial and vocal support, of which 23 MUST g...",Funds 4 Democratic Swing Districts
548,"
$462 raised of $1,000                    ",https://www.gofundme.com/dnc-watch-puerto-rico,"Edmond, WV","Let's talk about transparency in the Democratic Party. Two important DNC Committees are meeting in Puerto Rico in a few weeks - the DNC Rules and Bylaws Committee and the DNC Executive Committee.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting you...",DNC Watch - Puerto Rico Livestream
549,"
$405 raised of $1,000                    ",https://www.gofundme.com/get-out-the-vote-postcarding,"Wailuku, HI","Here’s an easy way YOU can help restore our democracy! Donate today - encourage voters to get out and vote Blue this Nov.  The mid-terms are only 3 months away. That means we have less than 90 days to convince voters on the mainland to Get Out and Vote for Democrats. Over the past year and half,...",Get Out the Vote Postcarding
550,"
$85 raised of $6,500                    ",https://www.gofundme.com/help-alexia-with-college-tuition,"Tallahassee, FL","Greetings, I am Alexia Clark, a senior Broadcast Journalism student from Arcadia, Fl at Florida Agricultural and Mechanical University in need of assistance with paying owed tuition to my university.  Throughout my collegiate academic career I have managed to stay involved on campus with membersh...",Help Alexia with College Tuition
551,"
$4,205 raised of $7,000                    ",https://www.gofundme.com/making-america-great-2gether,"Brooklyn, NY",I am asking that you help so I can travel to get the word out about not only my campaign but the fight we face against the democrats.,Making America Great 2gether
552,"
$1,675 raised of $2,000                    ",https://www.gofundme.com/uz4w64,"Anchorage, AK","Send Kira and Darrian to YDA leadership academy! Next year, I will be a senior and Kira will be a junior at Service High School. We're Alaska Young Democrats who want to give back to the community. Almost all of our free time has been going toward volunteer work within Anchorage including  close...",Send Us to YDA Leadership Academy!
553,"
$204 raised of $345                    ",https://www.gofundme.com/money-to-run-newspaper-ads,"Lowry, MN","In today's day and age we as Catholics and Christians can not simply choose not to vote for any candidate, otherwise we would be guilty of not fulfilling our civil duty. This campaign is to inform Catholics as well as Christians that this and all elections are about electing candidates that stand...",A Fight for Life
554,"
$1,740 raised of $2,500                    ",https://www.gofundme.com/ppwqd3a4,"Salado, TX","I am trying to raise money to head to the National Democratic Convention in Philadelphia this summer. I am very active within the local county party and several democratic clubs. As a young democrat, I just need help paying for this once in a lifetime trip to the national convention. I have been...",Send me to DNC Convention
555,"
$1,933 raised of $10,000                    ",https://www.gofundme.com/ChristianSmith,"Mobile, AL","Hi All, Welcome to my fundraising page. My name is Christian Smith and I am running for Mobile County Treasurer. I am running as a Democrat and believe I represent the voice of the people. I am running as treasurer because I want to bring more transparency and better accountability to this office...",Christian Smith for Mobile County Treasurer
556,"
$305 raised of $1,500                    ",https://www.gofundme.com/girls-inc-of-lynn,"Marblehead, MA","""Girls Incorporated of Lynn is a nonprofit organization dedicated to inspiring all girls to be strong, smart, and bold."" Since the founding of Girls Inc. of Lynn in 1942, this organization has provided crucial resources to local disadvantaged and low-income girls. 87% of the girls that are served...",Girls Inc. of Lynn
557,"
$835 raised of $2,500                    ",https://www.gofundme.com/west-nile-virus-it-bites,"Tallahassee, FL","West Nile Virus...it's bites, figuratively and literally!   Well, not literally because it’s a virus, but the mosquito carrying the virus does. An insect already hated by most people, the mosquito decided to further solidify our hatred for it by making a target out of our Dad, Brian Beisser. A ma...",West Nile Virus - It Bites
558,"
$7,225 raised of $250,000                    ",https://www.gofundme.com/urbanvoters,"Dallas, TX","The donations will be used to travel across the country visting Barber Shops and holding Community Forums within Urban Communities in Swing States. These segments are called SHOP TALK. Individuals will be educated on their poverty, crime and unemployment rates under Democrat leadership and asked...",SHOP TALK WITH  URBAN VOTERS
559,"
€425 raised of €500                    ",https://www.gofundme.com/clareselectioncampaign, ,"UPDATE 6th JUNE 2019  Following the local elections on 25th May, I'm delighted to tell you that I have been elected to Offaly County Council! I'm really grateful for all the support I've received during the campaign, both online and in real life, and I look forward to working for the people of Of...",Clare Claffey's Campaign Fund
560,"
$900 raised of $7,000                    ",https://www.gofundme.com/brad039s-campaign-for-cancer-research-institute,"Stevensville, MD",summary was NoneType,Brad's campaign for Cancer Research Institute
561,"
$321 raised of $10,000                    ",https://www.gofundme.com/delaney-for-assistant-judge,"Burlington, VT","INCUMBENT CHARLES L. DELANEY  ASSISTANT JUDGE - CHITTENDEN COUNTY VOTE NOVEMBER 6TH  Charles L. Delaney is an incumbent Assistant Judge here in Chittenden County. He has served two terms, 8 years. Delaney is a lifelong Democrat. He earned the Progressive nomination and is running for re-election...",Delaney for Assistant Judge
562,"
$40 raised of $500.0M                    ",https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",Good afternoon I hope this finds you well. I am writing you with regards to try and get a message out for Veterans and their families. Let me first start by telling you a little about myself.  I am a 100% permanently disabled veteran through the Department of Veterans Affairs. I have over 17 year...,Veterans
563,"
$3,750 raised of $5,000                    ",https://www.gofundme.com/CYDCORPS,"San Diego, CA","Hey Everyone, We are launching a statewide effort to be the next leadership team for the California Young Democrats. Our coalition is made up of leaders throughout the state. Young Democrats who are active in their communities and who are committed to bold, progressive change. We have named our e...",Help Send CYD Corps to victory!
564,"
$45 raised of $500                    ",https://www.gofundme.com/johnstown039s-future,"Johnstown, PA",I am asking for small donations to publish my vision of Johnstown's Future in the 21st Century in the Tribune Democrat. Additional money will be used to purchase future ads when necessary.,Johnstown's Future
565,"
$275 raised of $4,600                    ",https://www.gofundme.com/immigration-reform-committee,"Allentown, PA","Fund Fearless Fighters! We need your assistance funding direct political action. The Immigration Reform Committee of the Lehigh Valley Tea Party  (LVTP) performs Banner drops, flyer campaigns, educational seminars, street theater protests and in your face political activism. We understand you may...",Immigration Reform Committee
566,"
$75 raised of $200                    ",https://www.gofundme.com/1ondf1xemo,"Kearney, NE","On July 17-20 I, and several other Buffalo County Young Democrats will be attending the Young Democrats of America Conference in Indianapolis, Indiana. At this conference I will be learning about field organizing, fundraising, voter outreach, and other important civic duties. I also plan on joini...",YDA Convention - Indianapolis
567,"
$40 raised of $250,000                    ",https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ","December 22, Thirteen days ago our Government was shut down when the Republicans and Democrats couldn’t agree on a solution to handle the request of our President for the funds to secure the borders. President Donald Trump told his cabinet to work with the Democrats on border security and emphasi...",People Affected By The Government Shut Down
568,"
$640 raised of $1,000                    ",https://www.gofundme.com/beyond-race-and-color,"Phoenix, AZ","Cliff Dent of Phoenix, AZ and Don Zolman of Warsaw, Indiana teamed up on October 30, 2018 to present a candid discussion of racial and political issues in the current political climate entitled ""Race and Color in Our Troubled Times"".  Cliff (a black Democrat) and Don (a white Republican) believe...",Beyond Race and Color
569,"
$1,910 raised of $5,000                    ",https://www.gofundme.com/em-dani-live-and-learn-guatemala,"Gloucester, MA","""Travel is fatal to prejudice, bigotry, and narrow-mindedness."" -Mark Twain  Hello all, and thank you for taking the time to read this. Our names are Danielle Denman and Emily Meyran and we have been best friends for about 5 years. We are both High Honor roll sophomores at Gloucester High School...",Em & Dani: Live and Learn Guatemala
570,"
$1,853 raised of $1,800                    ",https://www.gofundme.com/SacCCLCaptoCap,"Sacramento, CA","Benefits: Protecting the health and happiness of humanity requires political will to minimize the risks of a changing climate from human-caused global warming.  What the funds will be used for: I am hoping to travel to Washington D.C. to lobby for the climate, as a Citizens' Climate Lobby (CCL) S...",My Climate Lobbying Trip to D.C.
571,"
$145 raised of $500                    ",https://www.gofundme.com/planned-parenthood-action-fund,"Marblehead, MA","With the passage of the recent Georgia and Alabama laws almost completely restricting women's access to abortion in these states, the Marblehead High School Democrats want to raise funds to support women's healthcare advocacy groups. We have selected the Planned Parenthood Action Fund to send our...",Support The Planned Parenthood Action Fund
572,"
$2,225 raised of $5,000                    ",https://www.gofundme.com/jessica-oterolevi-lloyd,"Rohnert Park, CA","Press Democrat CSR, Jessica Otero and partner Levi Lloyd were out early on the morning of February 7th delivering newspapers to customers on Levi’s route in West Sonoma County. Levi's adult daughter was at home and awaken by the smell of smoke in the house she shared with her father, Jessica and...",Jessica Otero/Levi Lloyd
573,"
$11,750 raised of $50,000                    ",https://www.gofundme.com/pride-cares-sonoma-relief-fund,"Englewood, CO","As a family of foodservice E & S dealers, suppliers, and customers located throughout the United States, Canada, and the Cayman Islands, we are devastated by the unprecedented impact the wildfires in Sonoma and Napa present to this strong community.  PRIDE Board Vice Chairman, Founding Member, an...",PRIDE Cares Sonoma Relief Fund
574,"
$443 raised of $1,500                    ",https://www.gofundme.com/turn-up-american-freedom-rally,"Charlotte, NC","On Saturday October 13th, Carolinas For Trump & The Patriot Wagon will be hosting the ""Turn Up American Freedom"" rally in Indian Trail, NC at the Union County GOP Headquarters.  The purpose of this family-friendly, fun filled event is to get people fired up, enthusiastic, and energized to get off...",Turn Up American Freedom Rally
575,"
$400 raised of $1,000                    ",https://www.gofundme.com/bring-lucy-the-poodle-home,"Tallahassee, FL","On March 1, 2019, my beloved toy poodle, Lucy, slipped out of our fence-in backyard in the Levy Park neighborhood of Tallahassee while I was at work and she was home  with my boyfriend. Scent sniffing search dogs traced her path to the intersection of Tharpe and MLK, where the trail ended. In mos...",Bring Lucy the Poodle Home
576,"
£85 raised of £100,000                    ",https://www.gofundme.com/internetism,"London, Greater London, United Kingdom","Help Spread Internetism  Internetism is about giving citizens of the world a better life through the use of the Internet.  You may wish to donate to help us get this project started.  We would like to raise GBP 100,000 to help us explore the best way which we can spread our ideas.  This may be th...",Internetism
577,"
$990 raised of $950                    ",https://www.gofundme.com/help-me-raise-money-to-attend-the-hsdma-summit,"Minneapolis, MN","Hi,   My name is Juwaria Jama, I am the co-state lead for the Minnesota Climate Strike, District 5 Representative for the Minnesota Youth Council and a politically active teenager. I am raising money to attend the High School Democrats of America (HSDA) Summit in D.C for a week in June. Attending...",HELP ME RAISE MONEY TO ATTEND THE HSDA SUMMIT!
578,"
$935 raised of $1,000                    ",https://www.gofundme.com/rock-the-vote-cincinnati,"Cincinnati, OH","A FREE non-partisan voter registration rally September, 8th at 3PM-6PM at the Kennedy Heights Art Center Annex, 6620 Montgomery Rd, Cincinnati, OH 45213.  A FREE non-partisan voter registration rally September, 8th at 3PM-6PM at the Kennedy Heights Art Center Annex, 6620 Montgomery Rd, Cincinnati...",Rock the Vote Cincinnati
579,"
$30 raised of $100,000                    ",https://www.gofundme.com/vote-them-out,"Kansas City, MO","Vote them out. Our message is clear. If you vote for extreme anti-abortion legislation then we will abort your political carrier. Our plan is simple; we raise lots of money, start a political action committee, and then put up a competitor in each of the anti-abortion politicians districts. Democr...",Vote them out
580,"
$554 raised of $1,000                    ",https://www.gofundme.com/creating-change-lgbtq-task-force-conference,"Durango, CO","Allie and Olivia, president and vice president of New Era Colorado's Fort Lewis College club, are two LGBTQ students seeking sponsorship for the Creating Change Conference  in Detroit this January.  This conference is put on by the National LGBTQ Task Force  and will feature workshops on racial j...",Send Allie & Olivia to Creating Change Conference!
581,"
$1,905 raised of $2,000                    ",https://www.gofundme.com/12y8o8,"Seattle, WA","Hello, I am King County Council Chair Larry Gossett,  Please join me in supporting Tandy Williams, a National Delegate for Washington State who will travel to Charlotte, NC for the 2012 Democratic National Convention on September 1-7, 2012.  She needs your HELP!!  I have known Tandy all her life...",My Donation Page
582,"
$25 raised of $10.0M                    ",https://www.gofundme.com/havearichassfriend,"Mastic, NY","Now is your chance to finally have a rich ass friend.  BALLIN. Make me rich and you could tell people that you once knew me before I was a rich ass millionaire. Donate whatever you can and I promise when I’m rich, I will look down on you poor ass peasants and I won’t invite you to shit because I’...",Have a Rich Ass Friend
583,"
$45 raised of $5.0M                    ",https://www.gofundme.com/f-the-wall-help-CA-fire-victims,"Annapolis, MD",summary was NoneType,"F*** the Wall, help CA wildfire victims"
584,"
$180 raised of $100                    ",https://www.gofundme.com/dems-alumni-q-house-fundraiser,"New Haven, CT","After opening in 1924, the Q House Community Center became a stable of the Dixwell neighborhood, until it was unfortunately closed in 2003. Since then, community organizers across the city and state have advocated to reopen the Q House, and New Haven Mayor Tony Harp listed it as one of her priori...",Dems Alumni Q House Fundraiser
585,"
$550 raised of $1,000                    ",https://www.gofundme.com/andres-for-committee-man-sd-25,"San Antonio, TX","My name is Andres Lopez and I’m a proud member of the Democratic Party and candidate for Committee Man in Senate District 25. As a committed volunteer for local, state and presidential campaigns, I want to work for our community to ensure that strong democrats are elected to office and we turn ou...",Andres for committee man sd 25
586,"
$580 raised of $7,000                    ",https://www.gofundme.com/b9yy6x-ensuring-my-future,"Langhorne, PA","""Education is the most powerful weapon which you can use to change the world.""  Nelson Mandela   Hi, my name is Kiara Marable. I am a sophomore at Temple University, double majoring in philosophy and political science on a prelaw track. I work in the philosophy department at school, developing t...",Ensuring My Education
587,"
$560 raised of $6,000                    ",https://www.gofundme.com/new-life-for-neuropace-patient,"Denver, CO","It is my objective to raise funds for Ms. Letitia Gaillard get to California. She is a recipient of a medical device called a neuropace for those with Epilepsy whose seizures worsen. This is a result of 6 yrs of Clinical Trials, monthly neurology appointments, when the first brain surgery was not...",New Life For Neuropace Patient
588,"
$300 raised of $150,000                    ",https://www.gofundme.com/trumpcard2020,"Coconut Creek, FL","If you have not watched the Trump Card 2020  trailer, please take the time to view it before continuing.  INTRODUCTION   I’m Peter Honoré, Director of the Trump Card 2020 Documentary. I am a devoted conservative, millennial and black Trump Supporter. We are living in unprecedented times! This is...",The Trump Card Movie #TRUMPCARD2020
589,"
$357 raised of $1,000                    ",https://www.gofundme.com/help-bring-eric-to-the-cdp-convention,"Davis, CA","Friends, Family, Colleagues, and Citizens,  In these last few years, we have witnessed the activation of thousands within our civic spaces. Readying for a bold, progressive future, your collective energy and renewed dedication to our civic institutions has inspired me beyond measure, and I am ete...",Help bring Eric to the CDP Convention!
590,"
$450 raised of $1,600                    ",https://www.gofundme.com/yda-national-convention,"Coachella, CA","Hi all, my name is Kimberly and I’m fundraising to help with the costs of attending Young Democrats of America National Convention in Indianapolis, Indiana from July 17-21. This will help to cover airfare, hotel, food and transportation for myself. Thank you all in advance for your support.",YDA National Convention
591,"
$187 raised of $500                    ",https://www.gofundme.com/help-jamie-attend-hsda-summit-in-dc,"Plymouth, MA","Hello! I'm Jamie Grillo, a sophomore at Thayer Academy, the Finance Director of Massachusetts High School Democrats, and a member of the National High School Democrats of America Finance Committee. After I followed the 2016 Presidential Election and began to debate with friends I started to explo...",Help Jamie attend HSDA Summit in D.C.
592,"
$1,000 raised of $1.0M                    ",https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",summary was NoneType,A New (enhanced) Standard of Care for Maternal and
593,"
$525 raised of $500                    ",https://www.gofundme.com/help-sadhana-attend-hsda-summit-in-dc-2019,"Wellesley, MA","Hi. My name is Sadhana Mandala and I am a junior at Wellesley High School, MA. I am the Vice-chair, director of local affairs of Wellesley High School Democrats. Our school chapter of the HSDA was formed this year and am extremely grateful for the opportunity it has presented to me.  I recently b...",Help Sadhana attend HSDA Summit in DC 2019
594,"
$844 raised of $1,000                    ",https://www.gofundme.com/get-out-the-vote-postcard-writing,"Walnut Creek, CA","This coming year our votes and our voices are more important than ever!  Our country is at a critical point in our history, and I want to do all I can to bring it back to it’s beautiful self! I am involved in writing postcards to voters  to encourage them to vote in their local, state and upcomin...",Get out the Vote Postcard Writing
595,"
$475 raised of $1,000                    ",https://www.gofundme.com/blue-wave-of-pride,"Las Vegas, NV","The Las Vegas Pride Parade and Festival is October 19-21.  The Stonewall Democratic Club of Southern Nevada would like to get a booth at the Pride Festival.  Your donation will help us to build that Blue Wave of Democracy for the mid-term election.  The cost for a shared booth is $290.00, the cos...",Blue Wave of Pride
596,"
$205 raised of $1,700                    ",https://www.gofundme.com/AlexTanObamaSuit,"Austin, TX","The first campaign I ever worked on was Obama's primary in Texas when I was a senior in high school. In many ways, President Obama has been a role model and source of inspiration in both my personal life and my professional endeavors. His campaign led me into other political campaigns/organizatio...",Help Alex get *that* tan Obama suit
597,"
$550 raised of $850                    ",https://www.gofundme.com/HelpWillieAttendTurningPoint,"Austin, TX","This is a fundraiser for Willie Rojas Obrien to pay for part of his flight, meals and incidentals to attend  conservative Leadership Summit of Turning Point USA's . This is the fourth annual Young Latino Leadership Summit in Miami, FL on  August 3-5, 2018.   From the historic “Bottom” neighborhoo...",Help Willie to Attend Turning Point
598,"
$127 raised of $1,500                    ",https://www.gofundme.com/dnc-watch-summer-2019,"Edmond, WV","Let's talk about transparency in the Democratic Party. Three important meetings will happen this summer. The June joint Rules and Bylaws and Executive Committee meetings in Pittsburgh, the July Rules and Bylaws in DC and the August full DNC meeting in San Francisco.  The Rules and Bylaws Committe...",DNC Watch - Summer 2019
599,"
$125 raised of $10,000                    ",https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH","My name is Adam Levine, and my sister has nothing to do with the creation of this fundraiser. I am starting this Go Fund Me account for my baby sister Ashley. Like many fine Americans, she is currently swimming in student loan debt. She graduated college with one of those Master’s Degree things,...",HELP MY BABY SISTER
600,"
$1,500 raised of $10,000                    ",https://www.gofundme.com/8qebvg,"Salisbury, MD",My name is Dr. Ramona Brockett.  I am a JD/PhD in the area of criminal justice.  I have been targeted by a group of people including those in academe and law and they have caused me to have to file bankruptcy and lose everything I have including my home.  The people who are after me have great ec...,Dr. Ramona Brockett Defense Fund
601,"
$165 raised of $100,000                    ",https://www.gofundme.com/bridgethegapusa,"Las Vegas, NV","What We Are  -We are the solution. -We are the voice of intelligent, well thought out     programs. -We are organizing for the purposes of solving what we    believe to be a major problem in this country. What We Are Not  -We are not a protest group.  Ever - at all.  We will not     protest.  Not...",Bridge The Gap USA
602,"
$125 raised of $1,000                    ",https://www.gofundme.com/the-college-dem039s-take-on-dc,"Normal, IL","Every year in November, the Illinois State University chapter of College Democrats takes a trip out to Washington DC. The trip is intended to give students the opportunity to see Washington D.C., speak with crucial decision makers, and learn from important aids. As individuals who are deeply invo...",The ILSTU College Dems take on DC
603,"
$1,640 raised of $2,500                    ",https://www.gofundme.com/8sfilo, ,"David Bowman, Democrat for County Commissioner, District 10, Pontiac  Support my campaign for Oakland County Commission from District 10 (Pontiac) ... Believe In Bowman.  Economic Development, Pontiac's fair share of Oakland County budget, Road improvement, are items of priority to me.  I will wo...",Political Campaign
604,"
$1,400 raised of $1                    ",https://www.gofundme.com/gail-paige-davis-memorial-garden,"West Palm Beach, FL","Gail Paige Davis, 69 of West Palm Beach, FL passed away after a brief illness and has gone to heaven.   She is survived by her brother and best friend, Tom Davis of West Palm Beach and his husband, Mark Rutherford, her nephew Cris and niece Sofia, her aunt and dear friend Peggy Alexander of High...",Gail Paige Davis Memorial Garden
605,"
$580 raised of $2,000                    ",https://www.gofundme.com/RasmussenArizona,"Asbury Park, NJ","U.S. Senate:  August 28 primary to determine candidates  Governor:  The incumbent: Doug Ducey (Republican), businessman, first elected governor in 2014.  The challenger: To be determined by Aug. 28 primary, expected to be Steve Farley (Democrat), an artist and graphic designer who is currently a...",2018 Arizona Midterm Elections
606,"
$320 raised of $3,500                    ",https://www.gofundme.com/save-our-children-and-our-families,"Washington, DC","ON WEDNESDAY, MARCH 13, 2019 DEMOCRATIC HOUSE SPEAKER NANCY PELOSI EQUALITY ACT H.R. 5 (formerly H.R. 2282), AND THIS BILL IS DESIGNED TO DESTROY THE CIVIL RIGHTS ACT OF 1964, LEGALIZE PEDOPHILIA, INCREASE THE LIKELIHOOD OF RAPE, CAUSE REVERSE DISCRIMINATION, DESTROY CHARITIES,  AND MAKE PEDOPHIL...",Defend Our Families From Dangerous Laws
607,"
$20 raised of $900                    ",https://www.gofundme.com/democratsassemble-lawn-signs,"Roslyn Heights, NY","I have an idea and I need your help!! I want to have yard signs made to put up all over Long Island, encouraging fellow Democrats to vote on Nov 6. I found a deal online for 100 signs for $225 plus shipping. So the goal is $900, in hopes of getting 300 signs made. I will then take the signs and p...",DemocratsAssemble lawn signs
