full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
MILE HIGH HOLISTICS LLC||403-00966|Optional Premises|Expired|198 County Line Road|Palmer Lake CO  80133|Palmer Lake|El Paso|CO|80133|
MILE HIGH THERAPEUTIC NETWORK LLC|MILE HIGH THERAPEUTICS|402-00203|Center - Type 1|Expired|1568 South Federal Boulevard|Denver CO  80219|Denver|Denver|CO|80219|
MILE HIGH THERAPEUTIC NETWORK LLC|ALTITUDE WEST|403-00295|Optional Premises|Expired|900 North Vallejo Street|Denver CO  80204|Denver|Denver|CO|80204|
MISSION LTD||403R-01050|Retail Marijuana Cultivation Facility|Expired|27 North Mission Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MISTY MOUNTAIN MEDICAL LLC|MISTY MOUNTAIN MEDICAL|403R-00784|Retail Marijuana Cultivation Facility|Expired|3030 East 4th Street |Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
MMJ AMERICA PRODUCTION COMPANY LLC||404-00603|Infused Product Manufacturer|Expired|1209 West Evans Avenue|Denver CO  80223|Denver|Denver|CO|80223|
MMJ AMERICA PRODUCTION COMPANY LLC||404R-00348|Retail Marijuana Products Mfg|Expired|1209 West Evans Avenue|Denver CO  80223|Denver|Denver|CO|80223|
MMK LIMITED|GRAND LIFE SOLUTIONS|402R-00478|Retail Marijuana Store|Expired|10863 US Highway 34, Unit A|Grand Lake CO  80447|Grand Lake|Grand|CO|80447|
MMRD LLC||403-01911|Optional Premises|Expired|59 Fabrication Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MOTHER NATURES MIRACLE LLC||402-00163|Center - Type 1|Expired|315 West Littleton Boulevard|Littleton CO  80120|Littleton|Arapahoe|CO|80120|
MOTHER NATURES MIRACLE LLC||403-00240|Optional Premises|Expired|315 West Littleton Boulevard|Littleton CO  80120|Littleton|Arapahoe|CO|80120|
MOUNTAIN HIGH WELLNESS III LLC|Native Roots Apothecary II|403-00458|Optional Premises|Expired|501 Raritan Way|Denver CO  80204|Denver|Denver|CO|80204|
MOUNTAIN HIGH WELLNESS III LLC|COLORADO HARVEST MOON|402-00365|Center - Type 1|Expired|1890 South Wadsworth Boulevard|Lakewood CO  80232|Lakewood|Jefferson|CO|80232|
NATIVE GROWERS LLC|NATIVE INFUSIONS|404-00252|Infused Product Manufacturer|Expired|198 County Line Road|Palmer Lake CO  80133|Palmer Lake|El Paso|CO|80133|
NATURAL RELEAF LLC|NATURAL RELEAF|404R-00127|Retail Marijuana Products Mfg|Expired|62160 Highway 285|Bailey CO  80421|Bailey|Park|CO|80421|
NATURAL RELEAF LLC|NATURAL RELEAF|403R-00487|Retail Marijuana Cultivation Facility|Expired|62160 Highway 285|Bailey CO  80421|Bailey|Park|CO|80421|
NATURES CURE LLC||403-00619|Optional Premises|Expired|4425 East 46th Avenue, Room 1|Denver CO  80216|Denver|Denver|CO|80216|
NATURES GARDEN INC|NATURES GARDEN|404-00156|Infused Product Manufacturer|Expired|3936 West Colfax Avenue, Unit 1|Denver CO  80204|Denver|Denver|CO|80204|
NATURES GARDEN INC|NATURES GARDEN|404R-00002|Retail Marijuana Products Mfg|Expired|3936 West Colfax Avenue Unit 1|Denver CO  80204|Denver|Denver|CO|80204|
NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS|NATURE'S KISS|403-01883|Optional Premises|Expired|153 Vallejo Street Suite 102|Denver CO  80223|Denver|Denver|CO|80223|
NATURES OWN WELLNESS CENTER||402-00213|Center - Type 1|Expired|927 Highway 3|Durango CO  81301|Durango|La Plata|CO|81301|
NATURES OWN WELLNESS CENTER||403-00311|Optional Premises|Expired|2744 West 4th Avenue, Unit 202|Denver CO  80219|Denver|Denver|CO|80219|
NEAT THINGS LLC|THE STATION|402R-00753|Retail Marijuana Store|Expired|174 Midland Avenue|Basalt CO  81621|Basalt|Eagle|CO|81621|
NEW AMSTERDAM ORGANICS LTD|NEW AMSTERDAM ORGANICS|404-00435|Infused Product Manufacturer|Expired|150 Rio Grande Boulevard|Denver CO  80223|Denver|Denver|CO|80223|
NEW AMSTERDAM ORGANICS LTD|NEW AMSTERDAM ORGANICS|402R-00621|Retail Marijuana Store|Expired|150 Rio Grande Boulevard|Denver CO  80223|Denver|Denver|CO|80223|
NEW AMSTERDAM ORGANICS LTD|NEW AMSTERDAM ORGANICS|404R-00315|Retail Marijuana Products Mfg|Expired|150 Rio Grande Boulevard|Denver CO  80223|Denver|Denver|CO|80223|
NPN LLC|ROOT 420|402-00853|Center - Type 1|Expired|1629 South Nevada Avenue #120|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
NPN LLC|ROOT 420|403-01315|Optional Premises|Expired|1629 South Nevada Avenue #120|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
NR LLC|THE PHARM|402-00468|Center - Type 1|Expired|920 E. Spaulding|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
NR LLC|THE PHARM|403-00702|Optional Premises|Expired|920 E. Spaulding|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
NR LLC|THE PHARM|404-00191|Infused Product Manufacturer|Expired|920 E. Spaulding|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
NUHI LLC||403-01735|Optional Premises|Expired|658 Kalamath Street|Denver CO  80204|Denver|Denver|CO|80204|
OG MEDICINALS LLC||404-00579|Infused Product Manufacturer|Expired|4995 Lima Street|Denver CO  80239|Denver|Denver|CO|80239|
OG MEDICINALS LLC||404R-00296|Retail Marijuana Products Mfg|Expired|4995 Lima Street|Denver CO  80239|Denver|Denver|CO|80239|
OLIVE LEAF LLC||404-00369|Infused Product Manufacturer|Expired|4500 North Washington Street, Unit B|Denver CO  80216|Denver|Denver|CO|80216|
OPTI NATURAL CAREGIVERS INC|OPTI  NATURAL CAREGIVERS INC|402-00353|Center - Type 1|Expired|1 W First Street, Unit 1D|Nederland CO  80466|Nederland|Boulder|CO|80466|
OPTI NATURAL CAREGIVERS INC|TREE OF LIFE ALTERNATIVE MEDICINE|403-00531|Optional Premises|Expired|2510 - 47th St, #A|Boulder CO  80301|Boulder|Boulder|CO|80301|
OPTI NATURAL CAREGIVERS INC|OPTI NATURAL CAREGIVERS INC|404-00140|Infused Product Manufacturer|Expired|1 W First St, Unit 1D|Nederland CO  80466|Nederland|Boulder|CO|80466|
OPTIONS MEDICAL CENTER WR LLC|OPTIONS|402R-00721|Retail Marijuana Store|Expired|455 Weaver Park Road, Unit 100|Longmont CO  80501|Longmont|Boulder|CO|80501|
ORGANIC SOLUTIONS INC|STEEL CITY CANNABIS COMPANY|402R-00651|Retail Marijuana Store|Expired|74 North McCulloch Blvd  Suite 120|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
PAIN MANAGEMENT SOLUTIONS LLC|PAIN MANAGEMENT SOLUTIONS LLC|404-00346|Infused Product Manufacturer|Expired|1022 South Royer Street|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
PANK LLC|PANK|402R-00397|Retail Marijuana Store|Expired|150 North Jefferson Street, B-3|Nederland CO  80466|Nederland|Boulder|CO|80466|
PANK LLC|PANK|403R-00455|Retail Marijuana Cultivation Facility|Expired|7084 Winchester Circle|Boulder CO  80301|Boulder|Boulder|CO|80301|
PEARL CENTER LLC|PINK HOUSE PEARL|402-00335|Center - Type 1|Expired|1445 South Pearl Street|Denver CO  80210|Denver|Denver|CO|80210|
PEARL CENTER LLC|PINK HOUSE PEARL|403-00502|Optional Premises|Expired|4925 East 38th Avenue, Unit 105|Denver CO  80207|Denver|Denver|CO|80207|
PHARM AIDE PHARMS LLC|PHARM AIDE PHARMS|403R-00914|Retail Marijuana Cultivation Facility|Expired|480 Turkey Ridge Road East|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
PHILLIPS GREEN ACRES LLC||403R-00874|Retail Marijuana Cultivation Facility|Expired|386 County Road 333|Ignacio CO  81137|Ignacio|La Plata|CO|81137|
PHILOSOPHIZE LLC|HIGH ROLLERS|402R-00657|Retail Marijuana Store|Expired|1445 South Pearl Street|Denver CO  80210|Denver|Denver|CO|80210|
PHYSICIAN PREFERRED PRODUCTS LLC||404-00424|Infused Product Manufacturer|Expired|4080 Globeville Road|Denver CO  80216|Denver|Denver|CO|80216|
PHYSICIAN PREFERRED PRODUCTS LLC||403-01568|Optional Premises|Expired|4080 Globeville Road|Denver CO  80216|Denver|Denver|CO|80216|
PHYSICIAN PREFERRED PRODUCTS LLC||402-00999|Center - Type 1|Expired|4080 Globeville Road|Denver CO  80216|Denver|Denver|CO|80216|
PHYSICIAN PREFERRED PRODUCTS LLC||403-01569|Optional Premises|Expired|4080 Globeville Road|Denver CO  80216|Denver|Denver|CO|80216|
PIKES PEAK INDUSTRIES LLC|BUD EZ|402-01203|Center - Type 1|Expired|236 West Fillmore Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
PIKES PEAK INDUSTRIES LLC|BUD EZ|403-01851|Optional Premises|Expired|236 West Fillmore Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
PIKES PEAK INDUSTRIES LLC|BUD EZ|403-01852|Optional Premises|Expired|510 East Pikes Peak Avenue|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
PINKHOUSE BLOOMS LLC|PINKHOUSE BLOOMS LLC|404-00283|Infused Product Manufacturer|Expired|4701 Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
PINKHOUSE BLOOMS LLC|PINKHOUSE BLOOMS LLC|403-01099|Optional Premises|Expired|4925 East 38th Avenue, Suite 108|Denver CO  80207|Denver|Denver|CO|80207|
PM ET AL LLC|HERBOSIS|404R-00322|Retail Marijuana Products Mfg|Expired|45735 County Road N|Center CO  81149|Center|Saguache|CO|81149|
PM ET AL LLC|HERBOSIS|403R-00900|Retail Marijuana Cultivation Facility|Expired|45735 County Road N|Center CO  81125|Center|Saguache|CO|81125|
PREFERRED ORGANIC THERAPY & WELLNESS LLC|PREFERRED ORGANIC THERAPY & WELLNESS|402R-00442|Retail Marijuana Store|Expired|1569 South Colorado Boulevard|Denver CO  80222|Denver|Denver|CO|80222|
PREMIUM CUT INC|PREMIUM CUT INC|403R-00417|Retail Marijuana Cultivation Facility|Expired|5810 W State Highway 78|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
PREMIUM MEDICINE OF COLORADO LLC|PREMIUM PETES|407R-00002|RMJ Operator|Expired|7704 South Brentwood Street|Littleton CO  80128|Littleton|Jefferson|CO|80128|
PREMIUM MEDICINE OF COLORADO LLC|PREMIUM PETES|407-00002|MMJ Operator|Expired|7704 South Brentwood Street|Littleton CO  80128|Littleton|Jefferson|CO|80128|
PRIMA BRANDS LLC|PRIMA CANNABIS COMPANY|403-00259|Optional Premises|Expired|5475 Peoria Street, Unit 1-101,102,103|Denver CO  80239|Denver|Denver|CO|80239|
PUEBLO FARMS LLC|PUEBLO FARMS|403R-00425|Retail Marijuana Cultivation Facility|Expired|63496 East Highway 96|Boone CO  81025|Boone|Pueblo|CO|81025|
PUEBLO FARMS LLC||403R-00461|Retail Marijuana Cultivation Facility|Expired|68200 East Highway 96|Boone CO  81025|Boone|Pueblo|CO|81025|
PURE MEDICAL LLC|PURE MEDICAL|403-00517|Optional Premises|Expired|440 8th Street|Penrose CO  81240|Penrose|Fremont|CO|81240|
PURE MEDICAL LLC||403-00519|Optional Premises|Expired|398 South Forty Road|Woodland Park CO  80863|Woodland Park|Teller|CO|80863|
PURPLE CARE LLC||403R-01054|Retail Marijuana Cultivation Facility|Expired|2000 County Road 524|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
QUALITY CHOICE ALTERNATIVE CARE CENTER LLC|QUALITY CHOICE|403-00754|Optional Premises|Expired|1905 North Academy Boulevard, Suite 100|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
QUALITY CHOICE ALTERNATIVE CARE CENTER LLC|QUALITY CHOICE|403R-00939|Retail Marijuana Cultivation Facility|Expired|7434 Rex Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
QUANTUM137||403R-00560|Retail Marijuana Cultivation Facility|Expired|24 North Fabrication Drive|Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
REESER FAMILY FUTURE LLC||403R-00972|Retail Marijuana Cultivation Facility|Expired|62301 Garnett Road|Fowler CO  81039|Fowler|Pueblo|CO|81039|
REVTEC LLC||403-01513|Optional Premises|Expired|2640 East 43rd Avenue|Denver CO  80216|Denver|Denver|CO|80216|
RINO SUPPLY CO INC||403-01201|Optional Premises|Expired|2200 South Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
RINO SUPPLY CO INC||403-01327|Optional Premises|Expired|1830 55th Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
RINO SUPPLY CO INC||403R-00698|Retail Marijuana Cultivation Facility|Expired|2200 South Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
RJJ MORRISON II LLC|NATIVE ROOTS WEST DENVER|403-01344|Optional Premises|Expired|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
RJJ SANTA FE LLC|NATIVE ROOTS SANTA FE |403-01878|Optional Premises|Expired|2100 53rd Lane|Boone CO  81025|Boone|Pueblo|CO|81025|
RJJ SHERIDAN LLC|NATIVE ROOTS SOUTH|403-00196|Optional Premises|Expired|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
RME GROUP LLC|AFFINITY|403R-00690|Retail Marijuana Cultivation Facility|Expired|5200 East Smith Road|Denver CO  80216|Denver|Denver|CO|80216|
ROCKY MOUNTAIN CANNABIS COLORADO LLC|RMCCO|404R-00319|Retail Marijuana Products Mfg|Expired|2185 45 1/2 Road, Suite 101|De Beque CO  81630|De Beque|Mesa|CO|81630|
ROCKY MOUNTAIN FIRE LLC||404R-00368|Retail Marijuana Products Mfg|Expired|65 North Laser Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
ROCKY MOUNTAIN FIRE LLC||403R-01002|Retail Marijuana Cultivation Facility|Expired|66 North Laser Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
ROCKY MOUNTAIN HIGH KITCHEN LLC||404-00026|Infused Product Manufacturer|Expired|209 Nancy Crawford Boulevard|Oak Creek CO  80467|Oak Creek|Routt|CO|80467|
ROCKY MOUNTAIN HIGH PAIN MANAGEMENT INC|ROCKY MOUNTAIN HIGH|402-00046|Center - Type 1|Expired|0105 Edwards Village Boulevard, Unit C104|Edwards CO  81632|Edwards|Eagle|CO|81632|
ROCKY MOUNTAIN HIGH PAIN MANAGEMENT INC||403-00061|Optional Premises|Expired|4237 Josephine Street, Unit 102|Denver CO  80216|Denver|Denver|CO|80216|
ROCKY MOUNTAIN RETAIL MANAGEMENT LLC|ROCKY MOUNTAIN HIGH|402-00901|Center - Type 1|Expired|11455 Washington Street|Northglenn CO  80233|Northglenn|Adams|CO|80233|
ROCKY MOUNTAIN RETAIL MANAGEMENT LLC|ROCKY MOUNTAIN HIGH|403-01429|Optional Premises|Expired|4228 York Street|Denver CO  80216|Denver|Denver|CO|80216|
ROCKY ROAD REMEDIES LLC||403-00444|Optional Premises|Expired|2575 Weston Road|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
ROOT 64 LLC|ROOT 64|403R-00871|Retail Marijuana Cultivation Facility|Expired|6545 East 49th Avenue|Commerce City CO  80022|Commerce City|Adams|CO|80022|
ROOT 64 LLC|ROOT 64|404R-00312|Retail Marijuana Products Mfg|Expired|6545 East 49th Avenue|Commerce City CO  80022|Commerce City|Adams|CO|80022|
SAGUACHE FARMS LLC||403R-01067|Retail Marijuana Cultivation Facility|Expired|51597 County Road T|Saguache CO  81149|Saguache|Saguache|CO|81149|
SAN TOURE LLC||403R-00389|Retail Marijuana Cultivation Facility|Expired|765 N Telluride St, Unit B15|Aurora CO  80011|Aurora|Arapahoe|CO|80011|
SAYCOR ENTERPRISES LLC||404-00473|Infused Product Manufacturer|Expired|621 East Industrial Boulevard|Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
SAYCOR ENTERPRISES LLC||404R-00157|Retail Marijuana Products Mfg|Expired|621 East Industrial Boulevard|Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
SECRET MINT COMPANY|SECRET MINT COMPANY|404-00365|Infused Product Manufacturer|Expired|4900 Acoma Street, Unit C|Denver CO  80216|Denver|Denver|CO|80216|
SECRET MINT COMPANY|SECRET MINT COMPANY|403-01417|Optional Premises|Expired|4900 Acoma Street, Unit C|Denver CO  80216|Denver|Denver|CO|80216|
SERENITY MOON WELLNESS CENTER LLC|FROSTED LEAF|402-00176|Center - Type 1|Expired|50 Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
SERENITY MOON WELLNESS CENTER LLC|FROSTED LEAF|403-00267|Optional Premises|Expired|3819 Quentin Street|Denver CO  80239|Denver|Denver|CO|80239|
SERENITY MOON WELLNESS CENTER LLC|FROSTED LEAF|403-00668|Optional Premises|Expired|50 Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
SEVEN TEN CREATIONS LLC||407R-00004|RMJ Operator|Expired|7831 East 26th Avenue|Denver CO  80238|Denver|Denver|CO|80238|
SHILO LABS LLC||405R-00027|RMJ Testing Facility|Expired|4840 North Broadway|Denver CO  80216|Denver|Denver|CO|80216|
SHILO LABS LLC||405-00013|MMJ Testing Facility|Expired|4840 North Broadway|Denver CO  80216|Denver|Denver|CO|80216|
SIMPLY PURE COLORADO LLC|SIMPLY PURE|402-01050|Center - Type 1|Expired|2000 West 32nd Avenue|Denver CO  80211|Denver|Denver|CO|80211|
SIMPLY PURE COLORADO LLC|SIMPLY PURE|403-01645|Optional Premises|Expired|2154 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
SINDUSTRIES INC||403R-00744|Retail Marijuana Cultivation Facility|Expired|4260 County Road 110|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
SKY UNLIMITED LLC|SKY UNLIMITED LLC|404R-00135|Retail Marijuana Products Mfg|Expired|59 North Fabrication Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
SMART CARE LLC|SMART CARE EXTRACTS |404-00536|Infused Product Manufacturer|Expired|4696 Glencoe Street|Denver CO  80216|Denver|Denver|CO|80216|
SMART CARE LLC|SMART CARE EXTRACTS |403-01805|Optional Premises|Expired|4668 Glencoe Street|Denver CO  80216|Denver|Denver|CO|80216|
SMOKED COLORADO INC||403-01897|Optional Premises|Expired|1990 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
SMOKED COLORADO INC||403-01898|Optional Premises|Expired|1990 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
SOUTHERN COLORADO THERAPEUTICS INC|HIGHLAND HEALTH|404R-00102|Retail Marijuana Products Mfg|Expired|63003 County Road CC|Moffat CO  81143|Moffat|Saguache|CO|81143|
SOUTHERN COLORADO THERAPEUTICS INC|HIGHLAND HEALTH|403R-00420|Retail Marijuana Cultivation Facility|Expired|63003 County Road CC|Moffat CO  81143|Moffat|Saguache|CO|81143|
SPACE AGE HYDROPONICS LLC||403R-01055|Retail Marijuana Cultivation Facility|Expired|601 Catalpa Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
STANDING AKIMBO LLC|ABLAZE|404-00285|Infused Product Manufacturer|Expired|3801 West Jason Street|Denver CO  80221|Denver|Denver|CO|80221|
STAY CONCENTRATED COLORADO LLC||404-00375|Infused Product Manufacturer|Expired|4986 Morrison Road|Denver CO  80219|Denver|Denver|CO|80219|
STAY CONCENTRATED COLORADO LLC||403-01455|Optional Premises|Expired|688 North Bryant Street, Suite 105|Denver CO  80204|Denver|Denver|CO|80204|
STEEL CITY SUPPLY LLC||403R-00529|Retail Marijuana Cultivation Facility|Expired|7571 Vanessa Drive|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
STONE AGE CREATIONS LLC|PRIMAL INFUSIONS|404R-00106|Retail Marijuana Products Mfg|Expired|15327 Highway 140|Hesperus CO  81326|Hesperus|La Plata|CO|81326|
STRAIGHT RIVER LLC||403R-00725|Retail Marijuana Cultivation Facility|Expired|52868 Yatze Road|Boone CO  81025|Boone|Pueblo|CO|81025|
SUNSHINE EXTRACTS LLC||404R-00313|Retail Marijuana Products Mfg|Expired|7183 Arapahoe Road|Boulder CO  80303|Boulder|Boulder|CO|80303|
SUNSHINE EXTRACTS LLC||403R-00873|Retail Marijuana Cultivation Facility|Expired|7183 Arapahoe Road|Boulder CO  80303|Boulder|Boulder|CO|80303|
SWEET LEAF LLC||403-00352|Optional Premises|Expired|110 Yuma Street, Unit 3|Denver CO  80223|Denver|Denver|CO|80223|
TABLE MESA WELLNESS CENTER LLC|NORTH BOULDER WELLNESS CENTER|402-00381|Center - Type 1|Expired|1495 Yarmouth Avenue|Boulder CO  80304|Boulder|Boulder|CO|80304|
TABLE MESA WELLNESS CENTER LLC|NORTH BOULDER WELLNESS CENTER|403-00571|Optional Premises|Expired|7161 Valtec Court, Unit A|Boulder CO  80301|Boulder|Boulder|CO|80301|
TASTEBUDZ MIP LLC|TASTEBUDZ MIP LLC|404-00390|Infused Product Manufacturer|Expired|1805 Sante Fe Drive Unit C|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
TASTEBUDZ MIP LLC|TASTEBUDZ MIP LLC|404R-00178|Retail Marijuana Products Mfg|Expired|1805 Sante Fe Drive Unit C|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
TDM LLC|TREES|403-01682|Optional Premises|Expired|4140 North York Street, Suite 130|Denver CO  80216|Denver|Denver|CO|80216|
TEAJUANA LTD||404-00589|Infused Product Manufacturer|Expired|34093 Highway 285|Villa Grove CO  81155|Villa Grove|Saguache|CO|81155|
TELLURIDE GREEN ROOM LLC|TELLURIDE GREEN ROOM|403R-00175|Retail Marijuana Cultivation Facility|Expired|711 South Park Road, #E & #F|Telluride CO  81435|Telluride|San Miguel|CO|81435|
TEN THOUSAND ACRES LLC||403R-00526|Retail Marijuana Cultivation Facility|Expired|37671 Highway 9|Fairplay CO  80440|Fairplay|Park|CO|80440|
TENBELLS INC|MEDICINE MEN NATURAL REMEDY|402-00873|Center - Type 1|Expired|880 Marilyn|Penrose CO  81240|Penrose|Fremont|CO|81240|
TENBELLS INC|TENBELLS INC|403-01360|Optional Premises|Expired|880 Marilyn |Penrose CO  81240|Penrose|Fremont|CO|81240|
TENDERFOOT HEALTH COLLECTIVE||402-00701|Center - Type 1|Expired|840 Oak Street|Salida CO  81201|Salida|Chaffee|CO|81201|
TENDERFOOT HEALTH COLLECTIVE||403-01400|Optional Premises|Expired|2510 47th Street, #GG|Boulder CO  80301|Boulder|Boulder|CO|80301|
TERRA CURA LLC||403R-00672|Retail Marijuana Cultivation Facility|Expired|77 North Laser Drive Suite E|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
TETRAHYDROCENTER LLC|TETRAHYDROCENTER |402-00442|Center - Type 1|Expired|9206 East Hampden Avenue|Denver CO  80231|Denver|Denver|CO|80231|
TETRAHYDROCENTER LLC|TETRAHYDROCENTER |403-00662|Optional Premises|Expired|221 Wyandot Street|Denver CO  80223|Denver|Denver|CO|80223|
TETRAHYDROCENTER LLC|TETRAHYDROCENTER |403-00663|Optional Premises|Expired|9206 East Hampden Avenue|Denver CO  80231|Denver|Denver|CO|80231|
THC INC||403R-01012|Retail Marijuana Cultivation Facility|Expired|26758 Hammond Avenue|Moffat CO  81143|Moffat|Saguache|CO|81143|
THCULTIVATION LLC|THCULTIVATION|403R-00679|Retail Marijuana Cultivation Facility|Expired|718 Southpark Road, Lot 418|Telluride CO  81435|Telluride|San Miguel|CO|81435|
THCULTIVATION LLC|THCULTIVATION|404R-00210|Retail Marijuana Products Mfg|Expired|718 Southpark Road, Lot 418|Telluride CO  81435|Telluride|San Miguel|CO|81435|
THE CANNABIST CASTLE SUPERMARKET & DISPENSARY LOUNGE LLC|THE KIND CASTLE|402R-00473|Retail Marijuana Store|Expired|818 Grand Avenue|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
THE DUKES OF EARL LLC|ASANOHA|403R-00865|Retail Marijuana Cultivation Facility|Expired|66701 US 285|Bailey CO  80421|Bailey|Park|CO|80421|
THE GIVING TREE OF DENVER LLC||403R-00149|Retail Marijuana Cultivation Facility|Expired|1255 South Huron Street|Denver CO  80223|Denver|Denver|CO|80223|
THE GOOD SEED|THE GOOD SEED|402R-00549|Retail Marijuana Store|Expired|235 Bastille Drive|Pagosa Springs CO  81147|Pagosa Springs|Archuleta|CO|81147|
THE GOOD SEED|THE GOOD SEED|403R-00658|Retail Marijuana Cultivation Facility|Expired|235 Bastille Drive|Pagosa Springs CO  81147|Pagosa Springs|Archuleta|CO|81147|
THE GREENEST GREEN LLC|THE GREENEST GREEN|402-00230|Center - Type 1|Expired|5290 Arapahoe Avenue, Unit J|Boulder CO  80303|Boulder|Boulder|CO|80303|
THE GREENEST GREEN LLC|THE GREENEST GREEN|403-00337|Optional Premises|Expired|1900 55th Street Building B|Boulder CO  80302|Boulder|Boulder|CO|80302|
THE GREENEST GREEN LLC||404-00097|Infused Product Manufacturer|Expired|1900 55th Street Building B Suite 105C|Boulder CO  80301|Boulder|Boulder|CO|80301|
THE GREENEST GREEN LLC|MADRONE EXTRACTS|404R-00038|Retail Marijuana Products Mfg|Expired|1900 55th Street, Building B, Suite 105C|Boulder CO  80301|Boulder|Boulder|CO|80301|
THE GREENEST GREEN LLC|MADRONE BOULDER|403R-00258|Retail Marijuana Cultivation Facility|Expired|1900 55th Street, Building B-105B |Boulder CO  80303|Boulder|Boulder|CO|80303|
THE HERBAL CURE LLC||403R-00184|Retail Marijuana Cultivation Facility|Expired|985 South Logan Street|Denver CO  80209|Denver|Denver|CO|80209|
THE ORGANIC SEED LLC||403-01452|Optional Premises|Expired|1785 Kit Carson Trail|Cotopaxi CO  81223|Cotopaxi|Fremont|CO|81223|
THE PURPLE DRAGON LLC||402R-00025|Retail Marijuana Store|Expired|2243 Federal Boulevard|Denver CO  80211|Denver|Denver|CO|80211|
THE PURPLE DRAGON LLC||403R-00030|Retail Marijuana Cultivation Facility|Expired|1237 Shoshone Street|Denver CO  80204|Denver|Denver|CO|80204|
THREE LIONS CORP LLC|THREE LIONS CORP LLC|404-00406|Infused Product Manufacturer|Expired|1434 North Ulster Street|Denver CO  80220|Denver|Denver|CO|80220|
THREE LIONS CORP LLC|THREE LIONS CORP LLC|403-01511|Optional Premises|Expired|1434 North Ulster Street|Denver CO  80220|Denver|Denver|CO|80220|
THREE RIVERS DEVELOPMENT LLC|THREE RIVERS DISPENSARY|403-01879|Optional Premises|Expired|83 North Magneto Drive|Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
THREE RIVERS DEVELOPMENT LLC|THREE RIVERS DISPENSARY|402R-00660|Retail Marijuana Store|Expired|83 North Magneto Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
THREE RIVERS DEVELOPMENT LLC|THREE RIVERS MEDICAL EXPRESS|402-01241|Center - Type 1|Expired|83 North Magneto Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC||402-00284|Center - Type 1|Expired|3995 East 50th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
TIMBERLINE HERBAL CLINIC AND WELLNESS CENTER LLC||403-00421|Optional Premises|Expired|665 Kalamath Street|Denver CO  80204|Denver|Denver|CO|80204|
TMED LLC|THE GRASS STATION|403R-00143|Retail Marijuana Cultivation Facility|Expired|3800 East 48th Street|Denver CO  80216|Denver|Denver|CO|80216|
