full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
MAJESTIC MOUNTAIN FARM INC||403R-00922|Retail Marijuana Cultivation Facility|Approved|6966 Prairie Hill Road|Boone CO  81025|Boone|Pueblo|CO|81025|
MALIBU RDL LLC|PURGRO|403R-00773|Retail Marijuana Cultivation Facility|Approved|6431 Galbreth Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
MAMMOTH FARMS LLC|GOLDWATER EXTRACTS|404R-00379|Retail Marijuana Products Mfg|Approved|50562 County Road U|Saguache CO  81149|Saguache|Saguache|CO|81149|
MAMMOTH FARMS LLC|ELEMENT XTRACTS|403R-01030|Retail Marijuana Cultivation Facility|Approved|50562 County Road U|Saguache CO  81149|Saguache|Saguache|CO|81149|
MAMMOTH FARMS LLC|GOLDWATER EXTRACTS|403R-01075|Retail Marijuana Cultivation Facility|Approved|17337 County Road 52|Saguache CO  81149|Saguache|Saguache|CO|81149|
MAMMOTH FARMS LLC|GOLDWATER EXTRACTS|404-00624|Infused Product Manufacturer|Approved|50562 County Road U|Saguache CO  81149|Saguache|Saguache|CO|81149|
MAMMOTH FARMS LLC|GOLDWATER EXTRACTS|403-01916|Optional Premises|Approved|17337 County Road 52|Saguache CO  81149|Saguache|Saguache|CO|81149|
MAMMOTH FARMS LLC||402R-00787|Retail Marijuana Store|Approved|927 Highway 3|Durango CO  81301|Durango|La Plata|CO|81301|
MARI MEDS INC||402-00069|Center - Type 1|Approved|222 East Moreno Avenue|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
MARI MEDS INC||403-00093|Optional Premises|Approved|222 East Moreno Avenue|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
MARI MEDS INC|MARI MEDS|403-01650|Optional Premises|Approved|223 East Moreno Avenue|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
MARICARE LLC|SKY HIGH CONCENTRATES|404-00355|Infused Product Manufacturer|Approved|3512 North Tejon Street, Suite 100|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MARICARE LLC|SKY HIGH CONCENTRATES|403-01901|Optional Premises|Approved|3512 North Tejon Street, Suite 100|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MARISOL THERAPEUTICS LLC||403-00254|Optional Premises|Approved|2204 Hickory Street,|Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
MARISOL THERAPEUTICS LLC||403-00255|Optional Premises|Approved|2204 Hickory Street,|Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
MARISOL THERAPEUTICS LLC||404-00069|Infused Product Manufacturer|Approved|922 East Kimble Drive,|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MARISOL THERAPEUTICS LLC||402R-00063|Retail Marijuana Store|Approved|922 East Kimble Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MARISOL THERAPEUTICS LLC||403R-00079|Retail Marijuana Cultivation Facility|Approved|2204 Hickory Street,|Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
MARISOL THERAPEUTICS LLC||404R-00011|Retail Marijuana Products Mfg|Approved|922 East Kimble Drive,|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MARISOL THERAPEUTICS LLC||402-00938|Center - Type 2|Approved|922 East Kimble Drive,|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MARISOL THERAPEUTICS LLC||402R-00797|Retail Marijuana Store|Approved|8910 South Interstate 25|Pueblo CO  81004|Pueblo|Pueblo|CO|81004|
MARTINS NATURAL MEDICINALS LLC||402R-00462|Retail Marijuana Store|Approved|216 6th Street, Suite A|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
MARY JANES MEDICINALS LLC||404-00323|Infused Product Manufacturer|Approved|761 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
MARY JANES MEDICINALS LLC|MARY JANES MEDICINALS|404R-00021|Retail Marijuana Products Mfg|Approved|761 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
MARYS MEDICINALS LLC||404-00234|Infused Product Manufacturer|Approved|4985 Ironton Street|Denver CO  80239|Denver|Denver|CO|80239|
MARYS MEDICINALS LLC||404R-00054|Retail Marijuana Products Mfg|Approved|4985 Ironton Street|Denver CO  80239|Denver|Denver|CO|80239|
MASTERS FARM LLC||403R-00627|Retail Marijuana Cultivation Facility|Approved|1201 Siloam Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
MAYFLOWER GROUP LLC|THE HEALTH CENTER|403-00827|Optional Premises|Approved|4825 North Oakland Street|Denver CO  80239|Denver|Denver|CO|80239|
MAYFLOWER GROUP LLC|THE HEALTH CENTER|402R-00017|Retail Marijuana Store|Approved|1736 Downing Street|Denver CO  80218|Denver|Denver|CO|80218|
MAYFLOWER GROUP LLC|THE HEALTH CENTER|403R-00022|Retail Marijuana Cultivation Facility|Approved|4825 Oakland Street|Denver CO  80239|Denver|Denver|CO|80239|
MAYFLOWER GROUP LLC|THE HEALTH CENTER|402-00558|Center - Type 2|Approved|1736 Downing Street|Denver CO  80218|Denver|Denver|CO|80218|
MC STRATEGIC VENTURES LLC|JADE KOLA|402-00351|Center - Type 1|Approved|3750 Astrozon Boulevard Suite140|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MC STRATEGIC VENTURES LLC|JADE KOLA|403-00527|Optional Premises|Approved|2809 Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MC STRATEGIC VENTURES LLC|JADE KOLA|403-01616|Optional Premises|Approved|3758 Astrozon Boulevard, Unit B |Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MCCANBIZ LLC||403R-01136|Retail Marijuana Cultivation Facility|Approved|8552 Maverick Lane|Ordway CO  81063|Ordway|Crowley|CO|81063|
MCCANBIZ LLC||404R-00431|Retail Marijuana Products Mfg|Approved|8552 Maverick Lane|Ordway CO  81063|Ordway|Crowley|CO|81063|
MEDICAL CANNABIS CAREGIVERS INC|MC CAREGIVERS |402-00053|Center - Type 1|Approved|5875 Lehman Drive #100|Colorado Springs CO  80918|Colorado Springs|El Paso|CO|80918|
MEDICAL CANNABIS CAREGIVERS INC|MC CAREGIVERS |403-00070|Optional Premises|Approved|2611 Durango Drive|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MEDICAL CANNABIS CAREGIVERS INC|MC CAREGIVERS|404-00312|Infused Product Manufacturer|Approved|2611 Durango Drive |Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MEDICAL CANNABIS COLORADO LLC|CURE COLORADO|402-00721|Center - Type 1|Approved|6200 East Yale Avenue, Unit B|Denver CO  80222|Denver|Arapahoe|CO|80222|
MEDICAL CANNABIS COLORADO LLC|CURE COLORADO|403-01091|Optional Premises|Approved|3930 Blake Street|Denver CO  80205|Denver|Denver|CO|80205|
MEDICAL CANNABIS COLORADO LLC|CURE COLORADO|402R-00765|Retail Marijuana Store|Approved|1315 Elm Avenue|Rocky Ford CO  81067|Rocky Ford|Otero|CO|81067|
MEDICAL MJ SUPPLY LLC|BEST COLORADO CANNABIS|402-00385|Center - Type 1|Approved|4800 Lamar Street|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
MEDICAL MJ SUPPLY LLC|BEST COLORADO MEDS.ORG|403-00578|Optional Premises|Approved|4800 Lamar Street|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
MEDICAL MJ SUPPLY LLC|GREEN ROOSTER EDIBLES|404-00343|Infused Product Manufacturer|Approved|6325 West 48th Avenue|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
MEDICAL MJ SUPPLY LLC|GREEN ROOSTER EDIBLES|404R-00033|Retail Marijuana Products Mfg|Approved|6325 West 48th Avenue|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
MEDICAL MJ SUPPLY LLC|BEST COLORADO CANNABIS|402R-00154|Retail Marijuana Store|Approved|4800 Lamar Street|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
MEDICAL MJ SUPPLY LLC|BEST COLORADO MEDS.ORG|403R-00203|Retail Marijuana Cultivation Facility|Approved|4800 Lamar Street|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
MEDICALLY CORRECT LLC|INCREDIBLES|404-00057|Infused Product Manufacturer|Approved|1308 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
MEDICALLY CORRECT LLC|INCREDIBLES|403-01019|Optional Premises|Approved|1308 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
MEDICALLY CORRECT LLC|INCREDIBLES|404R-00012|Retail Marijuana Products Mfg|Approved|1308 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
MEDICALLY CORRECT LLC|INCREDIBLES|403R-00405|Retail Marijuana Cultivation Facility|Approved|1150 West Custer Place|Denver CO  80223|Denver|Denver|CO|80223|
MEDICALLY CORRECT LLC|INCREDIBLES|403-01655|Optional Premises|Approved|1150 West 5th Avenue, Suite #110|Denver CO  80204|Denver|Denver|CO|80204|
MEDICALLY CORRECT LLC|INCREDIBLES|404-00621|Infused Product Manufacturer|Approved|35715 US Highway 40 Building D Unit 106|Evergreen CO  80439|Evergreen|Clear Creek|CO|80439|
MEDICALLY CORRECT LLC|INCREDIBLES|404R-00383|Retail Marijuana Products Mfg|Approved|35715 US Highway 40 Building D Unit 106|Evergreen CO  80439|Evergreen|Clear Creek|CO|80439|
MEDICINAL WELLNESS CENTER LLC||403-01268|Optional Premises|Approved|5010 Paris Street|Denver CO  80239|Denver|Denver|CO|80239|
MEDICINAL WELLNESS CENTER LLC|OASIS CANNABIS SUPERSTORE|402R-00098|Retail Marijuana Store|Approved|5440 West 44th Avenue|Mountain View CO  80212|Mountain View|Jefferson|CO|80212|
MEDICINAL WELLNESS CENTER LLC|OASIS CANNABIS SUPERSTORE|402R-00099|Retail Marijuana Store|Approved|6359 East Evans Avenue|Denver CO  80222|Denver|Denver|CO|80222|
MEDICINAL WELLNESS CENTER LLC||403R-00130|Retail Marijuana Cultivation Facility|Approved|5010 Paris Street|Denver CO  80239|Denver|Denver|CO|80239|
MEDICINAL WELLNESS CENTER LLC||403-01749|Optional Premises|Approved|1255 West Virginia Avenue|Denver CO  80223|Denver|Denver|CO|80223|
MEDICINAL WELLNESS CENTER LLC|OASIS CANNABIS SUPERSTORE|402-00829|Center - Type 2|Approved|6359 East Evans Avenue|Denver CO  80222|Denver|Denver|CO|80222|
MEDICINE MAN LONGMONT LLC|MEDICINE MAN LONGMONT|402R-00724|Retail Marijuana Store|Approved|500 East Rogers Road|Longmont CO  80501|Longmont|Boulder|CO|80501|
MESA GREENS LLC|WOLFPAC CANNABIS|402R-00524|Retail Marijuana Store|Approved|749 East Enterprise Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
MESA ORGANICS II LTD|MESA ORGANICS - ORDWAY|402R-00792|Retail Marijuana Store|Approved|611 East 6th Street, Suite A|Ordway CO  81063|Ordway|Crowley|CO|81063|
MESA ORGANICS LTD|PURPLEBEES|404R-00181|Retail Marijuana Products Mfg|Approved|30899 Highway 50 East|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
MESA ORGANICS LTD|MESA ORGANICS|402R-00514|Retail Marijuana Store|Approved|30899 Highway 50 East|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
METRO CANNABIS INC|SILVER STEM FINE CANNABIS|402-00075|Center - Type 1|Approved|8151 East Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
METRO CANNABIS INC|SILVER STEM FINE CANNABIS|403-00109|Optional Premises|Approved|1235 North Umatilla Street|Denver CO  80204|Denver|Denver|CO|80204|
METRO CANNABIS INC|SILVER STEM FINE CANNABIS|402R-00102|Retail Marijuana Store|Approved|8151 East Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
METRO CANNABIS INC|SILVER STEM FINE CANNABIS|403R-00133|Retail Marijuana Cultivation Facility|Approved|1235 North Umatilla Street|Denver CO  80204|Denver|Denver|CO|80204|
METRO DENVER TELLURIDE HEALTH CENTER LLC|THE HEMP CENTER|402-00602|Center - Type 1|Approved|5744 South Datura Street|Littleton CO  80120|Littleton|Arapahoe|CO|80120|
METRO DENVER TELLURIDE HEALTH CENTER LLC|THE HEMP CENTER |403-00899|Optional Premises|Approved|4570 North Jason Street|Denver CO  80211|Denver|Denver|CO|80211|
MHFS LLC|GOOD CHEMISTRY|402-01264|Center - Type 1|Approved|2563 15th Street Suite 103|Denver CO  80211|Denver|Denver|CO|80211|
MHFS LLC|GOOD CHEMISTRY|403-01907|Optional Premises|Approved|4260 Kearney Street|Denver CO  80216|Denver|Denver|CO|80216|
MHFS LLC|GOOD CHEMISTRY|402R-00733|Retail Marijuana Store|Approved|2563 15th Street, Suite 103|Denver CO  80211|Denver|Denver|CO|80211|
MIDWEST RANCH LLC|MIDWEST RANCH|403R-00473|Retail Marijuana Cultivation Facility|Approved|50100 East Highway 96|Boone CO  81025|Boone|Pueblo|CO|81025|
MIKE SQUARED LLC|VALKYRIE LIGHT LLC|403R-00239|Retail Marijuana Cultivation Facility|Approved|2480 49th Street Unit H|Boulder CO  80301|Boulder|Boulder|CO|80301|
MIKELL GROUP|EMERALD TRANSPORT|406RNP-00006|RMJ Transporter- NP|Approved|1830 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH CAKE POPS LLC|TERP CHEFS|404-00514|Infused Product Manufacturer|Approved|511 North 30th Street|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
MILE HIGH DISPENSARY LLC|MILE HIGH DISPENSARY|402-00304|Center - Type 1|Approved|1350 South Sheridan Boulevard, Unit 1&2|Denver CO  80232|Denver|Denver|CO|80232|
MILE HIGH DISPENSARY LLC|MILE HIGH DISPENSARY|403-01354|Optional Premises|Approved|54 Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH DISPENSARY LLC|MILE HIGH DISPENSARY|403-01619|Optional Premises|Approved|2252 South Kalamath Street,  Unit C,|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH DISPENSARY LLC|MILE HIGH DISPENSARY|402R-00419|Retail Marijuana Store|Approved|1350 South Sheridan Boulevard, Unit 1 & 2,|Denver CO  80232|Denver|Denver|CO|80232|
MILE HIGH DISPENSARY LLC|MILE HIGH DISPENSARY|403R-00755|Retail Marijuana Cultivation Facility|Approved|54 Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH DISTRIBUTING LLC||404-00223|Infused Product Manufacturer|Approved|775 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH DISTRIBUTING LLC||404R-00042|Retail Marijuana Products Mfg|Approved|775 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH EXTRACTIONS LLC||404R-00251|Retail Marijuana Products Mfg|Approved|6115 Washington Street|Denver CO  80216|Denver|Adams|CO|80216|
MILE HIGH MEDICAL CANNABIS LLC|LIT|402-00501|Center - Type 1|Approved|1630 North Federal Boulevard|Denver CO  80204|Denver|Denver|CO|80204|
MILE HIGH MEDICAL CANNABIS LLC|LIT|403-00739|Optional Premises|Approved|4611 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
MILE HIGH MEDICAL CANNABIS LLC|LIT|402R-00045|Retail Marijuana Store|Approved|1630 North Federal Boulevard|Denver CO  80204|Denver|Denver|CO|80204|
MILE HIGH MEDICAL CANNABIS LLC|LIT|403R-00056|Retail Marijuana Cultivation Facility|Approved|4611 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
MILE HIGH REMEDIES LLC|DOCTORS ORDERS|402-00645|Center - Type 1|Approved|2106 East Boulder Street|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
MILE HIGH REMEDIES LLC|DOCTORS ORDERS|403-00973|Optional Premises|Approved|2805 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MILE HIGH REMEDIES LLC|DOCTORS ORDERS|404-00632|Infused Product Manufacturer|Approved|2805 North Prospect Street|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
MILE HIGH ROSE LLC||403R-00749|Retail Marijuana Cultivation Facility|Approved|180 County Road 599|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MILE HIGH THERAPEUTIC NETWORK LLC|ALTITUDE WEST|402R-00011|Retail Marijuana Store|Approved|1568 South Federal Boulevard|Denver CO  80219|Denver|Denver|CO|80219|
MILE HIGH THERAPEUTIC NETWORK LLC|ALTITUDE WEST|403R-00012|Retail Marijuana Cultivation Facility|Approved|900 North Vallejo Street|Denver CO  80204|Denver|Denver|CO|80204|
MILE HIGH WELLNESS II LLC|MILE HIGH WELLNESS-GREEN STREET|403-00268|Optional Premises|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH WELLNESS II LLC|MILE HIGH WELLNESS-GREEN STREET|402-00192|Center - Type 1|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH WELLNESS II LLC||404-00389|Infused Product Manufacturer|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH WELLNESS II LLC|MILE HIGH WELLNESS-GREEN STREET|403-01592|Optional Premises|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH WELLNESS II LLC|MILE HIGH WELLNESS-GREEN STREET|402R-00445|Retail Marijuana Store|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH WELLNESS II LLC|MILE HIGH WELLNESS - GREEN STREET|403R-00548|Retail Marijuana Cultivation Facility|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH WELLNESS II LLC|GREEN STREET|404R-00293|Retail Marijuana Products Mfg|Approved|2291 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH XTRACTIONS LLC|MILE HIGH XTRACTIONS|404R-00235|Retail Marijuana Products Mfg|Approved|9690 Dallas Street, Unit C|Henderson CO  80640|Henderson|Adams|CO|80640|
MISFITS PHARMS LLC||403R-00587|Retail Marijuana Cultivation Facility|Approved|2405 Little Burnt Mill Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
MISSKAT INC|FROSTY LEAF|402R-00521|Retail Marijuana Store|Approved|500 West Highway 50, Suite 102|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
MJ DURANGO LLC|DURANGO CANNABIS COMPANY|403R-00869|Retail Marijuana Cultivation Facility|Approved|28753 East US Highway 160|Durango CO  81301|Durango|La Plata|CO|81301|
MJLQ LLC|WHOLE MEDS|402-00933|Center - Type 1|Approved|3450 Brighton Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
MJLQ LLC|WHOLE MEDS|403-01469|Optional Premises|Approved|5959 East 39th Avenue, Unit #101|Denver CO  80207|Denver|Denver|CO|80207|
MJLQ LLC|WHOLE MEDS|402R-00495|Retail Marijuana Store|Approved|3450 Brighton Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
MJLQ LLC|WHOLE MEDS|403R-00591|Retail Marijuana Cultivation Facility|Approved|5959 East 39th Avenue, Unit 101|Denver CO  80207|Denver|Denver|CO|80207|
MJM HOLDINGS LIMITED|STICKY FINGERZ|403-00286|Optional Premises|Approved|3954 North Williams Street|Denver CO  80205|Denver|Denver|CO|80205|
MJM HOLDINGS LIMITED|STICKY FINGERZ|403R-00157|Retail Marijuana Cultivation Facility|Approved|3954 North Williams Street|Denver CO  80205|Denver|Denver|CO|80205|
MJM HOLDINGS LIMITED|STICKY FINGERZ|402-01076|Center - Type 1|Approved|3954 Williams Street|Denver CO  80205|Denver|Denver|CO|80205|
MJM HOLDINGS LIMITED|STICKY FINGERZ|402R-00656|Retail Marijuana Store|Approved|3954 North Williams Street|Denver CO  80205|Denver|Denver|CO|80205|
MMJ 95 LLC|TWEEDLEAF|403-01850|Optional Premises|Approved|2685 Durango Drive|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MMJ 95 LLC|TWEEDLEAF|402-01201|Center - Type 1|Approved|5495 North Academy Boulevard|Colorado Springs CO  80918|Colorado Springs|El Paso|CO|80918|
MML LLC|HOLISTIC HEALTHCARE|402-00312|Center - Type 1|Approved|40690 Highway 6, Suite D|Avon CO  81620|Avon|Eagle|CO|81620|
MML LLC||403-00465|Optional Premises|Approved|38150 River Frontage Road, Unit 3D|New Castle CO  81647|New Castle|Garfield|CO|81647|
MMRD LLC||402-01271|Center - Type 1|Approved|1250 Grant Street|Denver CO  80203|Denver|Denver|CO|80203|
MMRD LLC||402R-00769|Retail Marijuana Store|Approved|1250 Grant Street|Denver CO  80203|Denver|Denver|CO|80203|
MMST LLC|PHRESH CANNABIS COLORADO|403R-00039|Retail Marijuana Cultivation Facility|Approved|1285 West Byers Place Unit B |Denver CO  80223|Denver|Denver|CO|80223|
MMTL INC||405R-00033|RMJ Testing Facility|Approved|6121 North Washington Street Unit E|Denver CO  80216|Denver|Denver|CO|80216|
MN NETWORK LLC||403R-00457|Retail Marijuana Cultivation Facility|Approved|4360 North Vine Street|Denver CO  80216|Denver|Denver|CO|80216|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|403-00640|Optional Premises|Approved|2517 Durango Drive|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MODERN MEDICINE LLC|COLORADO EXTRACT COMPANY|404-00405|Infused Product Manufacturer|Approved|2903 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|403-01510|Optional Premises|Approved|2903 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MODERN MEDICINE LLC|ALTITUDE ORGANIC CANNABIS|402R-00394|Retail Marijuana Store|Approved|817 Little Beaver Trail|Dillon CO  80435|Dillon|Summit|CO|80435|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|402-01023|Center - Type 1|Approved|6755 North Academy Boulevard|Colorado Springs CO  80918|Colorado Springs|El Paso|CO|80918|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|403-01615|Optional Premises|Approved|2903 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|403-01681|Optional Premises|Approved|2903 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|402-01130|Center - Type 1|Approved|3840 North Nevada Avenue|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|403-01736|Optional Premises|Approved|2517 Durango Drive|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|402-00935|Center - Type 2|Approved|523 South Tejon Street|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
MODERN MEDICINE LLC|COLORADO EXTRACT COMPANY|403-01909|Optional Premises|Approved|2903 North Prospect Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MODERN MEDICINE LLC|ALTITUDE ORGANIC MEDICINE|402-01072|Center - Type 1|Approved|2354 East Platte Avenue|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
MONTE FIORE LLC||403R-00771|Retail Marijuana Cultivation Facility|Approved|3100 County Road 616  Units A-B|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC|PROVISIONS|402R-00739|Retail Marijuana Store|Approved|10232 Interstate 25|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC|PROVISIONS|403R-01062|Retail Marijuana Cultivation Facility|Approved|3100 County Road 616 Units B-C|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC|PROVISIONS|404R-00394|Retail Marijuana Products Mfg|Approved|3100 County Road 616, Unit B|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC|PROVISIONS|403-01915|Optional Premises|Approved|3100 County Road 616, Units B-C,|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC|PROVISIONS|404-00623|Infused Product Manufacturer|Approved|3100 County Road 616, Unit B|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC|PROVISIONS|402-01284|Center - Type 1|Approved|10232 Interstate 25|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTE FIORE LLC||403-01921|Optional Premises|Approved|3100 County Road 616 Units A-C|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
MONTEM PHARMLABS LIMITED|NORTHERN STANDARD|402R-00580|Retail Marijuana Store|Approved|513 North Main Street|Alma CO  80420|Alma|Park|CO|80420|
MONTEM PHARMLABS LIMITED|NORTHERN STANDARD|404R-00244|Retail Marijuana Products Mfg|Approved|513 North Main Street|Alma CO  80420|Alma|Park|CO|80420|
MONTEM PHARMLABS LIMITED|NORTHERN STANDARD|404-00567|Infused Product Manufacturer|Approved|513 Main Street|Alma CO  80420|Alma|Park|CO|80420|
MOUNTAIN ANNIES LLC||402-00396|Center - Type 1|Approved|310 East Main Street|Cortez CO  81321|Cortez|Montezuma|CO|81321|
MOUNTAIN ANNIES LLC||403-00604|Optional Premises|Approved|310 East Main Street|Cortez CO  81321|Cortez|Montezuma|CO|81321|
MOUNTAIN ANNIES LLC||404-00165|Infused Product Manufacturer|Approved|310 East Main Street|Cortez CO  81321|Cortez|Montezuma|CO|81321|
MOUNTAIN ANNIES LLC||402-00833|Center - Type 1|Approved|157 Highway 550, Suite B |Ridgway CO  81432|Ridgway|Ouray|CO|81432|
MOUNTAIN ANNIES LLC||403-01278|Optional Premises|Approved|22327 Highway 550, Lot B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
MOUNTAIN ANNIES LLC||402R-00155|Retail Marijuana Store|Approved|157 Highway 550, Suite B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
MOUNTAIN ANNIES LLC||403R-00204|Retail Marijuana Cultivation Facility|Approved|22327 US Highway 550, Lot B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
MOUNTAIN ANNIES LLC||402R-00390|Retail Marijuana Store|Approved|310 East Main Street|Cortez CO  81321|Cortez|Montezuma|CO|81321|
MOUNTAIN ANNIES LLC||402R-00455|Retail Marijuana Store|Approved|1330 Greene Street|Silverton CO  81433|Silverton|San Juan|CO|81433|
MOUNTAIN ANNIES LLC||402R-00480|Retail Marijuana Store|Approved|1644 County Road 203|Durango CO  81301|Durango|La Plata|CO|81301|
MOUNTAIN ANNIES LLC||403R-00779|Retail Marijuana Cultivation Facility|Approved|33380 Highway 550|Montrose CO  81403|Montrose|Ouray|CO|81403|
MOUNTAIN GIRL LPT INC|MOUNTAIN GIRL GARDENS|403R-00520|Retail Marijuana Cultivation Facility|Approved|794 East 51st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
MOUNTAIN HIGH 14,047 LLC||403R-00546|Retail Marijuana Cultivation Facility|Approved|22057 County Road K.5|San Pablo CO  81152|San Pablo|Costilla|CO|81152|
MOUNTAIN HIGH PRODUCTS LLC|WANA|404-00106|Infused Product Manufacturer|Approved|7161 Valtec Court, Units A, D & E|Boulder CO  80301|Boulder|Boulder|CO|80301|
